SymbC1.scaffold1.1092
SymbC1.scaffold1179.1
SymbC1.scaffold1179.3
SymbC1.scaffold1180.7
SymbC1.scaffold11800.2
SymbC1.scaffold1181.1
SymbC1.scaffold11810.1
SymbC1.scaffold11823.1
SymbC1.scaffold11842.1
SymbC1.scaffold1186.3
SymbC1.scaffold1186.9
SymbC1.scaffold11860.1
SymbC1.scaffold11874.2
SymbC1.scaffold11893.2
SymbC1.scaffold11896.2
SymbC1.scaffold119.7
SymbC1.scaffold119.8
SymbC1.scaffold1190.3
SymbC1.scaffold1192.4
SymbC1.scaffold11953.1
SymbC1.scaffold11957.1
SymbC1.scaffold1196.3
SymbC1.scaffold1197.5
SymbC1.scaffold11976.1
SymbC1.scaffold11995.1
SymbC1.scaffold11998.1
SymbC1.scaffold120.1
SymbC1.scaffold1201.1
SymbC1.scaffold1202.6
SymbC1.scaffold12020.1
SymbC1.scaffold12020.3
SymbC1.scaffold12022.1
SymbC1.scaffold12031.1
SymbC1.scaffold1204.2
SymbC1.scaffold12040.1
SymbC1.scaffold12052.1
SymbC1.scaffold12054.2
SymbC1.scaffold12055.2
SymbC1.scaffold1208.6
SymbC1.scaffold121.4
SymbC1.scaffold121.6
SymbC1.scaffold121.7
SymbC1.scaffold1212.7
SymbC1.scaffold12154.1
SymbC1.scaffold1216.1
SymbC1.scaffold12175.1
SymbC1.scaffold1219.1
SymbC1.scaffold12208.1
SymbC1.scaffold12222.1
SymbC1.scaffold1223.7
SymbC1.scaffold1224.3
SymbC1.scaffold1225.4
SymbC1.scaffold12252.2
SymbC1.scaffold12254.1
SymbC1.scaffold12275.1
SymbC1.scaffold1228.10
SymbC1.scaffold1228.2
SymbC1.scaffold1231.1
SymbC1.scaffold1231.5
SymbC1.scaffold1231.8
SymbC1.scaffold1231.9
SymbC1.scaffold1232.6
SymbC1.scaffold1232.8
SymbC1.scaffold1232.9
SymbC1.scaffold12327.1
SymbC1.scaffold12329.1
SymbC1.scaffold12334.3
SymbC1.scaffold12340.1
SymbC1.scaffold1235.4
SymbC1.scaffold12350.1
SymbC1.scaffold12364.1
SymbC1.scaffold12379.2
SymbC1.scaffold12381.1
SymbC1.scaffold12386.3
SymbC1.scaffold12387.1
SymbC1.scaffold12387.2
SymbC1.scaffold12389.1
SymbC1.scaffold1239.3
SymbC1.scaffold1239.8
SymbC1.scaffold124.12
SymbC1.scaffold124.16
SymbC1.scaffold124.18
SymbC1.scaffold1240.5
SymbC1.scaffold12400.2
SymbC1.scaffold12406.1
SymbC1.scaffold12409.1
SymbC1.scaffold12419.1
SymbC1.scaffold1242.4
SymbC1.scaffold12421.2
SymbC1.scaffold1244.6
SymbC1.scaffold1245.6
SymbC1.scaffold1246.1
SymbC1.scaffold12478.1
SymbC1.scaffold12482.1
SymbC1.scaffold12488.1
SymbC1.scaffold1249.6
SymbC1.scaffold125.14
SymbC1.scaffold1250.1
SymbC1.scaffold12500.1
SymbC1.scaffold12504.1
SymbC1.scaffold12507.1
SymbC1.scaffold1252.5
SymbC1.scaffold1254.3
SymbC1.scaffold1254.6
SymbC1.scaffold1255.5
SymbC1.scaffold12559.1
SymbC1.scaffold12560.1
SymbC1.scaffold12573.1
SymbC1.scaffold1258.11
SymbC1.scaffold12589.1
SymbC1.scaffold12589.2
SymbC1.scaffold1259.2
SymbC1.scaffold12595.1
SymbC1.scaffold126.10
SymbC1.scaffold1260.5
SymbC1.scaffold12611.2
SymbC1.scaffold1262.7
SymbC1.scaffold12623.1
SymbC1.scaffold1263.2
SymbC1.scaffold1263.6
SymbC1.scaffold1264.10
SymbC1.scaffold1264.6
SymbC1.scaffold1265.2
SymbC1.scaffold1266.5
SymbC1.scaffold1267.2
SymbC1.scaffold12678.1
SymbC1.scaffold1269.1
SymbC1.scaffold1269.4
SymbC1.scaffold12690.1
SymbC1.scaffold127.10
SymbC1.scaffold127.3
SymbC1.scaffold1270.6
SymbC1.scaffold1271.7
SymbC1.scaffold12710.1
SymbC1.scaffold1272.3
SymbC1.scaffold1272.4
SymbC1.scaffold12738.1
SymbC1.scaffold12747.1
SymbC1.scaffold1276.7
SymbC1.scaffold12768.1
SymbC1.scaffold1278.2
SymbC1.scaffold1278.7
SymbC1.scaffold1278.8
SymbC1.scaffold12786.1
SymbC1.scaffold1279.6
SymbC1.scaffold128.8
SymbC1.scaffold1283.4
SymbC1.scaffold12830.1
SymbC1.scaffold1287.1
SymbC1.scaffold12877.1
SymbC1.scaffold1288.12
SymbC1.scaffold1288.4
SymbC1.scaffold1289.4
SymbC1.scaffold12894.1
SymbC1.scaffold1290.4
SymbC1.scaffold12905.1
SymbC1.scaffold1291.5
SymbC1.scaffold12913.1
SymbC1.scaffold12928.1
SymbC1.scaffold1293.2
SymbC1.scaffold12937.1
SymbC1.scaffold12939.1
SymbC1.scaffold12947.1
SymbC1.scaffold12952.3
SymbC1.scaffold12952.4
SymbC1.scaffold1296.4
SymbC1.scaffold1296.5
SymbC1.scaffold12965.1
SymbC1.scaffold1297.4
SymbC1.scaffold12994.1
SymbC1.scaffold130.14
SymbC1.scaffold130.16
SymbC1.scaffold130.19
SymbC1.scaffold1300.3
SymbC1.scaffold13027.1
SymbC1.scaffold1304.8
SymbC1.scaffold13043.1
SymbC1.scaffold13045.1
SymbC1.scaffold1305.1
SymbC1.scaffold13050.1
SymbC1.scaffold13059.1
SymbC1.scaffold13079.1
SymbC1.scaffold13092.1
SymbC1.scaffold13109.1
SymbC1.scaffold1311.1
SymbC1.scaffold1311.4
SymbC1.scaffold1312.1
SymbC1.scaffold1312.2
SymbC1.scaffold13127.1
SymbC1.scaffold1313.1
SymbC1.scaffold1313.7
SymbC1.scaffold13133.2
SymbC1.scaffold13159.1
SymbC1.scaffold13164.1
SymbC1.scaffold13169.1
SymbC1.scaffold13182.1
SymbC1.scaffold1319.3
SymbC1.scaffold132.3
SymbC1.scaffold13201.1
SymbC1.scaffold1321.6
SymbC1.scaffold1322.1
SymbC1.scaffold1322.2
SymbC1.scaffold1322.3
SymbC1.scaffold1323.5
SymbC1.scaffold13239.1
SymbC1.scaffold1325.1
SymbC1.scaffold13264.1
SymbC1.scaffold13269.1
SymbC1.scaffold1327.1
SymbC1.scaffold1327.2
SymbC1.scaffold1327.4
SymbC1.scaffold1327.6
SymbC1.scaffold13287.2
SymbC1.scaffold1330.1
SymbC1.scaffold13308.2
SymbC1.scaffold1331.1
SymbC1.scaffold13339.1
SymbC1.scaffold13341.1
SymbC1.scaffold13341.2
SymbC1.scaffold13344.1
SymbC1.scaffold13347.1
SymbC1.scaffold13347.3
SymbC1.scaffold1336.4
SymbC1.scaffold1338.3
SymbC1.scaffold1338.6
SymbC1.scaffold13385.1
SymbC1.scaffold1340.1
SymbC1.scaffold13409.1
SymbC1.scaffold1341.2
SymbC1.scaffold13423.2
SymbC1.scaffold13431.1
SymbC1.scaffold13432.1
SymbC1.scaffold13473.1
SymbC1.scaffold135.10
SymbC1.scaffold135.5
SymbC1.scaffold1350.4
SymbC1.scaffold13505.1
SymbC1.scaffold13515.1
SymbC1.scaffold1352.6
SymbC1.scaffold13544.1
SymbC1.scaffold13564.1
SymbC1.scaffold1357.5
SymbC1.scaffold13576.1
SymbC1.scaffold13576.3
SymbC1.scaffold13578.1
SymbC1.scaffold1358.2
SymbC1.scaffold1359.5
SymbC1.scaffold1359.6
SymbC1.scaffold1359.8
SymbC1.scaffold1359.9
SymbC1.scaffold136.5
SymbC1.scaffold1362.16
SymbC1.scaffold1363.5
SymbC1.scaffold13636.2
SymbC1.scaffold1365.1
SymbC1.scaffold1366.4
SymbC1.scaffold1367.5
SymbC1.scaffold137.2
SymbC1.scaffold13706.1
SymbC1.scaffold1371.1
SymbC1.scaffold1372.3
SymbC1.scaffold13724.1
SymbC1.scaffold13729.1
SymbC1.scaffold1373.5
SymbC1.scaffold1373.6
SymbC1.scaffold1373.7
SymbC1.scaffold1373.8
SymbC1.scaffold1374.2
SymbC1.scaffold1375.5
SymbC1.scaffold1375.7
SymbC1.scaffold1376.2
SymbC1.scaffold1377.1
SymbC1.scaffold13771.1
SymbC1.scaffold1379.1
SymbC1.scaffold13794.1
SymbC1.scaffold138.3
SymbC1.scaffold13818.1
SymbC1.scaffold1382.5
SymbC1.scaffold1382.7
SymbC1.scaffold13820.1
SymbC1.scaffold13830.1
SymbC1.scaffold13878.1
SymbC1.scaffold13894.1
SymbC1.scaffold139.2
SymbC1.scaffold139.3
SymbC1.scaffold139.8
SymbC1.scaffold1390.1
SymbC1.scaffold1390.3
SymbC1.scaffold1391.8
SymbC1.scaffold1392.8
SymbC1.scaffold13937.4
SymbC1.scaffold13944.1
SymbC1.scaffold1395.6
SymbC1.scaffold13964.1
SymbC1.scaffold13995.2
SymbC1.scaffold14007.1
SymbC1.scaffold1401.1
SymbC1.scaffold1402.4
SymbC1.scaffold14020.1
SymbC1.scaffold14028.1
SymbC1.scaffold1403.11
SymbC1.scaffold1403.6
SymbC1.scaffold14032.2
SymbC1.scaffold14046.1
SymbC1.scaffold1405.3
SymbC1.scaffold14052.1
SymbC1.scaffold14057.1
SymbC1.scaffold14057.2
SymbC1.scaffold14060.1
SymbC1.scaffold1407.1
SymbC1.scaffold14079.1
SymbC1.scaffold14085.1
SymbC1.scaffold14088.1
SymbC1.scaffold1409.1
SymbC1.scaffold141.10
SymbC1.scaffold141.3
SymbC1.scaffold14120.2
SymbC1.scaffold14135.2
SymbC1.scaffold1414.3
SymbC1.scaffold1414.7
SymbC1.scaffold14146.1
SymbC1.scaffold1415.3
SymbC1.scaffold1415.8
SymbC1.scaffold1417.7
SymbC1.scaffold14173.1
SymbC1.scaffold14206.1
SymbC1.scaffold1421.4
SymbC1.scaffold14229.2
SymbC1.scaffold14248.2
SymbC1.scaffold14259.1
SymbC1.scaffold1426.4
SymbC1.scaffold14272.2
SymbC1.scaffold1428.1
SymbC1.scaffold143.23
SymbC1.scaffold1433.4
SymbC1.scaffold14348.1
SymbC1.scaffold1435.2
SymbC1.scaffold1435.4
SymbC1.scaffold14375.1
SymbC1.scaffold1439.4
SymbC1.scaffold1441.9
SymbC1.scaffold1443.7
SymbC1.scaffold1443.9
SymbC1.scaffold14452.1
SymbC1.scaffold14466.1
SymbC1.scaffold1447.13
SymbC1.scaffold1447.16
SymbC1.scaffold1447.6
SymbC1.scaffold14476.1
SymbC1.scaffold1448.5
SymbC1.scaffold1449.6
SymbC1.scaffold14497.1
SymbC1.scaffold1452.3
SymbC1.scaffold1452.6
SymbC1.scaffold1454.15
SymbC1.scaffold1454.6
SymbC1.scaffold14562.1
SymbC1.scaffold1458.8
SymbC1.scaffold1459.3
SymbC1.scaffold1459.4
SymbC1.scaffold14610.1
SymbC1.scaffold14629.1
SymbC1.scaffold14650.1
SymbC1.scaffold1467.6
SymbC1.scaffold14673.2
SymbC1.scaffold14675.1
SymbC1.scaffold1468.3
SymbC1.scaffold1468.5
SymbC1.scaffold147.13
SymbC1.scaffold14719.2
SymbC1.scaffold1472.2
SymbC1.scaffold1472.6
SymbC1.scaffold14728.1
SymbC1.scaffold1473.5
SymbC1.scaffold1474.1
SymbC1.scaffold1474.2
SymbC1.scaffold1474.3
SymbC1.scaffold14750.1
SymbC1.scaffold14769.1
SymbC1.scaffold1479.1
SymbC1.scaffold148.4
SymbC1.scaffold14807.1
SymbC1.scaffold1481.5
SymbC1.scaffold1482.9
SymbC1.scaffold1483.3
SymbC1.scaffold1487.7
SymbC1.scaffold14876.1
SymbC1.scaffold1488.1
SymbC1.scaffold14889.1
SymbC1.scaffold1490.2
SymbC1.scaffold1490.4
SymbC1.scaffold14914.2
SymbC1.scaffold1492.5
SymbC1.scaffold1493.1
SymbC1.scaffold1493.2
SymbC1.scaffold1494.3
SymbC1.scaffold14944.1
SymbC1.scaffold1496.2
SymbC1.scaffold1499.2
SymbC1.scaffold14990.1
SymbC1.scaffold150.11
SymbC1.scaffold150.3
SymbC1.scaffold150.7
SymbC1.scaffold1501.6
SymbC1.scaffold1502.7
SymbC1.scaffold1503.5
SymbC1.scaffold1509.6
SymbC1.scaffold151.4
SymbC1.scaffold1510.3
SymbC1.scaffold1512.3
SymbC1.scaffold1516.2
SymbC1.scaffold1517.6
SymbC1.scaffold1518.3
SymbC1.scaffold1518.4
SymbC1.scaffold1519.5
SymbC1.scaffold1519.8
SymbC1.scaffold152.4
SymbC1.scaffold1520.4
SymbC1.scaffold1521.19
SymbC1.scaffold15219.1
SymbC1.scaffold1522.5
SymbC1.scaffold1522.9
SymbC1.scaffold1524.2
SymbC1.scaffold1525.3
SymbC1.scaffold1526.2
SymbC1.scaffold1526.5
SymbC1.scaffold15265.1
SymbC1.scaffold1527.9
SymbC1.scaffold15279.1
SymbC1.scaffold1528.2
SymbC1.scaffold153.3
SymbC1.scaffold153.4
SymbC1.scaffold1530.5
SymbC1.scaffold15320.1
SymbC1.scaffold15341.1
SymbC1.scaffold15353.1
SymbC1.scaffold1536.2
SymbC1.scaffold15361.1
SymbC1.scaffold1537.7
SymbC1.scaffold15376.1
SymbC1.scaffold1538.14
SymbC1.scaffold15382.1
SymbC1.scaffold1539.1
SymbC1.scaffold154.4
SymbC1.scaffold1540.2
SymbC1.scaffold1540.4
SymbC1.scaffold1540.8
SymbC1.scaffold15404.1
SymbC1.scaffold1541.3
SymbC1.scaffold1541.7
SymbC1.scaffold1542.2
SymbC1.scaffold15446.1
SymbC1.scaffold15464.1
SymbC1.scaffold1550.3
SymbC1.scaffold15502.1
SymbC1.scaffold1551.2
SymbC1.scaffold15511.1
SymbC1.scaffold15518.1
SymbC1.scaffold1554.1
SymbC1.scaffold1554.4
SymbC1.scaffold1555.5
SymbC1.scaffold1560.1
SymbC1.scaffold15601.1
SymbC1.scaffold1561.5
SymbC1.scaffold1561.6
SymbC1.scaffold15613.1
SymbC1.scaffold15614.1
SymbC1.scaffold1565.1
SymbC1.scaffold15660.1
SymbC1.scaffold1567.5
SymbC1.scaffold1569.11
SymbC1.scaffold1569.5
SymbC1.scaffold1569.8
SymbC1.scaffold157.14
SymbC1.scaffold157.4
SymbC1.scaffold157.7
SymbC1.scaffold1571.4
SymbC1.scaffold1571.6
SymbC1.scaffold15721.1
SymbC1.scaffold15723.1
SymbC1.scaffold1574.4
SymbC1.scaffold15750.1
SymbC1.scaffold1576.8
SymbC1.scaffold1577.5
SymbC1.scaffold15772.1
SymbC1.scaffold1578.8
SymbC1.scaffold1578.9
SymbC1.scaffold1580.9
SymbC1.scaffold1583.2
dds_WT2
SymbC1.scaffold15865.1
SymbC1.scaffold1589.1
SymbC1.scaffold15899.2
SymbC1.scaffold1590.2
SymbC1.scaffold15906.1
SymbC1.scaffold1591.2
SymbC1.scaffold1593.2
SymbC1.scaffold1593.3
SymbC1.scaffold15939.2
SymbC1.scaffold1597.1
SymbC1.scaffold1597.3
SymbC1.scaffold16.213
SymbC1.scaffold16.48
SymbC1.scaffold160.46
SymbC1.scaffold1600.6
SymbC1.scaffold1602.14
SymbC1.scaffold1602.16
SymbC1.scaffold1602.3
SymbC1.scaffold1602.7
SymbC1.scaffold16029.1
SymbC1.scaffold1605.8
SymbC1.scaffold1606.1
SymbC1.scaffold1606.3
SymbC1.scaffold16061.1
SymbC1.scaffold1608.1
SymbC1.scaffold1608.4
SymbC1.scaffold1608.7
SymbC1.scaffold1608.8
SymbC1.scaffold16089.1
SymbC1.scaffold161.14
SymbC1.scaffold161.4
SymbC1.scaffold1611.1
SymbC1.scaffold1611.3
SymbC1.scaffold1613.5
SymbC1.scaffold1614.1
SymbC1.scaffold1616.7
SymbC1.scaffold1616.9
SymbC1.scaffold16172.1
SymbC1.scaffold16184.1
SymbC1.scaffold1619.4
SymbC1.scaffold162.5
SymbC1.scaffold1620.5
SymbC1.scaffold16200.1
SymbC1.scaffold1622.19
SymbC1.scaffold16228.1
SymbC1.scaffold16252.1
SymbC1.scaffold1626.2
SymbC1.scaffold16264.1
SymbC1.scaffold1628.4
SymbC1.scaffold1633.6
SymbC1.scaffold16347.1
SymbC1.scaffold1636.2
SymbC1.scaffold1639.12
SymbC1.scaffold1639.8
SymbC1.scaffold16395.2
SymbC1.scaffold164.4
SymbC1.scaffold164.6
SymbC1.scaffold1640.2
SymbC1.scaffold1641.2
SymbC1.scaffold1641.7
SymbC1.scaffold1643.1
SymbC1.scaffold1644.11
SymbC1.scaffold1646.4
SymbC1.scaffold16496.1
SymbC1.scaffold1655.4
SymbC1.scaffold1657.1
SymbC1.scaffold1659.2
SymbC1.scaffold166.1
SymbC1.scaffold166.3
SymbC1.scaffold1661.1
SymbC1.scaffold1662.5
SymbC1.scaffold16631.1
SymbC1.scaffold16660.1
SymbC1.scaffold1668.4
SymbC1.scaffold1674.3
SymbC1.scaffold1674.4
SymbC1.scaffold1674.7
SymbC1.scaffold1679.6
SymbC1.scaffold168.8
SymbC1.scaffold1680.7
SymbC1.scaffold1680.9
SymbC1.scaffold1682.13
SymbC1.scaffold1682.8
SymbC1.scaffold1683.4
SymbC1.scaffold16843.1
SymbC1.scaffold16845.1
SymbC1.scaffold16878.1
SymbC1.scaffold16880.1
SymbC1.scaffold169.4
SymbC1.scaffold1690.6
SymbC1.scaffold16917.1
SymbC1.scaffold1694.1
SymbC1.scaffold1694.5
SymbC1.scaffold16957.1
SymbC1.scaffold16957.2
SymbC1.scaffold1696.4
SymbC1.scaffold1696.5
SymbC1.scaffold1696.6
SymbC1.scaffold1696.7
SymbC1.scaffold16962.1
SymbC1.scaffold17.69
SymbC1.scaffold170.2
SymbC1.scaffold17005.1
SymbC1.scaffold1702.1
SymbC1.scaffold17022.1
SymbC1.scaffold17024.1
SymbC1.scaffold1703.1
SymbC1.scaffold1703.4
SymbC1.scaffold17035.1
SymbC1.scaffold17065.2
SymbC1.scaffold1709.4
SymbC1.scaffold1710.5
SymbC1.scaffold1711.2
