Gene,Hw1-5a,Hw1-5b,Hw1-5c,Hw2-5a,Hw2-5b,Hw2-5c,Wt1-5a,Wt1-5b,Wt1-5c,Wt2-5a,Wt2-5b,Wt2-5c
aidB,7,5,9,4,11,4,4,7,5,5,1,7
aifA,136,109,191,237,199,100,36,99,131,45,66,19
aifB,153,132,280,246,279,110,105,188,194,69,107,70
AIP1,186,189,343,257,211,158,165,262,417,132,186,158
AIP1-1,72,71,144,262,255,105,46,100,159,69,97,46
ak1,172,218,409,347,345,140,109,256,350,97,164,74
AK7,580,422,734,676,748,354,175,294,394,146,210,112
AK812_SmicGene10896,36,59,86,62,86,57,7,34,9,4,7,3
AK812_SmicGene11672,34,27,58,37,79,13,18,29,14,3,5,4
AK812_SmicGene12293,52,42,87,79,89,46,29,43,68,38,33,20
AK812_SmicGene12873,17,23,24,15,20,9,5,9,16,15,17,6
AK812_SmicGene13287,4,3,7,9,14,3,7,8,11,7,6,7
AK812_SmicGene1336,197,139,212,224,222,116,75,113,215,68,101,47
AK812_SmicGene13469,77,58,117,101,93,39,18,23,51,10,13,8
AK812_SmicGene13780,2,2,5,5,11,2,0,1,5,3,4,0
AK812_SmicGene13884,4,9,12,101,78,28,17,46,60,27,31,22
AK812_SmicGene13956,147,139,257,212,237,115,47,90,119,43,66,46
AK812_SmicGene14054,6,3,2,4,5,3,4,5,8,3,3,4
AK812_SmicGene14180,35,13,52,41,36,21,5,10,14,7,2,1
AK812_SmicGene14482,95,84,194,106,146,63,28,79,57,21,15,11
AK812_SmicGene14486,37,17,45,40,40,25,34,25,43,17,26,12
AK812_SmicGene14513,148,111,220,174,202,104,53,112,101,49,62,33
AK812_SmicGene14667,17,17,20,31,27,17,6,11,15,12,14,10
AK812_SmicGene1499,1,0,0,0,0,0,21,25,81,25,33,24
AK812_SmicGene15117,69,53,71,74,76,42,16,29,32,7,13,12
AK812_SmicGene15320,40,54,78,110,96,58,16,62,76,19,41,17
AK812_SmicGene15535,36,19,31,30,42,13,4,6,9,2,6,3
AK812_SmicGene15563,1,1,9,9,4,2,3,2,1,2,1,2
AK812_SmicGene16729,89,66,130,114,108,89,45,57,56,23,27,25
AK812_SmicGene16768,0,0,1,1,2,1,3,2,3,1,0,0
AK812_SmicGene16779,15,16,23,19,26,5,30,11,7,3,2,5
AK812_SmicGene17551,52,71,107,81,95,67,24,50,68,27,40,19
AK812_SmicGene177,47,42,69,98,122,44,19,47,69,11,24,17
AK812_SmicGene18193,8,8,13,9,23,3,2,16,4,2,6,1
AK812_SmicGene18235,13,6,15,23,27,10,25,11,14,9,14,8
AK812_SmicGene18281,4,6,7,10,8,3,1,2,3,0,0,0
AK812_SmicGene18284,121,102,217,113,114,88,44,89,174,45,93,63
AK812_SmicGene18302,60,24,46,31,54,23,16,16,22,6,13,7
AK812_SmicGene18464,11,3,18,30,51,11,9,12,9,6,11,7
AK812_SmicGene18503,22,9,27,29,34,15,9,24,30,15,16,21
AK812_SmicGene18945,87,78,179,220,232,81,43,57,84,28,57,42
AK812_SmicGene19008,4,2,7,5,10,1,3,1,1,1,0,0
AK812_SmicGene19111,48,33,77,70,86,29,30,32,35,16,23,9
AK812_SmicGene1967,13,7,4,1,15,0,2,2,5,2,1,0
AK812_SmicGene19840,37,41,123,64,96,26,17,26,13,1,8,5
AK812_SmicGene20119,22,14,45,33,44,12,17,34,38,12,20,11
AK812_SmicGene20146,3,3,3,4,4,1,17,10,22,10,8,9
AK812_SmicGene20295,12,7,15,16,28,6,0,1,0,0,1,0
AK812_SmicGene2049,66,27,83,67,65,38,16,27,27,8,14,10
AK812_SmicGene20544,99,131,178,165,149,87,35,88,143,54,50,43
AK812_SmicGene20806,26,13,28,28,34,9,15,17,10,3,4,2
AK812_SmicGene20960,279,300,514,347,334,205,84,175,229,89,95,68
AK812_SmicGene20981,25,13,25,20,33,13,9,15,9,5,9,11
AK812_SmicGene21003,3,4,12,13,11,4,4,8,22,11,15,4
AK812_SmicGene21062,59,27,47,35,42,24,9,24,28,8,13,2
AK812_SmicGene21080,5,13,23,33,20,16,3,16,14,5,6,5
AK812_SmicGene21211,25,13,33,32,25,5,13,16,19,8,14,3
AK812_SmicGene21627,655,729,1223,1250,1145,684,295,626,860,316,412,418
AK812_SmicGene21937,15,11,20,8,8,3,1,4,4,2,4,1
AK812_SmicGene22034,81,71,127,93,84,60,17,45,60,19,29,20
AK812_SmicGene22262,0,0,2,5,6,2,19,16,25,8,10,11
AK812_SmicGene22269,13,8,7,11,13,4,0,1,1,1,0,0
AK812_SmicGene22306,72,46,114,95,111,52,23,47,70,15,21,19
AK812_SmicGene22430,24,24,54,24,34,20,11,17,14,4,8,1
AK812_SmicGene22656,147,88,189,206,195,112,66,96,169,46,112,22
AK812_SmicGene23207,14,8,15,9,11,14,0,6,6,2,3,0
AK812_SmicGene23574,78,47,88,79,78,40,21,28,59,27,41,21
AK812_SmicGene23595,1,0,1,1,1,0,1,0,0,0,0,0
AK812_SmicGene24054,7,8,23,12,25,5,23,35,27,16,15,16
AK812_SmicGene2419,74,87,127,149,147,81,26,104,121,36,62,18
AK812_SmicGene24289,377,230,384,377,446,202,133,251,280,112,150,120
AK812_SmicGene24373,177,95,223,209,259,94,41,81,82,28,52,15
AK812_SmicGene24476,31,18,69,41,63,20,12,23,30,6,14,3
AK812_SmicGene24524,11,5,11,20,24,4,10,8,10,3,6,6
AK812_SmicGene24564,0,0,0,0,0,0,1,8,17,4,8,0
AK812_SmicGene24679,0,0,7,5,2,2,0,2,0,0,0,0
AK812_SmicGene24741,4,9,7,3,9,2,1,3,0,3,1,0
AK812_SmicGene25061,47,24,55,42,59,36,9,22,23,13,17,7
AK812_SmicGene25158,103,113,185,211,163,113,42,76,155,48,64,30
AK812_SmicGene25379,192,145,304,259,265,142,77,90,130,53,76,44
AK812_SmicGene25430,82,31,59,68,86,48,20,34,35,17,24,20
AK812_SmicGene25788,254,617,990,959,753,476,360,516,809,301,339,317
AK812_SmicGene25898,43,23,34,15,22,21,14,11,21,12,21,19
AK812_SmicGene26211,18,16,28,33,33,10,5,11,9,4,8,2
AK812_SmicGene26829,6,4,12,22,17,5,4,5,8,2,5,5
AK812_SmicGene26895,160,194,361,283,280,163,32,65,88,25,36,46
AK812_SmicGene26898,101,83,133,123,130,65,22,65,65,11,28,22
AK812_SmicGene28,35,31,45,53,53,23,11,34,28,21,13,25
AK812_SmicGene28199,68,60,103,89,121,55,35,42,77,26,31,22
AK812_SmicGene28286,70,59,99,112,104,70,34,85,120,47,62,32
AK812_SmicGene28609,132,95,170,116,126,78,58,104,197,56,90,51
AK812_SmicGene28881,29,20,35,35,43,25,9,8,18,5,10,12
AK812_SmicGene28950,81,48,115,92,111,38,25,44,48,15,29,23
AK812_SmicGene29814,13,12,17,12,13,9,2,2,1,1,2,3
AK812_SmicGene29927,11,10,20,20,16,12,7,10,8,4,8,11
AK812_SmicGene30020,1,0,0,1,4,0,0,2,1,1,2,1
AK812_SmicGene30278,37,31,49,31,53,24,7,24,19,6,12,7
AK812_SmicGene30486,282,251,403,202,179,154,90,214,392,130,224,126
AK812_SmicGene31214,95,133,216,134,125,97,55,104,153,55,74,56
AK812_SmicGene31484,298,162,262,206,274,149,106,302,321,119,146,100
AK812_SmicGene31537,253,153,314,259,321,141,103,189,252,106,145,91
AK812_SmicGene31550,22,13,31,8,13,12,2,0,5,2,4,3
AK812_SmicGene31628,109,61,102,85,108,59,29,55,80,21,28,24
AK812_SmicGene31801,12,17,21,51,50,17,19,30,34,17,23,9
AK812_SmicGene32143,20,16,45,29,28,12,4,11,23,4,8,8
AK812_SmicGene32175,27,23,35,50,66,17,21,28,29,16,10,9
AK812_SmicGene32534,40,43,62,60,81,28,41,71,80,34,42,30
AK812_SmicGene33142,142,179,439,270,325,138,87,131,124,39,41,63
AK812_SmicGene33164,131,85,193,142,174,46,31,68,62,27,26,25
AK812_SmicGene33715,10,19,42,45,39,21,14,26,45,12,15,4
AK812_SmicGene33896,77,73,145,120,113,61,53,92,124,47,47,58
AK812_SmicGene34204,51,47,85,133,143,39,57,93,122,47,78,59
AK812_SmicGene34441,8,2,20,30,18,8,3,8,15,6,1,5
AK812_SmicGene34649,3,4,7,5,0,7,5,2,10,2,4,7
AK812_SmicGene34664,74,39,74,97,107,51,22,41,45,17,23,41
AK812_SmicGene34941,213,142,213,260,241,132,71,136,204,93,120,62
AK812_SmicGene3557,0,2,1,1,1,0,9,3,9,1,1,4
AK812_SmicGene35803,16,7,12,6,20,4,34,3,1,1,2,2
AK812_SmicGene36,23,10,32,30,30,11,10,5,6,2,6,4
AK812_SmicGene36189,33,10,26,28,47,14,15,23,40,10,26,13
AK812_SmicGene36363,27,13,18,9,12,12,1,5,10,1,5,0
AK812_SmicGene36391,17,7,16,23,24,9,8,13,22,5,18,13
AK812_SmicGene36418,133,56,126,86,110,30,31,69,44,18,21,15
AK812_SmicGene37141,74,43,89,85,89,40,33,63,82,23,29,31
AK812_SmicGene37382,137,120,249,255,276,76,22,74,61,20,31,22
AK812_SmicGene37828,221,131,258,266,254,160,141,192,364,112,183,126
AK812_SmicGene37972,44,28,60,58,62,52,21,31,41,17,22,19
AK812_SmicGene38714,13,17,21,14,6,9,2,5,8,0,1,0
AK812_SmicGene38747,64,76,127,116,107,59,29,51,58,30,44,37
AK812_SmicGene39686,85,63,124,122,161,54,44,46,66,22,52,43
AK812_SmicGene39795,22,7,25,20,35,4,14,14,16,7,7,13
AK812_SmicGene39947,13,23,30,56,47,21,15,33,33,10,17,21
AK812_SmicGene40181,160,105,238,128,182,88,68,69,100,38,62,40
AK812_SmicGene40583,200,169,357,250,294,136,50,119,137,43,66,43
AK812_SmicGene41491,57,27,65,35,69,22,9,37,29,10,12,3
AK812_SmicGene41645,39,34,60,54,108,25,18,33,30,22,14,14
AK812_SmicGene41654,89,30,105,36,100,36,29,50,50,16,19,17
AK812_SmicGene4195,55,28,50,68,64,22,11,26,28,6,18,5
AK812_SmicGene42205,5,1,10,4,4,7,1,1,0,1,1,1
AK812_SmicGene42282,18,15,18,16,39,18,15,30,36,6,19,8
AK812_SmicGene42478,236,230,393,367,291,212,76,114,202,47,99,58
AK812_SmicGene42885,17,17,35,29,49,19,16,19,36,12,20,13
AK812_SmicGene434,8,4,5,9,11,3,3,1,2,1,2,1
AK812_SmicGene43415,71,52,96,77,91,34,22,47,51,17,24,30
AK812_SmicGene43432,4,2,6,4,6,2,4,3,1,1,3,0
AK812_SmicGene43485,76,135,142,116,91,89,96,81,182,77,92,103
AK812_SmicGene43656,46,42,84,20,32,34,11,14,24,16,22,9
AK812_SmicGene44292,0,0,0,0,0,0,41,0,0,28,15,53
AK812_SmicGene4925,3,2,2,4,6,0,0,3,14,6,9,3
AK812_SmicGene494,19,11,18,8,17,5,6,4,10,4,6,3
AK812_SmicGene5213,8,30,37,51,50,24,21,32,51,10,12,8
AK812_SmicGene5452,7,6,9,9,12,0,13,11,6,5,3,3
AK812_SmicGene5663,14,20,32,39,24,15,20,23,27,12,12,7
AK812_SmicGene5851,64,46,90,39,56,28,30,33,61,23,33,23
AK812_SmicGene5925,42,50,85,106,107,44,13,51,41,13,29,31
AK812_SmicGene5978,36,23,50,52,60,16,23,28,35,6,15,16
AK812_SmicGene617,5,7,9,5,17,4,1,6,3,0,1,0
AK812_SmicGene6745,46,65,93,78,53,57,23,48,58,25,24,4
AK812_SmicGene6889,22,42,71,71,62,35,21,36,35,16,24,16
AK812_SmicGene7068,38,24,46,6,13,15,8,13,28,5,10,4
AK812_SmicGene7686,5,7,9,9,9,7,5,9,13,3,7,19
AK812_SmicGene7786,43,67,97,237,218,92,90,60,49,38,49,65
AK812_SmicGene7918,106,95,148,151,155,75,35,90,124,30,44,47
AK812_SmicGene8098,87,32,78,54,83,33,21,29,42,15,16,16
AK812_SmicGene845,6,5,17,10,9,10,1,2,3,1,2,2
AK812_SmicGene8477,22,12,38,34,40,19,11,15,23,11,6,10
AK812_SmicGene8686,220,189,326,244,244,119,54,105,134,35,61,40
AK812_SmicGene8970,36,32,92,66,109,36,34,31,37,6,22,8
AK812_SmicGene9044,96,72,133,249,221,114,44,107,129,54,71,51
AK812_SmicGene916,30,24,35,43,46,24,2,14,13,5,9,8
AKHSDH1,92,63,123,131,143,72,49,92,123,39,48,33
AKHSDH2,69,76,92,93,104,71,12,25,24,5,16,4
AKR1,191,142,269,228,330,138,56,154,244,77,105,38
akr1a1b,66,59,76,71,75,39,21,31,45,23,23,7
AKR2A,263,145,343,269,317,167,237,330,454,153,200,130
AKR2B,87,37,95,80,153,41,45,70,59,15,25,24
AKR4C9,161,103,218,144,170,90,67,101,134,49,58,50
AKT1,253,208,437,275,317,173,47,89,97,49,65,27
AKT5,29,38,60,56,37,30,17,22,56,17,17,23
AL1,200,106,237,185,244,95,76,88,100,43,45,38
ALA3,12,5,18,11,7,9,10,17,36,15,12,7
ALA7,24,25,35,42,32,24,13,14,24,10,15,14
alaS,175,114,241,195,261,93,54,112,126,35,62,43
ALATS,62,68,77,61,43,40,54,57,111,53,66,65
ald,163,144,229,196,196,94,38,85,120,38,62,22
Aldh3a1,272,209,397,587,598,234,133,282,329,109,202,123
ALDH6A1,114,81,107,124,94,58,14,50,68,20,39,23
ALDH8A1,6,5,18,18,12,6,7,2,2,2,3,0
ALDOB,21,33,47,24,31,13,4,11,12,5,8,3
ALG11,635,581,870,804,693,437,79,258,260,115,163,134
alg13,99,49,122,100,125,48,26,38,55,12,33,13
ALKBH3,554,516,866,613,559,416,157,305,427,149,195,133
alkK,172,151,233,221,197,103,88,103,136,53,76,71
ALMA1,175,128,235,149,126,121,75,104,228,82,119,58
ALMA6,86,171,298,181,149,148,47,104,138,51,67,53
ALP1,74,46,113,81,101,51,16,28,32,6,22,15
alr2987,40,38,90,50,69,23,18,34,25,8,16,10
alr3912,31,23,43,38,50,17,6,15,12,3,4,3
ALTA7,19,8,16,11,11,4,11,6,16,2,11,1
Amacr,28,23,35,23,35,13,5,12,8,5,3,2
AMC9,16,6,24,9,20,13,4,2,4,2,1,6
ampD,149,88,248,212,233,108,92,127,161,67,64,86
Ampd2,60,57,85,73,73,49,21,52,70,23,39,28
amt-1,154,136,314,264,295,121,87,119,164,48,79,46
amt-3,345,336,487,399,344,233,73,155,204,83,105,51
AMT1-1,295,235,552,367,478,188,111,190,250,82,142,100
AMT1-2,91,105,255,141,218,56,38,50,43,18,21,7
AMT1-3,400,244,536,327,397,184,107,277,245,80,148,76
amtB,25,20,59,53,58,14,8,21,20,10,15,2
amy,85,101,216,168,162,83,64,112,150,44,57,39
AMY1,207,231,374,350,292,201,105,154,240,86,112,97
AMY1.1,117,90,186,79,78,65,30,42,89,26,29,26
AMY1.2,43,72,160,110,145,41,33,31,23,12,22,26
AMY1.6,68,49,112,39,42,39,15,20,26,6,12,11
amyB,140,120,221,256,195,143,64,97,170,71,90,81
Amyrel,56,40,73,75,87,27,34,32,48,17,20,22
Amz1,115,72,119,103,109,76,36,45,45,23,20,19
AMZ2,51,45,90,89,118,37,24,53,53,19,28,30
AN1805,50,51,78,72,91,43,12,43,52,17,29,10
angel,281,157,380,261,424,162,191,262,273,137,172,118
Ank1,660,517,961,691,864,422,270,406,470,203,264,171
ANK2,877,752,1396,1154,1278,587,454,646,959,342,461,369
ANK3,1415,1181,2349,1996,2140,1045,545,1090,1223,387,554,374
ANKHD1,46,45,102,106,124,53,28,60,82,31,52,15
ANKK1,207,184,353,336,357,164,94,200,269,98,127,114
ankrd1,154,130,275,245,240,140,111,152,164,61,83,48
ANKRD11,26,12,41,23,27,14,2,7,4,2,1,6
Ankrd13c,25,16,45,41,45,28,24,41,65,22,25,22
ANKRD17,674,550,990,887,1031,518,272,495,547,231,293,209
ANKRD28,111,65,115,87,90,70,37,29,30,16,15,13
ANKRD37,22,19,55,25,29,26,24,9,45,15,24,20
ANKRD46,125,53,135,105,143,61,40,60,78,21,36,27
ANKRD50,931,647,1246,1109,1318,597,323,528,693,230,338,227
ankrd52,238,159,279,253,284,126,75,123,157,57,86,63
ankrd54,60,59,114,112,115,52,26,23,25,13,12,5
ANKS1A,76,74,116,133,114,77,44,54,93,36,48,46
Ano10,49,47,78,70,58,47,11,22,10,2,7,4
ANO5,74,69,146,101,87,81,27,67,83,27,46,34
ANO9,25,20,36,34,44,20,17,23,20,13,12,14
ANP2,133,121,261,138,108,115,49,92,153,52,74,49
ANS,23,9,22,13,23,10,4,14,9,3,4,1
ANT1,301,166,400,263,338,137,78,178,170,66,104,85
ANX2,8,17,19,9,11,9,8,15,21,4,5,5
ANXA4,163,212,292,300,256,183,30,103,141,44,61,46
AOX1,6,23,44,16,10,19,10,13,19,5,14,13
AOX1A,103,82,181,312,314,139,64,126,159,53,91,53
ap1b1,16,30,51,39,46,15,14,12,16,5,7,1
ap1g1,76,82,181,190,185,105,44,104,169,56,79,69
AP1M1,21,30,35,30,22,23,7,27,44,7,18,10
AP4M,15,14,32,15,8,8,5,11,24,2,6,4
apdG,172,88,211,151,149,90,80,107,145,56,66,44
apf9,89,86,159,120,105,85,22,46,65,27,45,9
aprA,148,87,159,212,224,99,71,117,177,55,77,75
APUM3,293,194,458,353,472,170,110,161,221,70,109,63
APUM5,210,163,425,208,258,161,202,294,295,108,118,97
APUM6,54,65,127,59,57,57,18,39,58,12,19,12
APX1,161,166,252,185,199,142,21,86,104,22,53,45
APX3,35,25,56,15,18,29,1,3,0,0,0,0
APX5,87,79,148,70,73,40,28,55,99,17,41,6
APX8,89,40,61,74,90,33,25,39,48,18,22,17
APY,57,47,77,40,40,27,19,31,60,14,25,29
AQP1,137,99,212,228,248,110,76,137,180,72,114,63
AQP5,267,231,448,435,544,189,108,188,218,66,105,77
AQPA,18,10,18,18,22,8,8,11,17,7,18,10
aqpB,15,6,22,30,36,14,11,4,16,4,8,5
Aqr,98,80,174,158,183,97,85,77,140,65,84,75
aquIMA,0,0,2,1,0,2,0,1,1,0,1,0
ARB_01444,90,124,248,170,174,80,34,69,106,28,38,44
ARB_02390,64,92,110,126,95,68,39,77,169,59,73,45
ARB_03789,50,34,71,42,44,42,28,51,86,30,42,38
arcA,5,2,13,62,62,16,17,19,31,10,15,13
ARF1,377,194,429,364,467,220,89,164,194,77,123,74
arf3,228,105,283,277,533,166,158,461,352,162,225,127
arf4,596,271,612,402,591,253,102,279,270,108,159,75
arfA,395,150,329,249,254,227,85,206,213,93,124,187
Arfgef1,4,18,43,21,11,16,11,12,27,9,7,3
argF,132,94,156,136,138,81,42,43,82,29,38,33
argG,356,169,480,343,491,187,238,395,370,159,210,121
argH2,1,2,3,8,9,4,2,9,12,2,5,0
argS,69,71,151,106,104,68,25,47,41,17,24,7
ARI11,20,16,19,22,22,11,7,15,30,11,10,3
ARI5,73,42,98,73,89,47,34,58,78,34,33,12
Armc6,3,0,2,1,2,1,4,3,6,1,2,0
aroB',22,7,14,11,31,4,3,3,4,4,3,3
ARP,106,118,165,161,149,98,60,91,138,47,73,60
ARP4,31,34,61,72,78,41,24,42,69,13,19,10
ARP6,56,66,137,41,58,45,13,26,32,10,11,14
ARPC1B,19,19,36,28,40,14,20,22,40,10,17,12
Arsb,482,396,780,759,723,316,194,334,410,138,210,149
arsC,47,54,106,104,108,61,25,55,85,30,49,30
arsH,17,4,31,25,29,7,16,19,31,7,10,3
asah-2,185,148,282,184,228,123,112,168,217,84,117,68
Asb14,1,4,4,4,7,1,3,4,2,0,2,5
ASB2,54,43,92,141,119,60,58,82,99,49,54,48
ASB3,205,217,369,272,242,158,57,111,137,42,64,55
asd,155,91,219,162,257,94,47,122,127,35,62,28
ASK4,218,132,257,239,231,125,73,104,136,42,74,48
aspA,36,45,81,82,68,25,5,3,3,0,0,0
aspC,131,79,260,161,159,85,58,114,143,38,58,35
ASPH,436,244,545,442,490,209,119,207,239,68,121,73
ASPM,197,154,327,192,248,121,69,64,56,38,39,55
Asrgl1,2,1,4,3,7,4,4,1,0,0,0,0
At1g05670,17,12,22,17,22,11,24,34,49,15,15,11
At1g07170,66,34,63,58,71,32,15,28,32,6,4,10
At1g09620,258,236,419,238,223,158,55,101,130,57,77,49
At1g09900,16,17,31,25,44,7,33,21,22,11,12,6
At1g11540,29,16,38,38,43,21,14,9,9,3,4,1
At1g11960,126,122,215,198,174,106,45,76,148,71,78,60
At1g12300,39,31,43,55,34,27,26,47,83,33,43,50
At1g12500,68,65,137,104,105,59,41,46,68,28,59,31
At1g12775,82,46,79,104,103,54,15,29,36,11,22,14
At1g18010,51,38,64,61,71,29,7,10,1,2,6,5
At1g21780,86,88,145,100,106,73,18,47,56,20,37,23
At1g27530,106,52,106,71,88,63,24,49,50,17,37,18
At1g28120,293,253,459,348,330,190,83,191,267,117,136,59
At1g31730,86,85,154,112,95,74,51,97,120,41,35,43
At1g31820,8,6,20,19,15,5,4,1,5,1,1,0
At1g31830,33,51,73,56,61,33,47,23,37,12,18,14
At1g34500,74,46,97,126,152,30,42,72,62,27,41,27
At1g35710,0,2,2,3,0,2,0,1,2,0,3,3
At1g51965,51,71,148,123,116,71,55,59,82,33,42,41
At1g53660,197,119,248,177,208,113,51,96,124,47,60,41
At1g55760,26,21,66,31,40,10,19,23,20,5,10,7
At1g62670,153,156,321,292,273,145,56,81,100,36,57,38
At1g62910,73,35,128,84,128,28,34,50,30,15,12,8
At1g62930,97,94,188,182,187,71,52,75,106,31,53,48
At1g63080,19,12,19,19,26,11,12,12,19,10,11,3
At1g63130,2,0,13,4,10,1,5,2,2,2,3,0
At1g63330,3,1,9,3,6,2,5,3,4,2,4,5
At1g63400,87,56,126,95,139,53,45,65,102,26,53,37
At1g67300,54,60,81,92,86,46,29,46,88,36,33,18
At1g67325,208,112,286,182,314,84,46,117,109,36,57,31
At1g70730,262,246,469,621,571,261,111,166,217,87,108,105
At1g73020,154,180,303,259,210,150,74,118,202,61,92,73
At1g78280,36,21,53,33,59,18,17,22,40,7,23,7
At2g16880,41,36,43,45,58,26,9,15,25,7,12,3
At2g19790,210,75,173,97,167,83,53,95,70,36,57,20
At2g23950,17,13,28,23,26,17,6,4,9,0,7,4
At2g25737,29,12,46,96,120,30,32,31,51,16,10,14
At2g25790,55,64,104,140,115,53,32,58,83,36,52,41
At2g28450,62,44,119,90,103,40,41,80,120,42,43,34
At2g29580,172,101,223,180,219,99,63,152,192,70,89,82
At2g31400,371,305,517,470,508,296,223,296,511,176,237,185
At2g32000,87,58,134,108,115,59,37,35,71,32,34,20
At2g32040,123,64,184,149,174,76,34,59,56,20,28,31
At2g32560,33,55,117,160,145,70,36,91,118,26,47,17
At2g33840,46,33,73,284,268,80,190,512,1217,291,566,256
At2g35920,16,22,39,25,26,15,26,17,18,10,12,6
At2g41451,111,89,184,127,139,108,84,123,193,46,75,77
At2g42005,234,288,457,347,302,208,150,272,328,107,154,92
At2g44920,24,14,40,21,23,12,11,14,18,1,6,21
At2g45640,42,11,31,26,47,8,13,23,15,4,3,3
At3g02090,177,157,255,223,208,154,99,175,273,102,152,106
At3g03300,4,5,4,8,5,4,6,1,5,2,8,1
At3g04130,16,9,11,11,26,3,7,3,5,1,4,0
At3g04760,288,232,386,369,424,185,166,227,303,137,154,84
At3g06920,119,103,162,175,201,71,55,125,185,65,93,64
At3g07100,149,92,184,233,193,103,61,97,183,66,91,96
At3g15020,19,21,46,55,35,22,8,20,33,7,18,13
At3g17800,27,14,51,14,29,10,14,19,16,8,7,7
At3g19950,135,94,162,158,139,70,54,105,118,31,68,52
At3g21360,17,13,33,27,44,24,19,19,47,13,21,4
At3g21620,76,66,128,133,133,67,65,72,116,44,44,23
At3g22470,52,51,76,78,84,31,39,47,58,28,41,19
At3g28040,59,71,126,89,62,47,21,26,57,23,28,23
At3g42180,37,25,51,41,50,28,19,31,71,25,36,36
At3g45870,12,8,35,60,71,23,17,28,18,20,14,12
At3g47120,188,111,241,241,284,145,115,241,328,148,190,66
At3g57810,37,30,51,36,50,24,12,15,15,5,7,2
At3g58530,64,37,73,69,76,50,31,29,45,20,18,21
At3g62310,76,45,115,77,97,49,20,23,23,18,16,9
At3g63330,123,87,200,120,181,63,28,52,67,29,34,20
At4g02900,346,336,572,407,365,269,168,239,336,106,139,89
At4g04670,21,7,27,22,23,12,14,5,2,1,1,1
At4g08455,31,12,43,32,39,15,3,9,10,6,10,1
At4g09760,39,24,33,59,49,29,18,25,42,17,11,16
At4g15470,52,21,62,25,45,13,12,8,9,7,6,8
At4g17486,185,211,414,442,448,226,124,216,318,107,158,113
At4g21250,41,35,64,24,11,28,27,42,62,19,43,35
At4g29530,56,48,84,86,72,41,38,59,81,30,35,42
At4g30220,114,65,132,76,106,45,13,47,36,14,19,12
At4g32390,25,39,61,54,46,31,27,43,74,24,34,7
At4g32640,106,133,236,239,191,140,50,125,225,67,98,90
At4g32950,57,52,92,92,122,50,31,42,55,24,35,33
At4g34450,143,123,269,208,233,83,68,87,120,37,55,31
At4g39280,193,161,295,229,209,168,39,125,173,52,77,33
At5g02860,240,203,317,268,254,183,83,148,208,106,122,59
At5g05820,38,32,58,54,51,26,26,44,55,19,29,16
At5g06550,291,171,284,144,196,126,9,42,13,8,3,9
At5g08180,47,34,53,33,54,23,10,28,36,5,13,10
At5g10020,48,67,155,65,56,37,46,53,84,32,26,48
At5g25050,149,113,236,140,225,89,99,121,134,60,51,44
At5g26710,160,118,223,280,269,137,35,120,187,67,91,42
At5g36290,30,28,52,66,64,35,25,31,44,12,14,7
At5g39980,71,43,66,53,65,33,14,13,19,5,10,4
At5g41170,198,187,359,302,314,127,99,184,217,86,112,65
At5g42310,6,3,7,5,15,4,11,2,4,2,2,0
At5g45370,75,56,126,74,73,40,59,81,127,39,51,47
At5g51130,39,20,38,39,33,18,8,12,19,7,6,5
At5g56900,38,32,51,34,45,19,4,11,16,4,10,7
At5g61990,97,58,154,168,174,53,43,68,100,34,59,30
At5g62930,105,52,99,96,120,43,18,40,48,13,31,15
At5g63440,35,17,57,33,49,17,6,29,22,10,11,4
At5g65000,166,109,176,211,194,109,53,93,126,51,57,27
atad-3,25,32,75,54,47,28,2,13,0,0,1,6
atad3-a,44,23,42,27,39,24,7,1,1,0,2,0
ATAD3B,7,4,15,21,24,9,10,19,33,3,12,11
ATG101,33,25,42,30,39,19,16,21,28,17,23,35
ATG18A,948,769,1280,1137,1097,629,385,720,1022,332,530,322
ATG3,107,79,145,120,119,98,28,72,57,21,26,8
ATG7,57,20,50,79,99,41,37,70,74,22,32,24
ATG8,180,145,280,218,312,169,40,230,276,103,117,67
atg9,960,650,1107,883,981,631,250,585,725,246,323,199
ATL14,100,35,67,85,100,51,21,54,52,21,24,9
ATL41,4,3,4,0,2,1,20,28,60,20,23,15
ATL5,64,31,102,48,85,30,22,35,35,4,11,11
ATL73,84,62,117,96,121,53,32,52,43,13,14,9
ATL79,27,9,24,18,34,12,2,6,8,5,8,1
ATM,127,89,190,164,187,68,53,51,39,15,21,21
ATO,108,105,155,136,159,86,87,124,203,72,102,57
ATP13A4,5,3,10,5,8,3,15,29,69,17,26,11
ATP1A4,86,47,95,123,107,58,19,36,87,30,38,26
ATP5A1,359,292,646,581,593,263,135,210,282,102,152,98
Atp5b,156,119,298,247,289,104,60,99,140,58,72,77
ATP5C1,19,9,34,29,58,5,10,15,15,2,5,5
ATP6V1D,361,191,480,328,548,185,96,276,206,88,104,39
Atp7b,32,18,39,20,25,13,6,12,12,3,5,0
ATP8B1,0,7,22,16,13,8,2,6,11,5,5,3
ATP8B2,157,105,200,236,242,150,84,104,131,50,66,33
ATPAF2,64,16,56,41,78,24,23,27,35,10,19,12
Atpalpha,4,19,38,38,42,25,7,19,34,14,16,4
atpD,52,58,38,43,44,27,23,58,27,44,54,43
atpE,264,134,385,362,637,125,107,256,172,72,98,43
