Gene,Hw1-1a,Hw1-1b,Hw1-1c,Hw2-1a,Hw2-1b,Hw2-1c,Wt1-1a,Wt1-1b,Wt1-1c,Wt2-1a,Wt2-1b,Wt2-1c
AVT4,47,47,67,93,40,34,44,96,35,100,27,36
AY601_4021,30,35,49,62,29,14,35,71,31,73,9,31
AZG1,21,28,25,24,9,4,12,40,10,30,8,14
B''BETA,180,199,207,353,159,155,83,224,91,348,49,76
B3GALT5,10,10,8,5,7,7,1,7,5,8,1,4
B3GLCT,1,12,8,2,2,0,2,10,4,6,0,1
bacA,246,288,347,435,200,190,200,461,239,563,114,178
Bace2,58,58,71,130,50,48,65,115,69,187,36,48
BACOVA_02645,38,55,64,72,39,43,21,32,20,67,8,12
bah,77,76,89,109,76,53,58,130,61,133,38,58
BAK1,0,0,3,6,3,4,1,3,2,1,0,0
bamB,46,54,59,48,40,33,22,51,32,58,19,21
BASS2,39,47,65,80,55,41,22,42,18,46,8,12
BASS4,100,80,102,118,70,52,58,79,50,108,13,25
BB0433,50,35,41,29,16,22,20,28,26,34,12,21
Bbs4,719,723,593,809,269,266,212,447,223,462,124,133
BBS7,74,90,107,126,72,55,28,62,25,125,23,31
BBX19,35,57,64,86,45,35,26,46,29,101,11,20
bcas2,3,2,9,39,34,34,12,23,16,40,3,5
BCAT2,231,246,243,252,126,64,122,231,100,230,66,76
BCE_0519,93,114,158,217,147,92,118,218,113,324,87,122
BCHE,82,101,98,116,72,71,33,50,34,88,20,29
Bckdk,9,11,17,19,17,11,4,7,2,24,4,4
bcp1,10,11,14,30,15,24,14,27,12,36,8,10
BCS1,11,23,26,19,9,3,6,19,9,20,7,7
BDH1,4,3,4,6,1,1,0,5,1,5,0,1
beg,16,10,20,23,9,5,6,14,10,23,5,5
BETAC-AD,92,147,166,170,38,28,39,67,23,85,14,20
BGL1B,8,12,14,15,9,10,19,48,21,28,9,19
bglA,52,61,51,66,28,21,12,19,5,36,3,11
bglB,56,90,146,100,46,34,34,57,23,99,16,37
BGLU42,0,0,1,1,1,0,0,4,3,4,3,1
bglX,43,36,64,72,38,20,23,48,20,75,8,13
bgs1,6,5,10,7,9,2,4,10,3,13,2,9
bgs4,47,57,59,95,32,34,29,54,40,140,12,38
BHLH140,92,126,140,128,41,45,47,105,50,75,18,25
BIG4,83,88,88,139,68,63,64,103,41,109,31,57
bimG,9,11,7,10,6,2,7,7,4,4,0,5
BIO2,12,13,12,12,7,4,2,6,0,6,2,0
bioC,16,6,12,18,11,1,1,6,3,13,2,0
BIP5,310,403,437,640,379,319,364,756,374,778,233,433
bkdA,60,59,77,91,65,43,30,70,47,84,19,23
Bm1_04115,42,43,36,56,22,25,13,29,15,40,10,10
BMH1,70,76,99,145,88,73,77,153,85,178,52,80
BMS1,1790,1591,1179,1251,1340,1136,1054,1293,1206,2350,671,1061
BMY1,44,77,90,88,37,39,39,97,57,108,33,28
BN938_1370,97,90,103,75,47,43,23,25,16,69,6,19
BOB1,77,88,96,80,49,42,39,58,34,87,29,29
bor,3,6,7,16,9,2,3,16,6,8,4,3
bos1,17,16,18,47,18,22,10,19,6,41,10,9
BP80,92,125,145,201,92,67,60,126,48,137,18,47
BPM2,193,208,242,318,179,145,154,317,192,366,98,141
bPT2,262,233,199,436,282,277,208,388,165,397,82,192
bre-4,6,6,8,12,6,6,6,13,3,9,2,2
BRIX1,37,68,79,121,52,55,34,80,58,160,26,36
BRPF1,41,43,43,70,32,26,75,140,54,85,41,69
BRR2C,6,11,14,15,7,9,11,29,15,13,7,5
BSAL_77750,2,7,15,9,3,4,1,0,2,10,2,0
BSL1,28,56,62,63,36,22,24,78,27,80,23,38
bsp6IM,146,113,147,241,127,122,80,202,85,199,41,63
BSPAL1,6,6,7,11,2,2,16,25,12,23,2,11
BSU1,14,16,21,8,7,4,13,35,11,22,9,14
BT_0258,17,26,28,34,24,6,8,10,5,30,9,10
BT4,23,30,26,34,20,17,7,13,6,23,3,5
BTBD2,5,16,16,31,10,7,14,39,26,26,3,11
btbd6a,28,26,37,57,24,13,18,34,26,52,9,18
Btf3,20,35,31,24,14,7,15,33,13,16,5,8
btf3l4,38,16,22,22,17,13,6,11,8,23,7,6
BTU1,183,200,159,217,259,143,125,155,156,336,97,159
BUB3.2,44,22,39,16,23,17,16,45,22,48,5,8
bud20,25,26,38,37,42,23,16,24,14,40,4,13
BUD31,51,66,48,57,44,31,15,41,25,39,15,22
Bug22,106,100,114,126,74,85,34,71,60,161,17,44
BURPS1710b_2304,8,11,9,39,29,24,21,56,29,80,18,10
BXL4,14,37,35,39,9,10,23,53,23,54,18,22
BXL6,119,148,178,181,123,99,377,280,153,354,78,242
bxlB,40,67,87,61,35,26,26,55,27,86,17,20
C1GALT1,26,18,22,24,20,7,10,34,10,30,7,6
C23G10.1,17,30,35,23,17,7,5,9,4,25,2,7
C28H8.4,2,8,7,11,10,8,8,14,6,24,3,4
C42C1.13,142,159,126,152,95,73,48,127,67,143,27,52
Ca-alpha1D,4,6,5,6,9,3,5,8,9,22,8,11
CA14,19,12,16,37,17,14,11,30,14,50,11,19
Cabp1,10,20,28,30,14,23,22,66,40,57,35,47
CAC,45,72,103,114,52,60,76,129,94,240,42,51
CACNA1A,11,21,20,15,18,14,25,44,20,52,19,17
CACNA1B,24,41,49,58,49,23,70,131,78,159,51,54
Cacna1c,235,279,329,389,226,180,119,220,133,489,72,103
CACNA1D,41,62,89,120,57,33,63,125,65,195,28,54
Cacna1e,46,88,97,59,70,32,65,101,68,154,42,46
CACNA1F,27,39,52,43,31,15,33,71,28,83,15,35
Cacna1g,136,185,268,319,171,134,145,303,179,461,120,143
CACNA1H,557,667,818,817,436,430,523,784,485,1419,300,539
CACNA1I,129,182,220,276,149,99,119,246,146,467,81,113
CACNA1S,0,0,0,1,0,0,1,1,1,2,1,3
CACTIN,5,12,10,18,3,2,7,13,6,12,0,11
CAD2,79,124,156,126,48,31,34,86,34,96,18,26
caf1,7,8,13,15,14,3,12,12,10,26,5,8
CAF1-10,14,2,2,4,3,3,3,6,2,0,0,0
cal-1,62,93,105,124,81,63,43,130,76,175,36,55
calA,17,23,41,27,27,16,22,23,22,35,5,11
Calm4,3,5,7,14,5,1,11,26,7,18,6,5
Calml3,3,9,6,10,10,7,26,45,19,40,21,25
Calmodulin,6,15,23,26,8,14,7,9,5,13,2,2
Caln1,45,64,100,79,45,28,30,44,33,112,16,26
CALS5,9,18,34,9,5,5,8,20,16,13,10,8
CAM,91,107,133,217,105,108,94,184,102,266,58,97
CAM1,52,49,68,129,70,37,50,108,63,157,30,43
camD,11,27,19,20,5,7,2,7,2,9,0,4
CAMF1,188,121,141,282,155,169,110,228,121,379,63,83
Camk1g,6,1,1,1,5,1,2,4,5,15,4,4
CAMK2A,6,11,13,10,7,3,7,12,8,31,3,1
Camk4,75,92,113,129,94,59,64,117,49,137,35,51
CAND1,23,36,33,37,17,17,13,28,18,28,7,12
Cant1,15,18,30,51,23,28,34,60,37,80,18,19
Capn1,9,8,7,9,9,9,10,29,12,31,7,10
CAPN15,423,488,611,671,415,284,304,591,258,754,166,271
Capn8,39,64,84,82,60,32,28,38,26,116,13,25
Capn9,2,14,15,16,7,2,14,30,13,25,6,11
carA2,53,58,57,69,40,34,21,42,20,51,14,17
CARNMT1,12,10,20,30,16,14,20,23,17,28,8,11
CARNS1,141,155,208,159,78,58,77,186,70,177,50,87
casA,24,17,27,20,15,10,47,93,50,83,25,33
Caskin1,1,1,3,3,1,2,1,4,8,6,0,0
CASKIN2,107,83,88,124,46,30,54,75,47,95,16,20
CASTOR,127,151,176,199,110,97,87,128,77,244,70,97
CAT1,0,1,1,2,0,0,3,10,0,11,9,8
CAT2,3,6,11,10,8,1,0,2,2,7,0,2
CAT9,7,12,27,28,7,2,7,21,14,23,4,6
CATB,59,124,194,154,67,61,38,110,34,109,28,46
catD,35,55,50,56,29,18,18,41,16,31,8,7
Catsper1,448,483,547,733,423,327,373,675,388,985,218,271
cbg-1,0,3,3,5,4,1,5,10,5,11,1,2
cbh,31,36,60,45,31,19,15,35,16,80,12,16
cbh2,7,8,14,26,5,12,17,15,5,29,6,12
cbhA,51,45,49,49,27,37,28,58,28,67,19,14
cbhB,124,104,82,115,59,51,45,75,29,65,21,40
CBP1,143,167,191,144,66,95,62,154,63,159,22,46
CBP3,4,12,22,20,14,8,16,27,16,34,7,7
CBR1,76,98,122,150,76,81,59,123,65,137,29,36
Cbr3,2,2,2,0,3,0,0,0,2,2,0,0
Cbs,349,411,389,701,348,303,265,501,258,638,139,262
CBSDUF5,26,29,31,54,30,23,11,45,17,39,12,13
CBSDUF7,33,56,73,99,59,36,48,89,39,98,20,55
Cbwd1,182,162,222,320,195,136,225,427,257,537,118,186
CBWD6,4,10,12,13,18,9,14,15,16,27,5,9
CCA1,29,30,38,36,36,18,15,33,19,53,8,11
CCB4,12,18,16,20,8,9,2,11,8,14,4,6
CCC1,53,38,50,92,60,42,32,79,38,223,39,53
CCD1,102,86,95,114,95,62,82,170,111,204,63,99
Ccdc104,13,19,23,35,10,11,5,24,6,21,6,9
ccdc124,35,29,42,59,42,21,17,33,15,66,7,20
CCDC13,68,122,172,130,73,24,126,244,101,163,44,57
ccdc135,0,2,4,1,2,0,4,7,2,0,1,1
Ccdc151,22,19,33,27,12,14,58,85,57,82,25,38
CCDC19,5,5,6,7,5,1,0,4,0,8,1,1
ccdc25,13,19,25,41,19,17,25,48,28,47,13,24
Ccdc38,5,23,28,62,21,13,31,56,38,77,18,19
Ccdc40,3,8,14,17,9,2,9,8,8,22,4,6
Ccdc65,77,82,84,174,104,67,63,162,79,209,48,67
CCNA2,34,40,46,48,21,22,25,67,36,75,24,31
ccp-1,117,128,129,199,89,91,78,151,77,214,53,64
CCR3,32,49,50,51,26,29,21,58,23,71,12,21
CCR4,24,30,41,29,16,13,25,53,37,41,21,28
CCR4-1,29,23,40,77,73,29,22,83,48,154,14,32
CCRP1,75,83,88,130,63,48,66,135,67,143,40,49
CCS1,90,109,96,143,76,76,40,59,33,131,28,28
ccsA,47,70,81,97,40,25,18,51,15,41,10,16
cct-5,31,31,24,39,29,15,7,19,7,31,10,9
cct4,208,199,165,233,118,125,60,142,66,194,47,84
CCT6A,237,194,238,305,187,155,71,132,68,310,41,70
cda1,340,277,252,206,143,133,190,370,175,280,130,200
cdc-14,5,11,5,15,6,4,3,5,3,3,2,1
CDC123,0,1,2,3,2,0,1,4,2,7,1,1
CDC14,65,90,103,121,64,39,29,57,35,130,22,39
Cdc14a,62,87,93,93,36,19,38,86,31,95,19,32
Cdc14b,18,19,26,39,19,12,21,50,30,80,20,32
CDC2,46,63,109,140,87,66,78,169,89,184,55,77
cdc22,29,43,55,62,34,33,23,52,34,65,19,49
CDC25,26,27,28,27,11,17,7,8,6,29,4,5
Cdc27,29,26,54,62,39,23,37,70,35,81,21,34
CDC28,9,6,7,18,7,3,8,9,9,19,4,6
CDC33,57,36,39,71,14,27,36,60,34,66,15,26
CDC73,117,101,124,163,95,70,39,87,46,149,30,41
Cdk1,134,83,65,56,45,56,0,3,1,54,3,6
Cdk10,26,49,37,39,20,16,14,32,9,25,3,5
Cdk2,82,99,110,170,100,74,91,193,93,271,59,92
cdk20,112,106,155,133,91,91,81,131,65,208,38,56
CDKA-1,107,102,125,99,44,35,75,118,62,103,30,63
CDKB2-1,26,28,39,13,11,11,4,10,0,22,1,5
Cdkn3,7,6,6,5,1,1,0,1,1,1,1,0
CDO1,5,9,7,3,0,4,1,4,1,9,4,2
ce2C,18,15,13,19,6,10,7,8,3,12,3,3
Cel,32,36,58,41,32,27,71,136,76,83,31,56
cel3,6,12,23,18,16,5,0,19,8,20,6,6
celB,88,81,111,109,50,45,20,36,24,121,18,26
CELF1,10,3,7,13,11,3,12,16,11,26,7,11
Cep164,60,65,54,69,52,54,15,47,17,97,20,21
cep170b,36,46,59,68,41,29,6,12,3,64,9,14
CEP2,815,823,783,1088,442,381,215,510,213,667,109,215
CES2,16,17,25,18,6,7,2,12,2,11,6,4
CETN3,15,14,16,20,10,5,19,13,9,22,6,1
cfa,22,43,37,96,61,40,31,49,30,92,18,17
CFAP251,29,52,53,61,54,35,32,66,32,95,22,30
cfap36,22,22,31,17,11,10,10,9,12,27,5,1
CFAP44,60,29,35,56,77,37,26,49,24,52,16,36
CFAP46,45,47,51,76,52,55,21,31,18,80,14,19
Cfap57,18,20,23,19,8,7,3,15,8,27,9,11
CFAP65,22,25,43,91,36,27,32,71,32,87,15,22
CFAP74,53,125,137,164,71,68,28,90,37,150,19,29
CFBP1,30,29,46,41,21,19,45,80,51,57,24,39
CG1090,21,32,29,31,12,11,19,49,15,26,13,22
CG11985,46,48,32,58,28,27,6,27,9,39,0,6
CG17486,5,5,2,6,6,3,5,3,2,12,5,7
CG3570,38,34,45,43,30,12,24,49,26,86,5,12
CG4502,84,98,82,100,61,69,34,74,32,143,9,28
CG5038,2,7,4,15,21,8,10,22,13,22,7,4
CG6353,8,11,3,13,8,4,7,13,13,22,4,6
CG7280,170,228,307,364,187,146,149,323,151,376,98,154
CGI_10006889,6,10,13,32,11,10,13,21,14,15,8,12
CGI_10009638,8,4,3,5,3,1,5,14,11,5,5,5
cgt,79,94,112,144,74,42,56,99,40,109,28,37
Ch25h,7,20,19,37,20,16,17,34,32,43,8,7
Chc,9,9,15,11,6,10,6,7,3,9,4,1
Chdh,46,51,72,72,32,19,24,43,16,45,9,18
Chek2,18,25,36,46,37,24,20,63,34,82,12,21
cheR,5,9,15,39,14,17,16,29,6,61,8,12
CHERP,22,28,29,35,15,21,7,26,6,17,1,5
CHIA,52,55,61,41,22,8,15,36,13,20,10,9
CHISP_0473,8,9,17,9,4,3,8,16,6,22,9,3
chk1,2,3,4,4,5,2,4,9,5,11,3,10
CHL1,0,5,4,0,1,2,14,32,11,5,1,7
CHLP,672,593,588,831,469,453,319,610,332,669,188,271
CHLREDRAFT_128420,50,61,84,150,77,47,67,153,84,209,46,61
CHLREDRAFT_190403,22,33,35,35,8,9,7,14,7,38,3,2
CHLREDRAFT_194276,7,10,13,14,8,10,6,7,11,24,4,8
CHR23,8,16,11,17,6,5,4,8,5,24,5,2
CHR24,23,13,19,44,24,19,9,15,7,46,3,3
Chro.40360,335,371,267,438,242,268,228,319,261,580,148,124
cid1,1,4,1,2,7,1,3,9,7,12,0,5
cid16,102,142,144,102,31,35,43,96,27,63,25,35
CIP111,3,2,5,5,5,1,6,3,7,6,4,5
CIPK11,1,0,0,0,0,1,1,9,5,5,0,6
CIPK20,52,73,91,105,58,36,39,58,31,90,20,29
CIPK28,21,25,34,44,15,11,19,56,23,31,6,6
CIPK7,57,61,69,105,64,57,49,96,77,173,47,47
CKA4,199,154,174,264,158,140,99,209,122,343,68,98
CKB1,53,52,63,46,41,25,12,31,17,57,9,8
CKL8,33,60,77,108,59,49,49,74,41,129,26,18
CKMT2,3,12,12,25,22,7,5,19,5,23,2,12
cks-1,7,6,4,8,4,8,4,11,8,14,1,0
CLA4,158,189,192,209,98,115,74,163,68,238,50,61
Clasp1,6,21,17,20,9,4,5,15,3,16,1,2
CLC-B,45,59,79,34,28,15,22,43,23,57,12,21
CLC-E,126,176,250,284,149,112,77,170,97,251,35,65
clcA,64,86,95,117,71,51,84,161,67,138,56,62
clcC,31,60,72,60,29,29,18,44,18,37,17,18
CLCN1,46,58,44,65,27,23,12,26,5,31,7,11
CLCN5,2,3,7,3,2,1,14,27,11,15,5,12
Clcn7,54,57,79,61,24,25,23,56,30,48,12,15
Clip1,114,83,97,209,170,132,58,144,74,256,34,73
Clk1,58,44,38,53,32,22,23,29,24,73,12,13
CLMP1,192,181,215,233,172,146,116,215,104,281,58,74
clpB,25,35,46,47,24,16,22,36,20,47,9,14
CLPB1,106,151,195,268,73,45,119,232,65,168,60,80
clpC,206,229,288,337,179,157,136,267,119,347,63,120
clpP,75,105,81,118,47,37,40,95,35,91,22,30
clpP2,38,60,78,87,34,45,40,88,28,68,18,34
clpR,19,52,71,83,58,36,44,71,44,77,19,28
clpS,55,27,33,40,27,26,10,26,12,40,5,12
clpX,5,11,14,13,8,10,15,26,9,28,3,12
cls1,57,82,93,100,39,46,36,77,33,124,14,34
CLT2,9,8,14,18,8,11,6,12,6,18,3,6
cmd-1,55,38,63,81,47,36,15,21,16,63,3,13
CMD1,76,99,83,146,74,81,61,122,76,238,51,66
cmk-1,30,26,26,30,21,16,15,26,14,37,4,9
cmkA,98,107,109,138,69,55,42,108,57,122,30,38
CML12,91,142,177,199,75,63,96,194,82,261,48,72
CML13,64,70,102,131,93,48,60,111,69,205,45,55
CML16,94,114,137,159,89,72,68,172,90,256,51,77
CML18,53,58,72,148,85,92,54,106,55,203,31,52
CML6,31,24,33,32,19,15,21,37,20,48,8,13
CML8,246,330,450,520,273,241,182,421,211,549,135,200
cmpk,4,7,8,4,4,6,3,20,5,6,4,8
cmpk1,19,15,13,15,3,3,19,36,22,18,10,9
CngA,25,24,41,30,15,6,3,10,3,44,8,12
CNGA1,9,8,16,36,21,13,20,23,24,97,15,17
CNGA3,77,120,130,138,75,45,59,111,57,167,28,40
CNJC,122,72,78,67,52,38,35,64,29,46,17,37
CNN3,111,142,171,141,87,74,108,253,110,208,58,78
cnnm4,48,42,55,94,46,36,41,109,57,128,38,33
cnot1,9,14,15,16,17,12,16,36,16,36,7,11
Cnot10,164,174,179,178,134,106,46,106,48,247,31,74
cnot11,54,38,49,71,27,30,33,75,28,84,13,39
Cnot4,46,65,90,75,43,34,27,60,38,96,20,21
CNR10,90,118,126,134,73,59,74,163,95,147,40,72
coaE,6,7,5,15,8,4,10,14,5,17,2,2
cobB,49,38,33,38,22,21,22,58,14,39,13,19
cobB2,48,58,48,56,36,33,19,46,31,54,13,15
cocE,6,7,12,16,9,5,4,9,4,14,2,3
cof,2,0,5,38,27,11,9,21,14,44,10,13
cofF,5,9,9,16,9,13,13,13,7,12,4,5
cofG,0,0,0,0,0,3,14,24,11,2,0,0
Cog5,134,107,87,125,71,93,22,38,21,94,32,35
COL6A2,17,43,47,27,18,19,25,52,41,72,21,34
comEB,10,5,6,11,4,4,2,1,3,6,2,1
COMT,153,209,262,273,149,118,120,271,153,336,83,106
copA,34,27,39,37,18,15,10,13,4,29,10,4
copb,38,42,50,61,52,29,28,67,43,93,23,30
Copb2,133,176,251,294,187,155,131,263,146,319,84,126
COQ11,439,322,286,303,187,163,95,137,97,179,38,64
cox1/2,115,125,117,144,65,63,14,45,33,93,21,23
COX11,83,146,143,204,73,59,45,126,46,107,30,62
CP3,67,76,61,51,17,17,29,44,22,43,15,21
cpar-1,17,20,36,17,17,13,4,11,5,11,4,7
CPE0231,46,42,72,70,29,18,16,41,16,61,9,14
CPK1,143,215,254,286,174,117,188,324,161,404,112,141
CPK15,40,35,33,59,31,32,38,65,45,83,21,38
CPK16,78,60,77,75,51,59,29,62,30,53,14,23
CPK17,40,67,54,70,24,33,10,33,12,87,8,13
CPK19,85,114,98,223,131,158,61,172,107,342,46,51
CPK2,749,899,1140,1427,775,561,514,944,593,1693,317,553
CPK25,33,34,32,40,20,15,22,63,33,52,15,20
CPK26,11,24,34,44,27,18,20,35,13,63,13,22
CPK3,56,79,121,215,115,99,81,152,91,294,38,53
CPK34,7,19,17,15,6,3,26,54,25,30,16,28
CPK4,46,95,112,139,57,49,76,134,65,180,40,49
CPK7,10,19,39,31,13,12,33,48,26,43,19,27
CPK8,0,2,0,3,1,3,3,6,2,0,0,1
CPN60I,23,19,23,35,14,12,14,42,18,49,7,16
CPPED1,94,124,126,100,71,63,40,75,47,96,2,3
cpr-1,110,129,132,83,63,61,94,175,122,160,44,72
cpr-5,2,1,1,1,1,1,0,2,0,2,0,0
cpr-c2,18,23,41,29,21,8,11,12,2,28,2,2
cprA,20,21,47,31,11,13,72,111,60,123,49,64
cprG,10,11,6,10,4,7,12,22,5,10,3,10
cpsf3,10,16,15,24,14,11,14,14,9,13,3,6
CPSF30,49,60,54,43,33,19,11,53,35,65,6,13
cpsf5,7,10,18,7,14,2,11,39,11,27,9,10
cpt,14,16,19,33,13,11,10,28,23,53,12,15
CPX1,40,33,38,102,56,59,66,86,59,117,24,51
cr-1,60,60,93,113,64,37,70,126,62,150,42,69
CRBN,100,167,169,134,78,63,76,130,54,132,32,56
CRK,17,15,33,26,11,4,6,16,10,24,3,6
CRK1,79,76,66,67,37,33,25,65,29,82,18,19
CRK2,65,50,57,68,44,39,26,45,41,131,13,20
CRK6,7,19,22,18,7,10,5,11,5,22,2,4
CRMB1,9,29,39,44,15,11,40,58,29,110,15,20
crop,50,50,92,77,43,13,28,36,16,49,8,12
crp-46,58,42,56,49,22,16,6,15,5,22,4,7
crt,12,9,20,27,10,5,2,10,1,7,0,2
CRTISO1,97,96,102,135,71,41,56,93,64,151,23,37
CRTISO2,115,116,99,143,75,61,50,74,33,100,19,24
crtp1,23,30,51,58,28,10,41,52,45,66,15,23
crtp3,9,5,5,6,5,0,7,12,4,9,1,2
cry,14,17,26,22,13,11,33,60,18,28,6,9
cry-dash,17,21,21,70,51,35,5,12,3,39,6,5
CRYZ,0,0,0,0,0,0,7,13,9,5,0,1
CSB,70,86,128,95,66,44,34,102,34,143,33,49
csd,215,206,226,251,115,117,111,253,115,237,41,94
CSDE1,16,23,23,33,14,19,21,32,12,26,9,14
CSE,43,48,63,80,47,28,43,91,49,68,16,39
CSH1,8,7,17,20,6,2,5,6,4,5,1,3
cshE,141,138,149,180,88,76,50,101,26,90,19,35
CSM3,102,114,106,161,83,110,35,97,48,171,14,37
CSNK1A1,58,81,94,77,31,40,16,53,33,82,22,32
CSP41A,15,17,28,25,12,9,17,40,19,25,9,20
CSP41B,22,24,38,46,19,22,33,79,44,56,15,43
cspA,48,57,69,88,39,22,34,42,19,51,12,10
cspE,10,18,15,18,6,3,2,5,6,4,0,2
cspLB,144,153,198,241,175,143,112,198,108,281,50,115
Cstb,19,22,20,23,18,13,3,14,3,18,0,6
Cstf2t,39,44,44,58,38,23,21,44,15,27,10,17
CSTF77,93,111,141,143,38,48,34,72,39,106,32,25
CTDSPL2,8,13,17,23,16,10,23,43,18,47,23,15
ctdspl2-b,89,149,152,180,79,90,46,137,72,210,36,51
CTHT_0041970.1,19,37,38,40,32,28,11,30,18,38,2,15
CTNNBL1,12,7,29,51,25,10,19,29,14,37,8,21
Ctob_000786,6,13,17,5,6,6,14,21,17,24,9,17
Ctob_001722,0,0,0,0,0,0,1,5,1,0,6,3
Ctob_005833,62,52,55,60,31,25,14,37,15,24,7,9
Ctob_010821,90,75,127,105,59,31,44,89,50,108,26,39
Ctob_012858,14,21,38,19,9,9,13,22,25,26,8,12
Ctob_015318,9,17,15,20,13,6,8,17,14,33,6,11
CTSB,153,209,250,255,133,104,78,167,85,239,51,78
ctsd,117,176,281,269,134,105,81,142,79,227,37,86
CTSE,446,470,607,611,308,282,212,432,191,594,101,162
Ctsz,76,52,70,70,65,47,12,31,14,76,14,11
CTTNBP2,14,9,12,26,8,8,0,6,0,10,2,4
cul-3,5,6,10,13,6,4,7,22,6,30,5,9
CUL3A,27,34,40,45,27,15,18,67,32,94,17,15
CUL3B,5,7,12,20,9,10,2,19,7,10,2,9
cwc2,12,9,14,20,15,6,10,24,10,20,5,8
CWC27,13,24,34,98,56,27,40,74,36,97,11,10
cya,105,155,206,241,142,101,170,396,216,502,135,175
cya1,19,39,39,48,29,20,47,73,32,95,23,33
cyaA,68,67,64,76,39,47,82,140,96,131,29,56
CYB2,12,22,22,20,22,16,15,41,21,36,11,22
CYB5D1,54,72,70,62,24,20,16,31,16,45,9,8
cyb5r1,0,1,0,9,4,2,2,10,1,6,0,6
cyb5r2,190,289,326,413,233,197,170,377,143,481,76,152
Cyb5r4,10,9,10,14,15,12,9,20,12,35,7,14
CYCU4-1,71,56,61,68,53,24,23,56,30,65,21,28
cyn-7,17,18,18,40,12,11,22,22,7,16,10,12
CYP-1,58,75,75,93,36,43,33,76,26,82,16,21
CYP10,89,66,77,113,75,63,31,66,35,105,10,27
cyp120,32,50,58,68,35,28,28,28,27,48,5,10
cyp144,21,22,25,21,13,8,17,30,18,22,9,15
CYP19-2,45,51,55,65,29,29,18,53,24,67,8,23
CYP19-3,66,70,74,134,82,77,39,80,43,136,27,31
CYP24A1,14,13,33,17,10,3,15,24,8,25,2,6
CYP27A1,316,262,323,320,133,169,104,222,104,307,60,83
CYP3,36,46,37,69,24,16,9,25,12,28,4,3
CYP38,4,6,16,17,5,3,10,17,14,26,13,12
CYP40,79,123,131,153,74,72,32,118,38,151,22,28
CYP4C21,17,30,35,35,24,16,11,31,15,62,5,6
cyp5,179,186,231,252,128,119,87,160,98,258,37,59
CYP505,108,71,107,68,45,37,36,54,27,90,17,32
CYP71,64,71,73,112,66,59,53,66,41,94,24,48
CYP76B6,67,41,32,84,43,54,42,62,62,73,29,44
CYP94A1,32,31,29,42,18,17,11,11,7,33,11,7
CYP97A3,8,16,22,15,11,8,3,10,6,12,0,4
cys12,5,8,10,5,1,5,7,12,3,15,4,8
cysA,29,29,49,56,25,22,17,31,11,52,11,17
cysK,35,47,41,76,34,40,26,36,15,44,10,16
Cyt-b5,447,510,548,759,394,384,290,627,282,663,170,296
CYTB5-D,140,114,140,129,76,61,87,115,82,163,42,52
D27,190,156,162,160,113,99,74,129,92,227,50,68
d2hgdh,61,55,61,74,45,27,15,43,17,37,6,14
D7OMT,0,0,0,5,0,0,0,2,5,3,1,0
dadA,6,20,27,44,18,16,15,33,19,82,9,19
daf-36,46,52,46,37,21,20,10,34,18,32,1,7
Dagla,85,79,98,99,65,45,47,86,49,155,26,40
dap4,45,51,67,69,47,36,33,75,34,85,20,23
DAPB2,82,66,44,83,38,39,31,46,26,54,6,12
Dapk1,51,50,47,47,23,24,9,15,7,28,5,13
davT,94,104,134,178,80,65,95,197,97,252,57,86
daw1,87,80,84,69,56,66,24,43,52,128,19,20
dbo,4,8,10,7,4,7,7,15,6,20,3,2
DBP2,189,175,173,380,194,143,87,205,82,236,48,85
dbp9,36,73,105,119,65,42,43,98,50,138,30,32
dcakd,8,3,1,18,9,5,5,12,5,13,1,4
dcd2A,13,25,31,15,22,8,8,17,7,18,5,5
DCL2B,12,17,28,27,18,11,11,33,5,39,11,21
DCP5,99,93,128,149,83,70,69,152,71,185,52,46
Dcps,26,31,30,21,12,9,7,8,2,17,6,4
DCUN1D2,5,9,9,14,15,11,11,13,8,34,7,8
DCXR,27,29,27,26,24,18,11,27,8,34,6,6
DD3-3,515,538,617,650,324,411,318,712,298,777,256,428
ddaC,95,123,105,202,80,84,75,115,65,166,34,67
ddaD,3,8,10,15,9,7,4,13,7,12,3,6
ddaF,76,47,54,113,65,58,32,67,39,104,28,41
DDB_G0267514,10,21,30,33,11,14,10,37,24,25,12,17
DDB_G0267588,1,0,3,2,0,0,4,4,1,3,3,3
DDB_G0269722,45,59,51,84,48,36,30,58,16,62,9,19
DDB_G0269880,141,171,164,297,131,153,91,187,108,228,71,108
DDB_G0270104,1,8,11,3,0,1,0,1,0,10,0,1
DDB_G0271682,16,23,22,38,27,7,20,73,26,65,16,15
DDB_G0272544,0,0,3,1,0,1,2,9,5,7,5,9
DDB_G0273199,69,97,117,126,43,35,117,226,133,159,59,73
DDB_G0274201,13,22,11,16,7,9,6,4,2,21,2,3
DDB_G0274251,43,40,22,60,40,43,47,54,39,96,16,27
DDB_G0274527,11,30,41,50,26,14,11,18,9,57,7,3
DDB_G0275025,318,248,247,339,229,165,109,187,121,402,51,104
DDB_G0275057,76,88,101,70,50,42,15,26,17,79,13,27
DDB_G0276461,194,229,289,393,205,179,168,307,152,503,97,140
DDB_G0279405,75,89,76,97,63,49,30,101,35,88,15,15
DDB_G0283913,202,193,207,296,178,123,148,298,157,356,92,153
