gene,logP
pdam_00000413,-2.12942957634114
pdam_00000417,0.309380115740984
pdam_00000418,-0.371759066211246
pdam_00000419,0.146420755785177
pdam_00000421,-1.02181891685121
pdam_00000422,-0.491526164179427
pdam_00000424,0.120961502243376
pdam_00000425,0.578381706246734
pdam_00000426,0.00162649227565379
pdam_00000427,-0.26441838442087
pdam_00000428,-0.05330876391961
pdam_00000429,-0.213006292545415
pdam_00000430,-0.084185576772742
pdam_00000431,-1.30546693979951
pdam_00000432,-0.482691945087268
pdam_00000435,0.108473225879993
pdam_00000437,0.127250505527336
pdam_00000438,0.326220245549351
pdam_00000440,-1.09173058173235
pdam_00000441,-0.293562197125168
pdam_00000443,-1.08806641497898
pdam_00000444,0.271416158376612
pdam_00000445,0.488007912906979
pdam_00000446,1.8170335338428
pdam_00000447,1.58604195310621
pdam_00000448,0.0483988462641617
pdam_00000449,-0.238629890416124
pdam_00000451,0.240252214495571
pdam_00000452,-0.953898066553533
pdam_00000453,-0.403933143380271
pdam_00000454,1.9864717125722
pdam_00000455,0.402945267616649
pdam_00000457,-0.351724715488561
pdam_00000458,0.316372894278412
pdam_00000459,-0.813279403933684
pdam_00000460,1.29412083584162
pdam_00000462,1.02114901361753
pdam_00000463,0.909819152775002
pdam_00000464,0.382630810793889
pdam_00000465,-0.298084927878895
pdam_00000466,-2.95711043394395
pdam_00000467,-0.846897846969952
pdam_00000473,0.514575617692658
pdam_00000474,-0.323991729857766
pdam_00000475,-2.15054559510027
pdam_00000477,-0.742986719263284
pdam_00000479,-1.3603613702032
pdam_00000480,-0.430620221687728
pdam_00000481,0.384459331287101
pdam_00000490,-0.232228074474826
pdam_00000491,-0.0269702208042184
pdam_00000492,-0.0130936500321441
pdam_00000493,-0.199202374386554
pdam_00000494,-0.00371320782542088
pdam_00000495,-0.228230971212786
pdam_00000496,0.282536855316794
pdam_00000497,-0.0851363516316792
pdam_00000498,-2.50403819017405
pdam_00000500,-0.29456934440102
pdam_00000501,0.0509430788794696
pdam_00000502,-0.0855399085369189
pdam_00000503,-2.23881084803988
pdam_00000504,0.137231094095851
pdam_00000505,-0.235426092530071
pdam_00000506,1.08172219733482
pdam_00000507,0.548787860966449
pdam_00000508,-0.24653027318194
pdam_00000509,-0.317668935800689
pdam_00000510,-0.641257901060472
pdam_00000511,1.05255856528249
pdam_00000512,-1.1910852088773
pdam_00000513,0.0953659855480086
pdam_00000514,-0.374453215800292
pdam_00000515,-0.199927454988901
pdam_00000517,-0.206419724260911
pdam_00000518,-0.214785345205539
pdam_00000519,0.234004324044692
pdam_00000520,-0.707277562185999
pdam_00000521,-0.637089623126141
pdam_00000522,-0.308613138325491
pdam_00000523,0.507066816951481
pdam_00000524,0.376427050138358
pdam_00000525,0.573508782548436
pdam_00000527,5.26784043459954
pdam_00000528,0.604887460259502
pdam_00000529,-1.18312455165234
pdam_00000530,0.257202269896593
pdam_00000531,-0.706190327394753
pdam_00000532,-0.54505269223786
pdam_00000534,0.133044764937921
pdam_00000535,-0.0410770997880773
pdam_00000536,1.04895777952321
pdam_00000537,0.759163884188064
pdam_00000538,0.0742337742118483
pdam_00000539,-1.33637666858053
pdam_00000540,0.0868977855941075
pdam_00000542,0.447708602818538
pdam_00000543,0.448754260895007
pdam_00000544,-0.104310113533151
pdam_00000545,-0.0273350220721884
pdam_00000546,0.15113677521841
pdam_00000547,-0.532031185665578
pdam_00000548,-0.291182143136296
pdam_00000550,0.125538959729497
pdam_00000551,-0.270008768490392
pdam_00000552,-0.233071011537953
pdam_00000553,0.605516109611917
pdam_00000554,-1.328972208815
pdam_00000555,-1.67742915872122
pdam_00000556,-0.580704389844913
pdam_00000557,0.0390895813860373
pdam_00000558,-0.424369873988618
pdam_00000559,0.459757412420049
pdam_00000560,-0.797436011354697
pdam_00000561,-1.69064072599866
pdam_00000562,-0.235096076363072
pdam_00000563,NA
pdam_00000564,-0.483175073710894
pdam_00000565,0.0260909677052592
pdam_00000566,0.176423743679993
pdam_00000567,-0.431806588021472
pdam_00000568,3.02170237194452
pdam_00000569,0.770889180989402
pdam_00000570,0.0659480893074287
pdam_00000571,-0.285629139334556
pdam_00000572,-1.24181787610954
pdam_00000573,-0.349134258715327
pdam_00000574,0.764778150711087
pdam_00000575,-0.0644918262587835
pdam_00000576,-0.253880208587254
pdam_00000577,0.38220706247714
pdam_00000578,-0.192398489720838
pdam_00000579,-0.641917937376829
pdam_00000580,-0.838966893747803
pdam_00000581,-0.525933029783362
pdam_00000582,0.974534258166246
pdam_00000583,-0.522028576033843
pdam_00000584,-0.100250281480747
pdam_00000585,-2.37450073854333
pdam_00000586,-1.04600715473131
pdam_00000587,-0.609720454429623
pdam_00000588,-0.1243212498883
pdam_00000589,-0.483749726677778
pdam_00000590,-0.56458248431783
pdam_00000591,0.544835883018323
pdam_00000592,1.29293436090391
pdam_00000593,-0.431953334702883
pdam_00000594,-5.41937399304311
pdam_00000595,1.75438783864354
pdam_00000596,0.0506517492621946
pdam_00000597,0.609706936646583
pdam_00000598,1.12289810910659
pdam_00000599,0.0535973369298004
pdam_00000600,-0.76446069671749
pdam_00000601,0.155941040604634
pdam_00000602,-1.22652799919419
pdam_00000603,0.393464972809201
pdam_00000604,-0.329948194923981
pdam_00000605,1.19708770407951
pdam_00000606,0.147362366053193
pdam_00000607,-0.754582270713183
pdam_00000608,0.396520353329595
pdam_00000609,-0.19407434421949
pdam_00000612,1.83238259375075
pdam_00000613,-0.605564092196448
pdam_00000614,-0.309403488966944
pdam_00000615,-0.0123961774016462
pdam_00000616,0.459720067655072
pdam_00000617,0.497533655892865
pdam_00000618,-0.485699120531116
pdam_00000619,0.105240387232164
pdam_00000620,0.0989903783347651
pdam_00000621,0.159516918197958
pdam_00000622,0.851754198571803
pdam_00000623,0.973443982306011
pdam_00000624,0.0586015081972234
pdam_00000625,-2.80375152212824
pdam_00000626,2.22504317681393
pdam_00000628,0.135253202339654
pdam_00000629,-0.0585393639345851
pdam_00000630,0.101868152409228
pdam_00000631,-0.168458243544347
pdam_00000632,0.133558990069572
pdam_00000633,-0.0680574264682377
pdam_00000634,0.192978602072135
pdam_00000635,0.073001541685935
pdam_00000636,1.93520128901773
pdam_00000637,-2.68942789992206
pdam_00000638,1.56978636199136
pdam_00000639,-0.211532506201686
pdam_00000640,0.237375264908401
pdam_00000642,-0.460386138116778
pdam_00000643,-0.387218520372467
pdam_00000644,0.506783700737104
pdam_00000645,-1.44494961107301
pdam_00000646,-0.168587236012636
pdam_00000647,-1.4350830848312
pdam_00000648,-0.858530792340102
pdam_00000649,-0.419253798625439
pdam_00000650,-0.178961621805221
pdam_00000651,-0.357229143924536
pdam_00000652,-0.160003450358878
pdam_00000653,0.36247052654829
pdam_00000654,0.955238313312624
pdam_00000655,-0.51714892871127
pdam_00000656,0.576156871511081
pdam_00000657,-0.577943650043655
pdam_00000658,-0.354062983604782
pdam_00000659,1.09806310101953
pdam_00000660,0.586988358803923
pdam_00000661,-0.674385458395078
pdam_00000663,0.0352035901403161
pdam_00000664,0.569693616834721
pdam_00000665,0.051912498442878
pdam_00000666,-0.0921784620546118
pdam_00000667,1.42553881004906
pdam_00000668,-0.0780732965515624
pdam_00000670,1.75030313012723
pdam_00000671,-0.626957034246951
pdam_00000672,0.207439651123234
pdam_00000674,0.646082092601182
pdam_00000675,-1.15376815548074
pdam_00000676,0.000993241812185737
pdam_00000677,-0.181715912811671
pdam_00000678,NA
pdam_00000679,0.64637595735265
pdam_00000680,3.07306172938195
pdam_00000681,-1.32606778926859
pdam_00000682,-1.63716234405935
pdam_00000683,-1.47819371422569
pdam_00000684,-1.88635304594351
pdam_00000686,0.104137371177785
pdam_00000687,-1.44464064444683
pdam_00000688,1.88579539812505
pdam_00000689,-0.935035704887642
pdam_00000690,-0.464826982235256
pdam_00000691,-0.949102602954725
pdam_00000692,-0.395503384321208
pdam_00000693,1.48502794571932
pdam_00000695,1.22788775248717
pdam_00000696,0.133524547500707
pdam_00000697,1.1267337697687
pdam_00000698,-0.837511811458647
pdam_00000699,0.538364008412284
pdam_00000700,1.14257554752469
pdam_00000701,-2.38036781024073
pdam_00000702,-0.201540411341052
pdam_00000703,-0.356951138987748
pdam_00000704,-0.415291746216755
pdam_00000705,-0.234531437595661
pdam_00000706,-0.169754541733595
pdam_00000707,-0.376397694578847
pdam_00000708,0.808854759601946
pdam_00000709,1.9967351515039
pdam_00000710,3.10283480466403
pdam_00000711,-0.913019445866936
pdam_00000712,0.301441390967776
pdam_00000713,-0.0732476344083009
pdam_00000714,0.71932905453874
pdam_00000717,0.523672589737232
pdam_00000718,0.172173679235697
pdam_00000719,1.21227417082895
pdam_00000720,0.977074940814024
pdam_00000721,-1.14096866777604
pdam_00000722,-0.566594756207337
pdam_00000723,-0.0696022147217899
pdam_00000724,-0.378052257909057
pdam_00000725,0.515700376088648
pdam_00000726,-0.0377845045126318
pdam_00000727,0.108769511376943
pdam_00000728,0.472251052562179
pdam_00000730,-0.0398579300917501
pdam_00000731,0.206228127833512
pdam_00000732,11.5592634264176
pdam_00000733,-0.0309306994850136
pdam_00000734,0.742147224247618
pdam_00000735,0.0450448373830652
pdam_00000736,-1.12357165801685
pdam_00000737,0.171170443627928
pdam_00000738,1.80963980165546
pdam_00000739,-0.388047177006225
pdam_00000740,-0.71479282740473
pdam_00000741,0.0630294186694721
pdam_00000742,-0.9514799584727
pdam_00000743,1.16371202481817
pdam_00000745,0.488594702030826
pdam_00000746,1.90360567218531
pdam_00000747,0.508211689124201
pdam_00000748,-0.336597825182033
pdam_00000749,-0.131783099294539
pdam_00000750,-0.390307379879598
pdam_00000751,0.0593497420603871
pdam_00000752,0.109575111239234
pdam_00000754,-0.214169174324065
pdam_00000755,2.16749026821203
pdam_00000756,4.5025603961759
pdam_00000757,-1.16195755014261
pdam_00000758,-2.63793625324886
pdam_00000759,-0.107932320647339
pdam_00000760,-0.025754178915586
pdam_00000761,-0.683709899565105
pdam_00000762,-0.931232694865313
pdam_00000763,7.01221720748823
pdam_00000765,0.692460669788966
pdam_00000766,0.0263091515437309
pdam_00000767,1.59794922741554
pdam_00000768,-0.165812706861053
pdam_00000769,1.76126545019663
pdam_00000771,-0.45107150853586
pdam_00000772,0.461874188494628
pdam_00000773,0.0492763986380827
pdam_00000774,0.096300254614431
pdam_00000776,0.0483973464712218
pdam_00000777,-1.82484517127072
pdam_00000778,-0.0639679548079437
pdam_00000779,-0.20863706875529
pdam_00000780,0.234382065674902
pdam_00000781,-0.429614997114922
pdam_00000782,-0.173205058097145
pdam_00000783,-2.60855618135052
pdam_00000785,-0.460306069237981
pdam_00000786,0.436105527969228
pdam_00000787,3.15633196192956
pdam_00000788,-0.636606334690086
pdam_00000789,-0.273311902065539
pdam_00000790,0.186095834376298
pdam_00000791,1.17852728868554
pdam_00000794,-0.211346706691045
pdam_00000795,0.829353018404894
pdam_00000796,-1.6350555772788
pdam_00000797,-0.36670760409809
pdam_00000798,0.622209100989186
pdam_00000799,2.22649403224515
pdam_00000800,-0.0250708092182938
pdam_00000803,0.103857643500941
pdam_00000804,-0.277903912964837
pdam_00000805,-0.857711451327935
pdam_00000806,-0.0922294943682643
pdam_00000807,-1.12487011515405
pdam_00000808,1.36595233890188
pdam_00000809,0.510687115770044
pdam_00000811,0.0331301121272325
pdam_00000812,0.120607424924333
pdam_00000813,0.202699922509684
pdam_00000814,-2.78793654880402
pdam_00000815,1.00787509277418
pdam_00000816,0.756473535840256
pdam_00000817,0.176806361996614
pdam_00000818,1.30881618159514
pdam_00000819,0.982457005265584
pdam_00000820,-0.768255715291988
pdam_00000821,1.18537058308559
pdam_00000822,1.79948819621228
pdam_00000823,-0.333448714431561
pdam_00000824,-1.40390740625582
pdam_00000825,0.351264314785249
pdam_00000826,0.719101896497926
pdam_00000827,6.15100908903136
pdam_00000828,-0.131012183986997
pdam_00000829,-0.436378437644993
pdam_00000830,0.0942617454462503
pdam_00000831,1.03115263863036
pdam_00000832,-0.39107206106652
pdam_00000833,1.8940829649468
pdam_00000834,0.413753368954042
pdam_00000835,-0.684837404459345
pdam_00000836,0.489583977353112
pdam_00000837,-0.966999741955321
pdam_00000838,0.229345290487951
pdam_00000839,0.0299680398050249
pdam_00000840,-0.855697231579535
pdam_00000841,0.863928809547244
pdam_00000842,-0.0249092328680623
pdam_00000843,-0.0200248156298634
pdam_00000844,0.301727977125514
pdam_00000845,-0.353609893336742
pdam_00000846,0.437905938426952
pdam_00000847,-0.647548482454936
pdam_00000848,-0.164162215767709
pdam_00000849,-1.21105110837745
pdam_00000851,1.25326442375108
pdam_00000852,0.52404139676752
pdam_00000853,1.56214070635584
pdam_00000854,0.252514838220393
pdam_00000855,5.4142661190171
pdam_00000856,-0.491581637081898
pdam_00000858,0.000937845968057083
pdam_00000860,1.17515038110792
pdam_00000861,1.48536612701868
pdam_00000862,0.0656579893328461
pdam_00000863,1.04341826951732
pdam_00000864,1.94179438504137
pdam_00000865,-0.0858510165127814
pdam_00000866,1.25530367499856
pdam_00000868,0.283965864538602
pdam_00000869,0.574731137147128
pdam_00000870,-0.153864190532644
pdam_00000871,-0.707932159761534
pdam_00000872,-0.714579038146357
pdam_00000873,0.049216636325791
pdam_00000874,-0.126161700002609
pdam_00000875,0.428326535668825
pdam_00000876,-1.09703527294848
pdam_00000877,0.740703754181561
pdam_00000878,-2.35164757922866
pdam_00000879,-1.20438982353152
pdam_00000880,0.0542808336058419
pdam_00000881,-0.320034291371336
pdam_00000882,-1.07318558885968
pdam_00000883,-2.13437523960463
pdam_00000884,-0.175273910163072
pdam_00000885,-0.990862291349211
pdam_00000886,0.024061464699044
pdam_00000887,0.0799412774200997
pdam_00000888,-1.13988818536233
pdam_00000889,0.0789435263429188
pdam_00000890,-2.3199633469731
pdam_00000891,-1.46106447748732
pdam_00000892,0.166294004965609
pdam_00000893,-0.188003863451581
pdam_00000894,-2.03838250026932
pdam_00000895,-0.248833366521032
pdam_00000896,-0.354192023716563
pdam_00000897,-0.501029695198988
pdam_00000898,-0.720441434568091
pdam_00000899,-0.0645755186630112
pdam_00000900,0.253422065415439
pdam_00000901,-0.103325618365519
pdam_00000902,0.220953604551497
pdam_00000903,-0.364829093956905
pdam_00000904,-0.280855730013559
pdam_00000906,-0.345928434053645
pdam_00000907,-0.644719220167302
pdam_00000908,-0.248208663785484
pdam_00000909,-0.0555157372379912
pdam_00000910,-0.391433813325629
pdam_00000911,0.464137531958268
pdam_00000912,0.763714607698826
pdam_00000913,-0.35348555657707
pdam_00000914,1.86615737451815
pdam_00000917,0.0359721818395205
pdam_00000918,-0.869821333398805
pdam_00000919,-1.40705904200615
pdam_00000921,-0.237430755691111
pdam_00000922,-4.09511219496063
pdam_00000923,-0.204151887728266
pdam_00000924,-0.10710968074563
pdam_00000925,0.330056590514286
pdam_00000926,-0.201416357435148
pdam_00000927,-0.530614987425937
pdam_00000928,-0.463485080012771
pdam_00000929,-0.0107949360723736
pdam_00000930,-0.140106944605087
pdam_00000931,-0.234401713453529
pdam_00000932,-1.95464805403611
pdam_00000933,0.491335310727464
pdam_00000934,0.106359793262558
pdam_00000935,-1.36075859108229
pdam_00000936,-0.343739641741722
pdam_00000937,-0.505396391974469
pdam_00000938,0.244081742263642
pdam_00000940,0.901354504445168
pdam_00000941,0.804385221326016
pdam_00000942,-0.211652222223183
pdam_00000944,-0.0814433655675635
pdam_00000945,6.47547092365062
pdam_00000946,1.89654352999062
pdam_00000947,-0.175550766544609
pdam_00000949,3.85442889774039
pdam_00000950,-0.0372329380074167
pdam_00000951,-0.0127119682176219
pdam_00000952,0.855249290688293
pdam_00000953,-0.584519761625424
pdam_00000954,0.266849897348393
pdam_00000955,-0.88920029545593
pdam_00000956,-0.0721758729911574
pdam_00000958,0.391129378617081
pdam_00000959,-1.85880031666655
pdam_00000960,0.12843490606063
pdam_00000961,0.0548624233331146
pdam_00000962,-1.68622690560393
pdam_00000963,-2.24619979510476
pdam_00000964,0.5162466847848
pdam_00000965,0.99605206711083
