"","baseMean","log2FoldChange","pvalue","padj"
"SymbC1.scaffold464.12",1.9326460990211,1.08287955463458,0.049290985330567,NA
"SymbC1.scaffold3653.2",1.25139650910544,1.08119830496286,0.159395796380164,NA
"SymbC1.scaffold1994.3",10.4915615735143,1.07952789600585,1.04704813936391e-05,NA
"SymbC1.scaffold9031.2",1.0735980251385,1.07646077330019,0.168235553549188,NA
"SymbC1.scaffold916.7",0.919566611564391,1.07589650244245,0.231682111021716,NA
"SymbC1.scaffold9234.1",2.92389300843814,1.07541230183429,0.0203752956187478,NA
"SymbC1.scaffold9884.4",5.38009228959204,1.07353897066281,0.00168994671113053,NA
"SymbC1.scaffold1594.5",25.8479055011577,1.07161870963754,1.78276475900006e-08,2.45794639409045e-05
"SymbC1.scaffold391.4",1.6629416431068,1.07004994458052,0.118345025519983,NA
"SymbC1.scaffold695.10",1.61184428469527,1.06401152464442,0.0884777226512625,NA
"SymbC1.scaffold3688.8",0.939708975986347,1.06363911939363,0.209130521654108,NA
"SymbC1.scaffold1109.4",6.66485658714654,1.0620789958982,0.000408875506620001,NA
"SymbC1.scaffold626.7",3.04398180074013,1.06136046330648,0.0271302595723938,NA
"SymbC1.scaffold7375.2",0.910803170383565,1.05964125103554,0.241928063924252,NA
"SymbC1.scaffold927.5",0.842455255619334,1.05921813227275,0.237711447637573,NA
"SymbC1.scaffold8615.2",0.477992942708461,1.05917279911012,0.363426482943661,NA
"SymbC1.scaffold3949.2",2.25719337038394,1.05468770260614,0.0881460257436027,NA
"SymbC1.scaffold5789.1",2.75627474142614,1.05416062209719,0.0368722166213244,NA
"SymbC1.scaffold2484.1",7.65699950171591,1.05361817890367,0.00225572311696804,NA
"SymbC1.scaffold3926.3",2.24841914625691,1.04830047175169,0.0511242657078919,NA
"SymbC1.scaffold3460.9",1.09339088932593,1.04521173020344,0.190113953943036,NA
"SymbC1.scaffold1033.1",1.18256812579443,1.04379114391727,0.183137792426885,NA
"SymbC1.scaffold7893.4",0.831807781226106,1.04364671162537,0.26487150175632,NA
"SymbC1.scaffold1821.4",0.861827730623453,1.04253570441534,0.23392442450297,NA
"SymbC1.scaffold28426.1",1.10002910799035,1.04184534262622,0.180494941528104,NA
"SymbC1.scaffold5115.5",1.06783651426681,1.04161146332762,0.192975896544049,NA
"SymbC1.scaffold5826.1",1.80867995500611,1.04144150056701,0.0739060929210479,NA
"SymbC1.scaffold3345.3",0.781591476402525,1.03979601022632,0.295531189509768,NA
"SymbC1.scaffold670.2",1.54209215653767,1.03690226555255,0.103710018722542,NA
"SymbC1.scaffold55.7",4.60667290999129,1.03586317582159,0.00423295812488235,NA
"SymbC1.scaffold4290.5",1.68414986877699,1.03177938048194,0.0794744922553613,NA
"SymbC1.scaffold2344.5",0.456266024163348,1.02972648876922,0.349484129521076,NA
"SymbC1.scaffold457.8",4.96492220993748,1.02809801847348,0.00625643561823344,NA
"SymbC1.scaffold7752.1",1.71533039223765,1.02093855245183,0.132341915511595,NA
"SymbC1.scaffold19902.2",0.512781840305128,1.02033809735994,0.377183762442891,NA
"SymbC1.scaffold2884.1",0.688217974753587,1.01933420015064,0.284753347670736,NA
"SymbC1.scaffold4066.6",0.728085475207021,1.01932706344033,0.273975394337247,NA
"SymbC1.scaffold15406.1",0.926609570498715,1.01724093636505,0.23721113178866,NA
"SymbC1.scaffold19902.1",2.20888042129152,1.01418255846762,0.0813522704019495,NA
"SymbC1.scaffold19604.1",0.567463179889963,1.0132011577666,0.278053835431682,NA
"SymbC1.scaffold1779.8",2.27499460824565,1.01318253397609,0.0452091860483213,NA
"SymbC1.scaffold1055.3",2.42792916804633,1.01117247327498,0.0808953017020105,NA
"SymbC1.scaffold778.4",1.60974624796885,1.00966088102619,0.115006322214733,NA
"SymbC1.scaffold11036.2",3.03390532701559,1.00067883938437,0.0236745131118759,NA
"SymbC1.scaffold4459.3",0.822278259062215,0.992855123035303,0.26324393599248,NA
"SymbC1.scaffold9506.1",9.51831903703115,0.989801533161818,0.000147170639477732,NA
"SymbC1.scaffold1445.3",1.71010304007037,0.989687629976126,0.271666105479282,NA
"SymbC1.scaffold10104.1",1.95129312713802,0.989240940545518,0.106581602221589,NA
"SymbC1.scaffold7343.1",7.93548721102448,0.989173891605393,0.000505054962589663,NA
"SymbC1.scaffold11967.1",1.04379832274797,0.982761201012185,0.22275962484224,NA
"SymbC1.scaffold8776.2",7.84690170309753,0.982635862849491,0.00114292990745919,NA
"SymbC1.scaffold2151.8",1.65046539306485,0.981167111404429,0.116506150435133,NA
"SymbC1.scaffold4468.1",3.44337543642988,0.980058279051203,0.0286829934186876,NA
"SymbC1.scaffold1946.3",0.471850890140443,0.978168436436715,0.413036796045257,NA
"SymbC1.scaffold8573.1",2.82382406467083,0.976058739054942,0.0448528677239586,NA
"SymbC1.scaffold6844.1",1.03798318437935,0.975518206727504,0.213365296881188,NA
"SymbC1.scaffold2716.4",0.913847670167428,0.975208625198179,0.273432488102642,NA
"SymbC1.scaffold395.2",0.821680871430425,0.975080441196426,0.312672534850522,NA
"SymbC1.scaffold7224.1",5.15982851041246,0.974296030196956,0.0307063949969635,NA
"SymbC1.scaffold490.7",1.06569387585043,0.972769160064421,0.308709301759845,NA
"SymbC1.scaffold818.1",1.2220090958288,0.968813711778527,0.157780924598908,NA
"SymbC1.scaffold518.2",27.6510335436562,0.967468142577859,0.073279284248803,0.393025735210233
"SymbC1.scaffold9714.1",0.964595290754222,0.967369351514225,0.218233679544458,NA
"SymbC1.scaffold479.2",6.17753906534887,0.967167622673768,0.00229840013911836,NA
"SymbC1.scaffold3308.3",0.368684472108456,0.967142788375083,0.460035210791423,NA
"SymbC1.scaffold1696.5",4.23675990310974,0.966909204271716,0.00987270954689677,NA
"SymbC1.scaffold2200.1",0.844634068087282,0.96651625820275,0.266240159980158,NA
"SymbC1.scaffold6951.1",7.58046450751532,0.965424754433732,0.0231322671732738,NA
"SymbC1.scaffold13074.1",2.19973748494305,0.964240151820656,0.0931649810465997,NA
"SymbC1.scaffold2515.4",3.20483861331403,0.961920585491259,0.0373240744257914,NA
"SymbC1.scaffold590.3",5.77477547685529,0.959090585251169,0.00549011118453823,NA
"SymbC1.scaffold2502.7",1.72375552020284,0.958948954678472,0.16389383927395,NA
"SymbC1.scaffold1881.7",1.00231159935067,0.958790938975683,0.212905198998776,NA
"SymbC1.scaffold1000.1",6.01763368814663,0.956383435637605,0.00553830753107406,NA
"SymbC1.scaffold4020.4",3.468407997176,0.955625845895548,0.0282577604926329,NA
"SymbC1.scaffold13430.1",1.51776581841895,0.95343475107462,0.151069374548247,NA
"SymbC1.scaffold117.12",1.05696986143048,0.953096477097093,0.262986051375462,NA
"SymbC1.scaffold17500.1",5.37551643706037,0.952936309125378,0.0148157119841055,NA
"SymbC1.scaffold4140.7",1.67474269654932,0.950942078633258,0.138677361943344,NA
"SymbC1.scaffold1228.10",1.23258510220458,0.945068085009748,0.201213620391908,NA
"SymbC1.scaffold2953.3",0.550648689779981,0.942802443248607,0.429632907878491,NA
"SymbC1.scaffold1090.8",1.80597529655476,0.941843853582255,0.131199810741977,NA
"SymbC1.scaffold891.1",1.66545186186504,0.94175855195342,0.149362096395085,NA
"SymbC1.scaffold14914.2",0.498552241512792,0.940466058022499,0.387471539572107,NA
"SymbC1.scaffold18656.2",4.33159569462026,0.940162876524934,0.0317313727301452,NA
"SymbC1.scaffold809.2",3.29170057344089,0.939588840121309,0.0524074124194016,NA
"SymbC1.scaffold33.21",2.2921982209287,0.938334827450307,0.0844675288847904,NA
"SymbC1.scaffold843.7",17.3810570248089,0.93704098985714,5.2196875151389e-06,0.00162092397813044
"SymbC1.scaffold7027.1",2.20790958021383,0.935383842430501,0.0990231457948028,NA
"SymbC1.scaffold8490.2",1.76310183902538,0.932849289181052,0.168772314818086,NA
"SymbC1.scaffold413.2",9.90036834209327,0.932351283073891,0.000381249210727254,NA
"SymbC1.scaffold6076.4",2.18562317246839,0.931735753756461,0.0855314249605089,NA
"SymbC1.scaffold6769.3",9.39712934110898,0.931681268909241,0.00101374983107428,NA
"SymbC1.scaffold5348.4",2.27126642996173,0.931526016046276,0.0707335969473011,NA
"SymbC1.scaffold14769.1",5.14309466087842,0.930881870135576,0.00680421596154671,NA
"SymbC1.scaffold3874.3",0.941912055584517,0.930855778275286,0.275937113489745,NA
"SymbC1.scaffold1150.1",0.821186913504805,0.930183322978719,0.287726414287537,NA
"SymbC1.scaffold5397.2",0.990667422864063,0.930078963499755,0.237191970207513,NA
"SymbC1.scaffold1842.4",2.05888166370687,0.925795045021791,0.103993748156042,NA
"SymbC1.scaffold339.16",3.15201743846964,0.925158456952733,0.0297429242424471,NA
"SymbC1.scaffold4788.2",1.90529555270743,0.924742533264213,0.0930384146701925,NA
"SymbC1.scaffold3234.10",2.90542100086026,0.924339749305974,0.045990271961902,NA
"SymbC1.scaffold1097.5",2.33419238860363,0.92095004426872,0.0728969900228406,NA
"SymbC1.scaffold6344.1",3.04069320954208,0.919240671113624,0.0483698234275263,NA
"SymbC1.scaffold3636.2",1.96917229945229,0.918552389347471,0.109165387033706,NA
"SymbC1.scaffold3203.3",10.6951768517184,0.917932719753836,0.000420282932362409,NA
"SymbC1.scaffold3720.2",1.68063535084757,0.9173629224134,0.19202751631482,NA
"SymbC1.scaffold7310.1",1.76671806652334,0.916282506195347,0.124771485432101,NA
"SymbC1.scaffold426.10",7.43361185138033,0.914245831341019,0.00287284855089985,NA
"SymbC1.scaffold7913.3",10.3168035555285,0.912894431554151,0.00430288400696011,NA
"SymbC1.scaffold5056.2",0.586320954077209,0.91137678601404,0.380277657865599,NA
"SymbC1.scaffold368.4",9.29985631334505,0.911117354296643,0.000945590971995431,NA
"SymbC1.scaffold14497.1",19.5923544458057,0.910725868485933,0.2348078390021,0.612082448660339
"SymbC1.scaffold7925.1",0.905568216182419,0.908966082162745,0.279456670506625,NA
"SymbC1.scaffold15361.1",0.691994162188911,0.907918645646833,0.344501054003928,NA
"SymbC1.scaffold9416.2",1.02322148170745,0.907886276618497,0.248504424629316,NA
"SymbC1.scaffold12666.1",2.16269012441049,0.907069194238712,0.0977261443857597,NA
"SymbC1.scaffold9768.2",0.733029668623081,0.906228670540441,0.30978304393042,NA
"SymbC1.scaffold3146.7",3.25922897970311,0.906044032147532,0.0280600012696019,NA
"SymbC1.scaffold8671.3",8.15456793319983,0.905365923667229,0.00119864285823322,NA
"SymbC1.scaffold167.10",4.67280440665257,0.899595981506924,0.0199648194454579,NA
"SymbC1.scaffold510.3",8.15606799516714,0.898810348578684,0.00480221772594284,NA
"SymbC1.scaffold528.4",6.74696530814477,0.89810000455627,0.00297297897347507,NA
"SymbC1.scaffold1717.2",1.51312348267707,0.897952761296979,0.238815289627716,NA
"SymbC1.scaffold12022.1",0.754098688247649,0.896616604906789,0.300958033900104,NA
"SymbC1.scaffold8319.1",5.9936583955408,0.894794316559041,0.00745286535987185,NA
"SymbC1.scaffold252.12",3.18954493404408,0.894616800211131,0.0390874496287227,NA
"SymbC1.scaffold17199.1",2.632045851593,0.893249325673381,0.0496026774807026,NA
"SymbC1.scaffold5552.3",7.09466232531473,0.891984169018737,0.00692854386711183,NA
"SymbC1.scaffold11552.1",1.56690103404458,0.890416973784678,0.155584818002518,NA
"SymbC1.scaffold12031.1",1.10195055049664,0.890275402940337,0.238544346710918,NA
"SymbC1.scaffold9056.2",0.914708206002754,0.890216941049065,0.320084407830983,NA
"SymbC1.scaffold16963.1",0.463980576050626,0.888134453938881,0.416567555690643,NA
"SymbC1.scaffold2167.8",1.53184259049122,0.888019866138299,0.154568073631742,NA
"SymbC1.scaffold3543.2",1.35886717383168,0.887853195730003,0.615338696580762,NA
"SymbC1.scaffold244.2",6.24212888004783,0.884633214749182,0.00599209509350532,NA
"SymbC1.scaffold1530.8",11.2487876886022,0.8845883161149,0.000278010164771563,NA
"SymbC1.scaffold5081.5",2.08695501260428,0.882994268613242,0.115362529357104,NA
"SymbC1.scaffold83.8",1.73083657070295,0.881868481372499,0.178212386478921,NA
"SymbC1.scaffold9393.2",1.24878164213749,0.879163796028402,0.222095028820679,NA
"SymbC1.scaffold1262.5",4.56482033145757,0.879148364463186,0.0281152733771718,NA
"SymbC1.scaffold37273.1",1.26652151198472,0.878006891094942,0.290289688563741,NA
"SymbC1.scaffold4109.1",0.353114366703241,0.877849323282514,0.461210077472017,NA
"SymbC1.scaffold49.3",0.810061764136322,0.877671685951722,0.311911141788594,NA
"SymbC1.scaffold1710.7",4.23868015372405,0.876311619077442,0.0211799873091078,NA
"SymbC1.scaffold6957.1",7.67020906001953,0.87557245549351,0.0482973473010251,NA
"SymbC1.scaffold3407.5",1.45669006970045,0.875144025094224,0.180669078415995,NA
"SymbC1.scaffold1908.10",13.8430430696802,0.874656589998829,0.00156641606838297,NA
"SymbC1.scaffold3137.5",0.607331017416588,0.874508330918249,0.370195762062238,NA
"SymbC1.scaffold4666.1",9.48664294357125,0.873485648803214,0.020912320918756,NA
"SymbC1.scaffold257.5",1.48127122920917,0.873164405621294,0.189989634457428,NA
"SymbC1.scaffold130.9",1.87002039074248,0.872358212591212,0.134700622979412,NA
"SymbC1.scaffold1458.9",13.4442298692556,0.871664445823142,0.000473054973760502,NA
"SymbC1.scaffold11272.1",5.24047898444936,0.87074257751218,0.0110901128239531,NA
"SymbC1.scaffold6146.2",8.95257334430123,0.86892017262285,0.00145847255114739,NA
"SymbC1.scaffold9653.2",4.53591462452904,0.868816802406407,0.0185995494174697,NA
"SymbC1.scaffold3349.4",5.32240173506793,0.868491103096359,0.0232143723363717,NA
"SymbC1.scaffold3596.2",2.37741692539573,0.868398757217948,0.130420371585341,NA
"SymbC1.scaffold3676.2",13.9800402915636,0.868106972845088,9.52782629803994e-05,0.0113778750894546
"SymbC1.scaffold3535.3",2.99027520169775,0.867942141175547,0.0997706507906462,NA
"SymbC1.scaffold2361.4",1.51584751328501,0.86761253523613,0.176430556392768,NA
"SymbC1.scaffold88.3",3.15986163718765,0.865799490538504,0.0894812862940036,NA
"SymbC1.scaffold1598.3",2.36684211082061,0.865432277756969,0.0793630263364615,NA
"SymbC1.scaffold5111.1",4.10341098503458,0.86499850807798,0.0341453591918666,NA
"SymbC1.scaffold10551.1",32.6394043385128,0.863159332063423,0.000198702526709772,0.0173222602332296
"SymbC1.scaffold5658.3",2.76199387702715,0.862947930151295,0.0597224850125123,NA
"SymbC1.scaffold3578.3",14.7378459639533,0.860375159200202,0.000624389188355076,0.0349427543564321
"SymbC1.scaffold1708.6",13.3296997773341,0.858895374559961,0.000183555325931209,NA
"SymbC1.scaffold1788.4",5.863746486351,0.85846225256551,0.0131887102862281,NA
"SymbC1.scaffold249.15",1.47264103444976,0.857053506180888,0.228327272095236,NA
"SymbC1.scaffold7844.1",3.70596844606924,0.856787235182574,0.0530724321343767,NA
"SymbC1.scaffold1087.15",0.90473896025291,0.856615837748482,0.339842250416386,NA
"SymbC1.scaffold6220.2",0.466197117068106,0.854834464325623,0.468327668858581,NA
"SymbC1.scaffold8494.2",4.56501418279664,0.854473790425109,0.0341918104562221,NA
