"","baseMean","log2FoldChange","pvalue","padj"
"SymbC1.scaffold16917.1",55.16056,0.3535554,0.03772248,0.2901111
"SymbC1.scaffold332.8",13.90278,0.353337,0.1335907,NA
"SymbC1.scaffold2847.3",8.738427,0.3532873,0.2781863,NA
"SymbC1.scaffold1987.4",60.59634,0.353226,0.001382596,0.0532194
"SymbC1.scaffold530.6",30.59373,0.353121,0.01306046,0.1754648
"SymbC1.scaffold2380.5",26.71135,0.3530796,0.01846598,0.2086849
"SymbC1.scaffold7616.2",26.30751,0.3530287,0.01872821,0.2100828
"SymbC1.scaffold12040.1",3.184124,0.3528371,0.4091023,NA
"SymbC1.scaffold8487.1",3.91555,0.352828,0.3551064,NA
"SymbC1.scaffold1165.9",1.221718,0.3527934,0.6288044,NA
"SymbC1.scaffold6974.1",9.405514,0.3526795,0.1918317,NA
"SymbC1.scaffold533.3",3.329036,0.3525697,0.447335,NA
"SymbC1.scaffold305.14",4.812238,0.3525685,0.3462213,NA
"SymbC1.scaffold5548.2",14.54676,0.3524535,0.1000374,0.4473314
"SymbC1.scaffold5754.1",8.949003,0.3523287,0.1916691,NA
"SymbC1.scaffold11829.1",78.96759,0.3522793,0.1704281,0.5427595
"SymbC1.scaffold2375.3",16.58021,0.3521517,0.06436713,0.3699172
"SymbC1.scaffold14431.1",3.042671,0.3521447,0.4483204,NA
"SymbC1.scaffold11424.2",117.9474,0.3519472,0.1392416,0.5056876
"SymbC1.scaffold1635.2",30.26322,0.351932,0.02575149,0.2451645
"SymbC1.scaffold18515.1",23.18062,0.3518353,0.03537932,0.2825977
"SymbC1.scaffold957.2",16.0475,0.3517676,0.1345996,0.4998177
"SymbC1.scaffold3951.2",32.4931,0.3517634,0.01444241,0.1826642
"SymbC1.scaffold11627.1",12.7424,0.3516823,0.1404515,NA
"SymbC1.scaffold6602.1",14.97589,0.3513421,0.1024985,0.4520993
"SymbC1.scaffold318.7",22.21978,0.3513288,0.1891975,0.5622633
"SymbC1.scaffold981.9",13.39391,0.3512641,0.110256,NA
"SymbC1.scaffold10531.1",37.19547,0.3512526,0.2154484,0.5952428
"SymbC1.scaffold6371.2",2.434815,0.3512,0.5114251,NA
"SymbC1.scaffold2811.2",33.72108,0.3510972,0.04356464,0.3106259
"SymbC1.scaffold3196.2",39.0711,0.3502905,0.01421167,0.1820142
"SymbC1.scaffold2189.4",46.48418,0.3502188,0.00507656,0.1078548
"SymbC1.scaffold775.5",13.19574,0.350215,0.2665601,NA
"SymbC1.scaffold66.14",17.81392,0.3502085,0.06013277,0.3583394
"SymbC1.scaffold1863.3",65.63423,0.3501573,0.003167806,0.08502861
"SymbC1.scaffold9435.1",3.130439,0.3500688,0.4979787,NA
"SymbC1.scaffold2456.5",58.89862,0.3500447,0.002563262,0.0760752
"SymbC1.scaffold165.10",56.50053,0.3500333,0.0111569,0.1623854
"SymbC1.scaffold247.11",14.73245,0.3499764,0.134409,0.499742
"SymbC1.scaffold3734.4",38.2239,0.3498171,0.0249317,0.2412755
"SymbC1.scaffold1602.7",14.48064,0.3496544,0.16221,0.5332279
"SymbC1.scaffold5571.2",3.931398,0.3496544,0.3787945,NA
"SymbC1.scaffold899.4",14.23947,0.3495715,0.09024891,0.4277868
"SymbC1.scaffold3110.5",21.95111,0.3495407,0.05440244,0.3428815
"SymbC1.scaffold14272.2",3.692094,0.3493076,0.3763659,NA
"SymbC1.scaffold9616.1",36.11629,0.3491718,0.01432465,0.1826642
"SymbC1.scaffold1253.5",5.270904,0.3487038,0.2978624,NA
"SymbC1.scaffold1821.7",1.809883,0.3486861,0.5354331,NA
"SymbC1.scaffold6096.3",23.67638,0.3486663,0.03848116,0.293212
"SymbC1.scaffold6195.3",60.03682,0.3484732,0.02216071,0.2278571
"SymbC1.scaffold7946.2",35.7717,0.3483034,0.06116153,0.3595255
"SymbC1.scaffold2004.4",24.68391,0.3483011,0.02333103,0.2354601
"SymbC1.scaffold16262.1",1.259838,0.3482219,0.6213981,NA
"SymbC1.scaffold231.5",41.89675,0.348214,0.03216127,0.2722738
"SymbC1.scaffold8506.1",72.331,0.3479808,0.0008914793,0.04251627
"SymbC1.scaffold887.3",5.780889,0.3477484,0.279503,NA
"SymbC1.scaffold8968.4",5.170349,0.3476305,0.3258555,NA
"SymbC1.scaffold5610.2",65.53502,0.3475211,0.02151263,0.2250306
"SymbC1.scaffold5245.3",106.1045,0.3470654,0.0002100281,0.01769604
"SymbC1.scaffold2075.4",21.56124,0.3469079,0.03552035,0.282783
"SymbC1.scaffold3432.2",1.519567,0.3468135,0.5788976,NA
"SymbC1.scaffold2168.5",20.82887,0.3466556,0.07977854,0.4071842
"SymbC1.scaffold3826.3",99.11303,0.3466196,0.00119305,0.04970825
"SymbC1.scaffold1258.3",16.6634,0.3465676,0.06189688,0.3619427
"SymbC1.scaffold5253.2",18.15882,0.3465473,0.05528622,0.3457611
"SymbC1.scaffold116.1",6.719692,0.3460885,0.2956295,NA
"SymbC1.scaffold5735.2",37.92639,0.3459631,0.01418069,0.1820142
"SymbC1.scaffold402.2",9.737583,0.3459555,0.2475823,NA
"SymbC1.scaffold7021.1",11.61327,0.3459177,0.1121672,NA
"SymbC1.scaffold1014.9",48.38839,0.345894,0.008360362,0.1421449
"SymbC1.scaffold652.7",6.102508,0.3457381,0.2662362,NA
"SymbC1.scaffold1974.2",7.025696,0.3456585,0.2935098,NA
"SymbC1.scaffold8467.2",14.87768,0.345651,0.1060838,0.4552539
"SymbC1.scaffold240.10",12.78088,0.3455361,0.1339248,NA
"SymbC1.scaffold8940.4",5.549946,0.3454741,0.2824179,NA
"SymbC1.scaffold310.6",6.085031,0.3453527,0.2889478,NA
"SymbC1.scaffold1546.3",13.93479,0.3452403,0.09472122,NA
"SymbC1.scaffold4393.5",4.330231,0.3449583,0.3799715,NA
"SymbC1.scaffold167.12",28.93945,0.3445445,0.02057135,0.2207556
"SymbC1.scaffold461.1",38.90191,0.3444713,0.01290406,0.1745515
"SymbC1.scaffold1346.4",11.54662,0.3444276,0.1230961,NA
"SymbC1.scaffold2654.1",72.52612,0.3443247,0.001298622,0.05185958
"SymbC1.scaffold3838.4",2.675407,0.3442875,0.4765808,NA
"SymbC1.scaffold9931.2",18.7989,0.344103,0.0459226,0.3162861
"SymbC1.scaffold7476.1",38.81869,0.3439336,0.01114158,0.1623181
"SymbC1.scaffold581.1",14.77716,0.3438056,0.1173273,0.4750287
"SymbC1.scaffold1891.5",19.86905,0.3434734,0.05625201,0.348371
"SymbC1.scaffold6546.1",0.5273511,0.3429776,0.735123,NA
"SymbC1.scaffold704.9",2.689687,0.3428675,0.4502907,NA
"SymbC1.scaffold1476.2",2.666091,0.3427301,0.4803051,NA
"SymbC1.scaffold5713.1",79.39351,0.3426044,0.0003265969,0.02421873
"SymbC1.scaffold1353.3",13.34621,0.3424683,0.1009047,NA
"SymbC1.scaffold661.10",9.946172,0.3424467,0.1786602,NA
"SymbC1.scaffold4903.5",2.833777,0.3423045,0.4795741,NA
"SymbC1.scaffold4390.1",2.533199,0.3420553,0.551758,NA
"SymbC1.scaffold465.7",3.195837,0.342037,0.4250528,NA
"SymbC1.scaffold4913.1",27.68262,0.3420351,0.01672908,0.1979392
"SymbC1.scaffold9432.1",16.71989,0.3416777,0.1054864,0.4549301
"SymbC1.scaffold1833.1",15.10684,0.3416615,0.08785352,0.4251393
"SymbC1.scaffold858.8",19.16762,0.3416393,0.0608639,0.3588884
"SymbC1.scaffold1466.7",39.40418,0.3416148,0.3021067,0.6745274
"SymbC1.scaffold3227.5",5.730759,0.3415844,0.2981185,NA
"SymbC1.scaffold351.6",17.7231,0.3415119,0.07709956,0.4005796
"SymbC1.scaffold2777.2",7.296186,0.3414875,0.2378404,NA
"SymbC1.scaffold731.12",103.2337,0.3414096,0.0003655696,0.02602925
"SymbC1.scaffold4517.7",40.50542,0.3410812,0.005624403,0.114367
"SymbC1.scaffold936.5",42.87838,0.3410684,0.02607742,0.246505
"SymbC1.scaffold2181.3",10.50353,0.3409704,0.3845759,NA
"SymbC1.scaffold1950.11",7.20199,0.3408323,0.2446867,NA
"SymbC1.scaffold7134.1",26.9887,0.3407899,0.04832396,0.3232824
"SymbC1.scaffold5061.5",4.197644,0.3406539,0.3833949,NA
"SymbC1.scaffold5964.2",12.10634,0.3405653,0.1199018,NA
"SymbC1.scaffold4992.8",8.418605,0.3403589,0.2234191,NA
"SymbC1.scaffold1696.6",9.752372,0.3402201,0.1787532,NA
"SymbC1.scaffold2601.4",2.44144,0.3400839,0.52111,NA
"SymbC1.scaffold9111.1",115.2441,0.3400405,0.0002493123,0.01990037
"SymbC1.scaffold1501.3",11.15585,0.3398978,0.1489844,NA
"SymbC1.scaffold257.20",24.11758,0.3398608,0.03418324,0.2802287
"SymbC1.scaffold2323.5",4.460089,0.3397675,0.3308449,NA
"SymbC1.scaffold13145.1",16.73506,0.3397265,0.1057776,0.4549301
"SymbC1.scaffold4027.3",1.973114,0.3395313,0.5489084,NA
"SymbC1.scaffold1639.11",6.448674,0.3394595,0.3117039,NA
"SymbC1.scaffold7429.1",37.83222,0.3393724,0.139967,0.5064997
"SymbC1.scaffold17811.1",8.687504,0.339358,0.2312799,NA
"SymbC1.scaffold913.2",53.43907,0.3392701,0.01421463,0.1820142
"SymbC1.scaffold7779.1",21.38712,0.3392313,0.0686999,0.3813095
"SymbC1.scaffold3768.3",44.98169,0.3391176,0.006985485,0.1301497
"SymbC1.scaffold9427.1",2.582315,0.3391149,0.5162131,NA
"SymbC1.scaffold6237.5",16.32671,0.3391006,0.1250997,0.4827114
"SymbC1.scaffold413.5",10.26896,0.3387984,0.1708562,NA
"SymbC1.scaffold5209.5",0.9027012,0.3387409,0.6821039,NA
"SymbC1.scaffold286.3",21.60367,0.3384614,0.05435761,0.3428815
"SymbC1.scaffold7724.2",21.22085,0.3383692,0.08589853,0.420607
"SymbC1.scaffold5332.2",1.596537,0.3383601,0.5860795,NA
"SymbC1.scaffold13294.1",35.73101,0.3383043,0.02898214,0.2599476
"SymbC1.scaffold4581.3",5.190138,0.3382624,0.3137191,NA
"SymbC1.scaffold1785.4",19.34275,0.3380275,0.06863654,0.3811577
"SymbC1.scaffold10064.1",8.244237,0.3378321,0.2148088,NA
"SymbC1.scaffold1067.8",31.76506,0.3377779,0.05712417,0.3500896
"SymbC1.scaffold7366.1",13.02694,0.3375055,0.1186118,NA
"SymbC1.scaffold1179.1",5.183092,0.3374376,0.3203201,NA
"SymbC1.scaffold5428.2",12.01937,0.337416,0.1774696,NA
"SymbC1.scaffold1384.1",99.3492,0.3374095,0.0001314326,0.01396787
"SymbC1.scaffold12415.1",39.42908,0.3373265,0.06538831,0.371165
"SymbC1.scaffold240.14",104.9885,0.337038,0.002955655,0.08285668
"SymbC1.scaffold1208.6",3.295698,0.3368503,0.4854124,NA
"SymbC1.scaffold8076.3",21.93502,0.3368387,0.04697899,0.319487
"SymbC1.scaffold176.1",20.54455,0.3368355,0.06878575,0.3814857
"SymbC1.scaffold4122.4",65.81819,0.3365757,0.001737478,0.06090222
"SymbC1.scaffold184.2",10.55477,0.3364626,0.2443135,NA
"SymbC1.scaffold15035.1",4.14867,0.3362143,0.3881367,NA
"SymbC1.scaffold13444.2",3.598012,0.3361367,0.3931678,NA
"SymbC1.scaffold2773.6",7.64192,0.3360737,0.301171,NA
"SymbC1.scaffold5649.8",9.348707,0.3360627,0.1814481,NA
"SymbC1.scaffold2038.1",24.30787,0.3359689,0.04549387,0.3147628
"SymbC1.scaffold6796.1",52.88818,0.3359614,0.02952676,0.2616264
"SymbC1.scaffold200.3",8.126056,0.3358261,0.2726333,NA
"SymbC1.scaffold227.3",24.11191,0.3357808,0.07283128,0.3925228
"SymbC1.scaffold269.7",167.6197,0.3357168,0.001247966,0.05048286
"SymbC1.scaffold3421.3",14.69045,0.3354731,0.1086909,0.4592785
"SymbC1.scaffold4752.2",3.826774,0.3354663,0.3772177,NA
"SymbC1.scaffold2983.2",43.55884,0.3353725,0.01158776,0.1648593
"SymbC1.scaffold8170.1",15.66498,0.335367,0.1543751,0.5246776
"SymbC1.scaffold2620.1",18.81285,0.3352232,0.07999655,0.407677
"SymbC1.scaffold5812.4",12.41814,0.3352113,0.1192666,NA
"SymbC1.scaffold2463.1",163.7586,0.3350995,0.0005621098,0.03330062
"SymbC1.scaffold175.8",26.96099,0.3349263,0.05025563,0.3299094
"SymbC1.scaffold7970.2",6.209602,0.3348919,0.2799838,NA
"SymbC1.scaffold4964.1",6.275163,0.3347691,0.2688145,NA
"SymbC1.scaffold6153.1",97.62082,0.3346837,0.01477977,0.1840222
"SymbC1.scaffold3567.1",1.902579,0.3346138,0.5910907,NA
"SymbC1.scaffold10411.2",3.715707,0.3345824,0.4403432,NA
"SymbC1.scaffold4418.2",1.700979,0.3345262,0.6722942,NA
"SymbC1.scaffold468.12",71.3884,0.3344275,0.01968289,0.2158762
"SymbC1.scaffold6952.2",13.63344,0.3343602,0.1246921,NA
"SymbC1.scaffold1858.7",9.563387,0.3342289,0.2183903,NA
"SymbC1.scaffold13475.1",66.486,0.3341769,0.005601726,0.1142512
"SymbC1.scaffold4891.1",2.449008,0.3340091,0.5403012,NA
"SymbC1.scaffold1924.1",10.51923,0.3337676,0.1773043,NA
"SymbC1.scaffold22632.1",1.918643,0.3336455,0.5305723,NA
"SymbC1.scaffold130.18",27.79075,0.3335597,0.03643189,0.2861347
"SymbC1.scaffold1241.1",99.20246,0.3335267,0.0001652829,0.01599214
"SymbC1.scaffold284.2",28.2838,0.3333753,0.03223512,0.2726591
"SymbC1.scaffold6611.2",1.780906,0.3333216,0.5761447,NA
"SymbC1.scaffold7498.1",0.8192568,0.3331954,0.6966454,NA
"SymbC1.scaffold10004.1",15.72072,0.3331551,0.08835657,0.426485
"SymbC1.scaffold5535.6",2.848755,0.3330676,0.4730306,NA
"SymbC1.scaffold6592.3",25.43859,0.3329248,0.09067298,0.4283945
"SymbC1.scaffold54.5",48.95848,0.3327268,0.004869286,0.1061029
"SymbC1.scaffold11893.2",0.9979041,0.3326936,0.6540411,NA
"SymbC1.scaffold9560.1",29.98135,0.3326922,0.07577734,0.3986162
"SymbC1.scaffold522.7",3.601479,0.332665,0.4095636,NA
"SymbC1.scaffold13287.3",9.083302,0.3326392,0.2829507,NA
"SymbC1.scaffold6531.3",7.476869,0.3326282,0.2745742,NA
"SymbC1.scaffold528.2",8.291496,0.332589,0.23778,NA
"SymbC1.scaffold371.11",38.22649,0.3325789,0.07159604,0.3893702
"SymbC1.scaffold1326.2",0.6870471,0.3325071,0.7106196,NA
"SymbC1.scaffold1908.1",117.7172,0.3323899,0.001088419,0.04784628
"SymbC1.scaffold7075.1",69.83812,0.3323448,0.005168377,0.1091694
"SymbC1.scaffold3180.3",39.20062,0.3322017,0.03195668,0.2715489
"SymbC1.scaffold10404.1",11.21891,0.3320662,0.2347023,NA
"SymbC1.scaffold651.15",131.7409,0.3319178,0.0005782837,0.03386197
"SymbC1.scaffold2353.2",0.3525668,0.331793,0.7716688,NA
"SymbC1.scaffold2240.5",3.968888,0.3317906,0.3998507,NA
"SymbC1.scaffold3886.2",7.206257,0.3317562,0.2918214,NA
"SymbC1.scaffold3935.3",13.51103,0.3316725,0.09938305,NA
"SymbC1.scaffold4288.1",23.38582,0.3316616,0.1136182,0.4687195
"SymbC1.scaffold1297.1",8.678711,0.3315518,0.1837408,NA
"SymbC1.scaffold809.3",60.0288,0.3314602,0.003472848,0.08987921
"SymbC1.scaffold3878.3",18.2889,0.3313163,0.08463504,0.4187847
"SymbC1.scaffold1160.2",23.79962,0.3311522,0.04394584,0.3117318
"SymbC1.scaffold6018.2",66.15235,0.3310679,0.00482925,0.1055337
"SymbC1.scaffold14424.1",1.704269,0.3309509,0.5835133,NA
"SymbC1.scaffold6363.5",3.833231,0.3308815,0.3900064,NA
"SymbC1.scaffold2311.3",10.89058,0.3307999,0.2263064,NA
"SymbC1.scaffold9031.5",2.178169,0.3307112,0.5289945,NA
"SymbC1.scaffold5131.1",4.95085,0.3306992,0.4924928,NA
"SymbC1.scaffold5680.6",24.2292,0.3306128,0.1376857,0.5032877
"SymbC1.scaffold2805.1",22.77832,0.3305725,0.05759374,0.3514956
"SymbC1.scaffold3324.2",41.37478,0.3303974,0.04951826,0.3273127
"SymbC1.scaffold7790.1",57.67832,0.3302725,0.005959118,0.1186036
"SymbC1.scaffold1082.9",2.71262,0.3302607,0.5016228,NA
"SymbC1.scaffold7284.3",2.763259,0.3302239,0.4816854,NA
"SymbC1.scaffold562.5",6.92324,0.3299161,0.240601,NA
"SymbC1.scaffold7078.2",29.31305,0.3298611,0.1360766,0.5011423
"SymbC1.scaffold2244.12",56.91073,0.3297243,0.2316097,0.6084651
"SymbC1.scaffold2241.3",8.903147,0.3294878,0.3015144,NA
"SymbC1.scaffold7585.3",90.48579,0.3294504,0.004700091,0.104914
"SymbC1.scaffold904.7",5.840072,0.3294381,0.3029356,NA
"SymbC1.scaffold693.2",17.25785,0.3294344,0.07672648,0.4002868
"SymbC1.scaffold8146.1",2.355253,0.3293752,0.5512963,NA
"SymbC1.scaffold3634.1",47.37987,0.3292454,0.01058451,0.1577103
"SymbC1.scaffold803.2",3.231955,0.3291754,0.4981138,NA
"SymbC1.scaffold1574.3",21.07461,0.3291615,0.04664684,0.3190311
"SymbC1.scaffold3695.1",10.88294,0.3291093,0.2066421,NA
"SymbC1.scaffold504.7",17.76308,0.3290812,0.09267012,0.4320427
"SymbC1.scaffold1476.3",1.577158,0.328984,0.622518,NA
"SymbC1.scaffold13502.1",19.09965,0.3288995,0.1348761,0.4998177
"SymbC1.scaffold4815.1",146.4901,0.3288208,4.773987e-05,0.007098263
"SymbC1.scaffold1322.1",1.395192,0.3288083,0.6711057,NA
"SymbC1.scaffold6447.3",49.72426,0.3287885,0.02066929,0.2213774
"SymbC1.scaffold3468.7",23.30177,0.3287395,0.06978805,0.3844914
"SymbC1.scaffold1674.7",1.408848,0.3286699,0.659582,NA
"SymbC1.scaffold480.23",49.7995,0.3286264,0.02112523,0.2242024
"SymbC1.scaffold2717.3",81.10878,0.3284963,0.003788633,0.0932991
"SymbC1.scaffold153.10",3.160853,0.3284359,0.4754471,NA
"SymbC1.scaffold3486.2",25.13775,0.3284188,0.03208694,0.2721648
"SymbC1.scaffold8632.2",7.955609,0.3282551,0.2207478,NA
"SymbC1.scaffold9514.2",0.5653349,0.3279435,0.7556639,NA
"SymbC1.scaffold409.2",21.52904,0.3279314,0.08802066,0.4254035
"SymbC1.scaffold9404.1",39.31883,0.3279072,0.03526515,0.2825977
"SymbC1.scaffold1228.7",3.865371,0.3278956,0.39039,NA
"SymbC1.scaffold1264.9",18.86706,0.327844,0.07187328,0.389966
"SymbC1.scaffold6402.3",15.75005,0.3278124,0.1194137,0.4768957
"SymbC1.scaffold17409.1",4.592889,0.3277321,0.3533612,NA
"SymbC1.scaffold5876.2",6.073713,0.3275172,0.2806172,NA
"SymbC1.scaffold2623.4",7.084508,0.3273148,0.2837672,NA
"SymbC1.scaffold1403.11",59.55397,0.3272093,0.008949235,0.1464122
"SymbC1.scaffold1288.1",31.20908,0.3271056,0.04160231,0.3049496
"SymbC1.scaffold4508.1",4.27374,0.3270584,0.4499952,NA
"SymbC1.scaffold252.7",7.474853,0.326695,0.271982,NA
"SymbC1.scaffold2825.1",107.2021,0.3266668,0.001966727,0.06649125
"SymbC1.scaffold4834.2",1.930942,0.3265607,0.546023,NA
"SymbC1.scaffold8430.1",26.54411,0.3265413,0.04142073,0.304945
"SymbC1.scaffold951.2",9.240353,0.3259706,0.2505555,NA
"SymbC1.scaffold6053.1",0.436245,0.3257792,0.7792007,NA
"SymbC1.scaffold9300.1",12.67106,0.3257337,0.1962253,NA
"SymbC1.scaffold4550.2",1.431465,0.3257247,0.5958682,NA
"SymbC1.scaffold2119.4",10.47604,0.3256629,0.1859043,NA
"SymbC1.scaffold5278.1",20.00071,0.3255012,0.08915905,0.4270459
"SymbC1.scaffold666.2",64.37117,0.3254962,0.002130645,0.06875183
"SymbC1.scaffold2027.2",8.481921,0.3253056,0.2199642,NA
"SymbC1.scaffold1101.4",2.829623,0.3252467,0.4630803,NA
"SymbC1.scaffold4035.3",85.35951,0.3250769,0.001350887,0.05255302
"SymbC1.scaffold10338.2",3.635703,0.3246953,0.3993358,NA
"SymbC1.scaffold8168.3",1.05453,0.324678,0.6485478,NA
"SymbC1.scaffold6175.3",7.917944,0.3246438,0.2232908,NA
"SymbC1.scaffold13127.1",0.8124207,0.3245464,0.7183503,NA
"SymbC1.scaffold3492.8",50.93512,0.3244952,0.009215642,0.148525
"SymbC1.scaffold1164.1",29.45449,0.3244845,0.1185817,0.4765407
"SymbC1.scaffold718.6",1.245118,0.3244361,0.6367138,NA
"SymbC1.scaffold5594.2",5.242409,0.3244187,0.3449637,NA
"SymbC1.scaffold3683.3",14.37209,0.3237976,0.1036751,0.4529942
"SymbC1.scaffold3808.3",1.252705,0.32377,0.6479392,NA
"SymbC1.scaffold2810.4",14.59247,0.3236186,0.1269533,0.4852123
"SymbC1.scaffold6728.2",0.4759106,0.3235825,0.789215,NA
"SymbC1.scaffold4146.6",5.239027,0.3233725,0.3454719,NA
"SymbC1.scaffold839.2",7.254935,0.3231122,0.2659899,NA
"SymbC1.scaffold5567.3",4.063983,0.3230752,0.3983533,NA
"SymbC1.scaffold852.3",16.3195,0.322994,0.09031077,0.4278422
"SymbC1.scaffold1036.8",7.540905,0.3228873,0.3783841,NA
"SymbC1.scaffold6132.4",3.008054,0.3228387,0.4898352,NA
"SymbC1.scaffold1880.2",447.0245,0.3228083,1.883916e-05,0.00366301
"SymbC1.scaffold1636.3",29.14093,0.3226223,0.08620143,0.4211488
"SymbC1.scaffold462.6",12.15924,0.3224728,0.1354347,NA
"SymbC1.scaffold3143.1",34.3841,0.3224422,0.04640504,0.3185157
"SymbC1.scaffold5512.2",54.44485,0.3223286,0.01143203,0.1635643
"SymbC1.scaffold2450.6",72.81871,0.3222835,0.001234173,0.0504514
"SymbC1.scaffold5664.1",2.428189,0.3222234,0.5296556,NA
"SymbC1.scaffold9917.2",11.01015,0.3221784,0.2129742,NA
"SymbC1.scaffold429.12",23.32577,0.3220562,0.03692332,0.287458
"SymbC1.scaffold3940.1",32.47129,0.3220397,0.02872742,0.2589557
"SymbC1.scaffold5922.2",13.83892,0.3220027,0.1188987,NA
"SymbC1.scaffold7963.1",31.29442,0.321919,0.03185067,0.2712714
"SymbC1.scaffold8388.1",1.437763,0.3215809,0.6322073,NA
"SymbC1.scaffold8520.1",3.038976,0.3215591,0.4624997,NA
"SymbC1.scaffold173.1",126.0513,0.3215266,0.0147067,0.1835735
"SymbC1.scaffold1908.5",23.25738,0.3214242,0.1065287,0.4562346
"SymbC1.scaffold6945.1",78.94736,0.3214224,0.008633398,0.1442529
"SymbC1.scaffold6322.3",42.18373,0.3213977,0.009495009,0.1500014
"SymbC1.scaffold44.11",57.06984,0.3213291,0.01456844,0.1831321
"SymbC1.scaffold65.11",0.9251789,0.3211611,0.701495,NA
"SymbC1.scaffold2799.5",77.78994,0.3210917,0.002423544,0.07372478
"SymbC1.scaffold1908.9",75.66443,0.3209729,0.008943961,0.1464122
"SymbC1.scaffold10234.1",2.676557,0.3209092,0.5245477,NA
"SymbC1.scaffold90.11",29.8203,0.3208775,0.02413896,0.2392229
"SymbC1.scaffold5303.1",2.947199,0.3206375,0.4898454,NA
"SymbC1.scaffold5513.1",4.64936,0.3201388,0.4221468,NA
"SymbC1.scaffold7934.1",30.37676,0.3200876,0.03877253,0.2941591
"SymbC1.scaffold5686.3",1.924662,0.3199057,0.555479,NA
"SymbC1.scaffold5575.5",44.18374,0.3198495,0.02119415,0.2242942
"SymbC1.scaffold2762.1",35.37245,0.3198213,0.03946652,0.2974693
"SymbC1.scaffold3822.6",40.96934,0.3197426,0.05670924,0.3496148
"SymbC1.scaffold4784.4",4.011021,0.3197171,0.4145249,NA
"SymbC1.scaffold9097.1",10.59496,0.31968,0.1969222,NA
"SymbC1.scaffold2679.4",2.711514,0.3196739,0.5066457,NA
"SymbC1.scaffold1539.3",3.751313,0.3195603,0.4076836,NA
"SymbC1.scaffold9042.2",1.181867,0.3194286,0.6479868,NA
"SymbC1.scaffold13171.1",0.6724718,0.3193995,0.7223715,NA
"SymbC1.scaffold559.4",11.39083,0.3192101,0.1733354,NA
"SymbC1.scaffold6961.4",8.00618,0.3187263,0.2453861,NA
"SymbC1.scaffold2125.2",27.97794,0.3185276,0.1989804,0.5738234
"SymbC1.scaffold2390.1",61.22278,0.3184475,0.001915662,0.06543453
"SymbC1.scaffold3428.5",91.99177,0.3183768,0.0001738385,0.01624114
"SymbC1.scaffold6106.2",40.01184,0.3183475,0.04938755,0.3267939
"SymbC1.scaffold7808.1",34.42868,0.3183256,0.01844061,0.2086849
"SymbC1.scaffold1497.5",53.65918,0.3182823,0.01743343,0.2024467
"SymbC1.scaffold1039.1",1.446423,0.318263,0.6456705,NA
"SymbC1.scaffold4533.1",6.700234,0.3181691,0.2658436,NA
"SymbC1.scaffold139.11",7.064338,0.3180444,0.2830362,NA
"SymbC1.scaffold1106.1",30.53365,0.3178735,0.04911786,0.326005
"SymbC1.scaffold794.5",5.532486,0.3176358,0.3502629,NA
"SymbC1.scaffold568.2",0.7930586,0.3175625,0.7138664,NA
"SymbC1.scaffold1707.6",85.01031,0.3175118,0.003167044,0.08502861
"SymbC1.scaffold6237.1",18.94022,0.3174902,0.1040197,0.4532706
"SymbC1.scaffold13794.1",13.28815,0.3174744,0.1433342,NA
"SymbC1.scaffold477.1",8.843627,0.3174201,0.2281197,NA
"SymbC1.scaffold17916.1",9.067982,0.3173855,0.2273126,NA
"SymbC1.scaffold4518.1",10.17128,0.3173805,0.1852874,NA
"SymbC1.scaffold4516.3",18.07797,0.3173583,0.07720489,0.4008523
"SymbC1.scaffold7854.2",30.76807,0.3172796,0.04127684,0.3043289
"SymbC1.scaffold7632.2",38.03214,0.3172347,0.01046298,0.1567999
"SymbC1.scaffold3051.3",50.51826,0.317231,0.02841765,0.2577644
"SymbC1.scaffold6132.5",35.69143,0.3171276,0.04919859,0.3261127
"SymbC1.scaffold150.10",2.036591,0.3169221,0.5601939,NA
"SymbC1.scaffold115.11",30.06033,0.3168457,0.04750846,0.3207985
"SymbC1.scaffold7051.1",5.824196,0.316816,0.35496,NA
"SymbC1.scaffold9248.2",14.47053,0.3168089,0.1572787,0.5271356
"SymbC1.scaffold1586.2",12.24716,0.3167524,0.2394865,NA
"SymbC1.scaffold3436.8",3.439694,0.3165703,0.4929735,NA
"SymbC1.scaffold8331.2",15.63678,0.3165482,0.1731764,0.5451348
"SymbC1.scaffold12419.1",0.8027312,0.3164675,0.702059,NA
"SymbC1.scaffold9156.2",7.74617,0.3164573,0.298472,NA
"SymbC1.scaffold2586.1",53.43271,0.3163521,0.009046262,0.1473637
"SymbC1.scaffold693.3",32.59557,0.3161912,0.1296162,0.49061
"SymbC1.scaffold4473.3",6.213531,0.3161198,0.4196599,NA
"SymbC1.scaffold3781.4",22.75429,0.3161009,0.05711066,0.3500896
"SymbC1.scaffold3731.5",17.15973,0.316062,0.1194598,0.4768957
"SymbC1.scaffold4142.3",62.88405,0.3159787,0.002596351,0.07675683
"SymbC1.scaffold1478.3",14.46096,0.3158752,0.2199803,0.5982107
"SymbC1.scaffold649.10",61.80969,0.3158553,0.00765355,0.1357588
"SymbC1.scaffold4028.6",21.40517,0.3158296,0.07526367,0.3978541
"SymbC1.scaffold6275.6",11.46368,0.3157974,0.1929651,NA
"SymbC1.scaffold2213.6",42.98773,0.3157612,0.2758836,0.650121
"SymbC1.scaffold1009.2",22.79147,0.3157036,0.06879622,0.3814857
