"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SymbC1.scaffold1932.2",80.2795088349777,-1.25452959816044,0.38659378498649,-3.24508475531824,0.00117415670900256,0.0947926699259957
