Gene,Hw1-4a,Hw1-4b,Hw1-4c,Hw2-4a,Hw2-4b,Hw2-4c,Wt1-4a,Wt1-4b,Wt1-4c,Wt2-4a,Wt2-4b,Wt2-4c
CML8,115,104,70,179,132,102,60,52,148,67,64,176
CML8,26,17,9,18,12,9,10,10,17,2,9,13
cmpk,16,4,2,12,3,7,11,12,44,22,21,35
cmpk1,32,19,11,15,5,8,27,31,109,29,35,70
CngA,89,59,44,72,36,48,7,7,12,32,39,94
CNGA1,32,35,31,94,49,70,26,31,78,28,63,128
CNGA3,129,94,76,122,107,81,30,32,93,39,24,81
CNGA3,82,69,65,156,83,89,73,73,216,75,79,183
CNJC,88,70,71,62,59,45,68,50,161,48,46,116
CNN3,242,169,111,184,123,110,178,192,529,170,178,397
cnnm4,4,4,0,5,3,3,4,6,9,4,5,13
CNNM4,81,51,40,116,69,70,58,48,159,63,75,162
cnnm4,40,38,26,76,50,36,36,50,117,43,43,105
cnot1,26,28,14,59,36,29,26,18,60,25,34,104
Cnot10,246,168,153,314,183,159,64,56,171,127,135,327
cnot11,49,44,32,82,56,58,45,49,119,34,51,110
Cnot4,127,97,76,150,131,95,63,53,163,73,82,151
CNR10,55,51,37,64,46,51,64,55,169,73,98,208
CNR10,97,74,70,109,59,59,53,50,171,57,52,137
coaE,15,6,7,12,10,14,13,11,27,5,10,32
cobB,36,27,37,56,41,27,47,59,158,61,32,86
cobB2,2,2,0,1,2,4,6,3,12,6,4,4
cobB2,75,47,26,90,51,54,39,33,108,38,23,92
cocE,19,30,11,33,40,27,6,11,33,17,7,24
cof,2,0,2,0,0,2,3,3,3,4,1,9
cof,1,3,0,37,41,33,17,10,37,19,30,48
cofF,7,10,9,27,17,9,5,8,28,15,9,34
cofG,0,0,0,0,0,1,17,12,36,0,0,0
Cog5,103,94,75,136,97,70,29,35,65,62,94,185
COL6A2,63,51,23,81,51,30,38,28,115,52,81,176
comEB,11,10,4,12,7,9,4,5,19,2,2,7
COMT,17,28,17,27,18,21,15,8,46,11,15,26
COMT,13,6,5,4,12,5,6,4,30,19,21,40
Comt,24,21,14,35,18,18,11,13,22,17,20,23
COMT,70,40,33,65,49,25,23,19,52,25,37,60
Comt,23,14,13,20,19,19,13,18,31,10,5,19
Comt,70,48,30,85,60,44,48,43,138,57,49,135
Comt,2,4,0,3,4,2,3,9,18,10,4,16
COMT,147,103,86,156,110,94,92,97,266,110,139,269
copA,71,56,47,96,64,74,29,27,54,25,16,39
copb,81,54,60,127,87,72,69,42,140,56,76,171
Copb2,285,170,139,421,345,295,196,179,529,206,272,528
copb2,43,34,23,22,26,22,8,21,61,16,18,57
COQ11,312,324,300,363,307,295,152,197,323,144,95,300
cox1/2,113,77,67,156,88,67,38,30,105,64,66,145
COX11,153,112,89,231,191,117,93,71,236,95,71,198
CP3,106,76,54,56,52,41,48,42,118,65,34,93
cpar-1,34,29,12,29,28,22,9,9,32,22,14,26
CPE0231,85,67,41,113,81,59,32,26,81,33,31,98
CPK1,23,10,3,26,28,26,14,19,54,21,17,49
CPK1,29,31,23,86,34,47,32,47,114,49,37,70
CPK1,105,94,71,144,110,112,26,28,63,29,30,76
CPK1,73,51,35,102,59,52,73,56,193,93,103,228
CPK1,51,46,34,92,46,48,11,9,33,18,17,46
CPK1,9,5,6,5,5,6,3,10,4,5,2,9
CPK1,58,37,40,64,34,36,28,56,117,40,81,121
CPK1,29,20,12,25,22,18,15,25,57,30,20,56
CPK1,40,28,18,51,40,35,39,24,109,39,52,101
CPK15,52,48,36,89,62,47,64,64,162,55,69,157
CPK16,14,3,7,10,10,9,19,11,36,9,16,39
CPK16,39,47,38,65,35,26,24,31,67,26,30,88
CPK17,89,67,51,107,87,65,13,18,54,23,37,76
CPK19,133,112,95,334,225,235,99,126,260,85,148,258
CPK19,2,3,3,14,12,10,6,6,5,9,4,13
CPK2,16,13,6,21,18,14,26,33,67,22,38,68
CPK2,110,92,63,86,78,49,15,33,68,35,35,73
CPK2,118,95,72,288,207,163,103,114,318,106,154,331
CPK2,84,53,38,139,89,67,60,73,202,78,72,158
CPK2,86,71,42,134,68,70,21,19,63,48,53,103
CPK2,30,37,39,65,21,30,61,43,121,43,51,94
CPK2,123,83,76,194,107,122,79,61,202,86,121,261
CPK2,16,19,12,24,12,12,42,40,92,37,23,58
CPK2,52,36,22,67,54,59,53,44,128,46,75,145
CPK2,2,0,2,1,1,0,2,2,6,4,2,2
CPK2,35,12,12,21,25,19,12,5,23,11,4,14
CPK2,51,31,26,60,47,46,24,24,79,36,12,53
CPK2,50,38,51,106,85,71,63,55,177,70,100,153
CPK2,19,18,8,30,13,18,13,12,39,25,14,50
CPK2,21,20,19,68,40,38,29,21,84,24,12,47
CPK2,173,135,106,269,222,174,39,54,128,111,43,196
CPK2,176,125,105,277,155,127,87,77,260,65,61,134
CPK2,18,16,9,18,9,5,13,5,28,11,7,16
CPK2,110,90,66,179,131,114,45,59,147,96,103,224
CPK2,204,186,168,280,180,151,88,98,212,121,161,300
CPK2,13,16,12,17,8,14,4,8,14,5,2,10
CPK2,77,63,29,72,59,49,55,42,140,56,80,156
CPK25,68,54,47,77,51,44,45,55,131,56,53,144
CPK26,1,0,1,1,2,0,7,5,14,7,6,12
CPK26,44,26,21,62,49,56,21,26,65,47,43,118
CPK3,61,55,32,88,48,34,11,13,30,21,37,83
CPK3,9,11,4,23,6,10,3,5,15,5,5,8
CPK3,33,21,14,49,34,40,27,29,69,33,24,70
CPK3,60,56,31,241,171,142,107,74,250,72,99,198
CPK34,17,23,13,20,13,17,47,57,123,48,51,125
CPK4,74,64,61,139,81,79,57,61,183,76,75,150
CPK4,132,99,85,248,159,135,79,88,274,114,81,264
CPK7,41,38,22,56,37,29,44,55,136,45,50,155
CPK8,0,1,1,4,6,2,12,10,13,13,6,9
CPN60I,40,35,22,80,46,46,31,40,94,64,28,88
CPPED1,121,114,72,146,92,75,78,53,173,2,0,5
cpr-1,152,123,91,141,103,94,143,137,370,143,199,413
cpr-5,6,2,2,9,3,0,3,0,8,1,0,2
cpr-c2,66,49,38,93,63,52,30,29,98,29,7,55
cprA,72,49,35,62,49,26,99,86,224,124,150,311
cprG,4,9,5,8,10,8,10,20,43,15,17,27
cpsf3,31,16,15,36,29,23,14,5,25,12,8,24
CPSF30,79,56,40,63,50,52,38,33,98,30,41,104
cpsf5,18,23,13,37,16,23,28,30,73,23,30,60
cpt,32,14,16,42,31,16,29,26,74,25,50,81
CPX1,53,26,24,112,95,48,76,76,177,69,110,182
cr-1,194,131,133,314,162,182,129,151,394,146,151,313
CRBN,202,153,124,198,151,134,130,95,284,138,84,280
CRK,49,35,27,56,33,29,27,31,66,29,17,42
CRK1,77,90,65,91,50,53,33,29,114,50,50,109
CRK2,88,84,58,113,102,58,41,40,106,41,55,113
CRK6,17,23,18,17,14,8,6,9,23,16,7,29
CRMB1,63,42,39,81,66,75,56,78,124,78,80,186
crop,100,59,38,94,74,48,37,30,88,34,31,108
crp-46,57,59,51,79,52,49,11,21,39,27,5,35
crt,20,22,15,32,19,18,6,8,25,8,3,14
CRTISO1,109,97,101,178,110,115,75,91,196,74,102,176
CRTISO2,141,115,134,228,172,131,83,86,171,92,52,134
crtp1,79,47,38,94,51,64,50,49,127,41,75,112
crtp3,9,7,3,3,9,1,14,12,19,13,5,27
cry,13,10,3,7,14,3,13,13,44,15,11,24
cry,13,17,11,22,7,17,27,23,75,23,18,55
cry-dash,38,34,28,99,86,76,23,14,56,19,13,28
CRYZ,1,0,0,0,0,0,9,9,22,2,3,5
CSB,185,147,101,209,153,120,63,66,218,77,106,216
csd,197,155,145,228,169,168,184,141,442,188,205,413
csd,105,68,67,95,85,87,41,45,153,50,26,87
CSDE1,43,23,21,47,30,22,15,30,73,32,22,63
CSE,98,65,36,115,84,54,93,74,232,91,65,219
CSH1,15,7,8,16,16,11,4,7,19,6,7,14
cshE,152,140,118,275,191,166,71,87,214,85,59,155
CSM3,131,119,94,192,104,110,33,32,92,44,61,140
CSNK1A1,84,79,61,63,53,30,26,27,77,32,42,122
CSNK1A1,47,33,28,36,13,25,11,15,40,16,18,49
CSP41A,35,21,26,48,39,36,37,20,80,40,26,80
CSP41B,44,21,30,56,52,50,67,63,202,87,72,211
cspA,27,24,19,35,13,14,5,18,35,17,8,22
cspA,73,40,39,81,55,38,26,45,97,29,14,72
cspE,22,17,10,24,19,14,12,8,24,15,6,18
cspLB,114,93,70,182,114,102,60,57,152,76,50,172
cspLB,78,70,51,100,71,68,66,60,178,82,84,202
cspLB,38,31,21,52,42,28,18,26,52,14,25,48
cspLB,0,0,1,0,4,1,2,0,1,1,1,10
Cstb,38,26,17,40,28,19,10,10,36,9,3,23
Cstf2t,60,34,38,75,55,33,32,33,86,29,25,70
CSTF77,164,122,108,207,130,116,74,71,240,86,62,187
CTDSPL2,21,24,27,62,30,39,23,28,76,35,32,80
ctdspl2-b,230,160,127,311,231,178,101,97,268,105,136,324
CTHT_0041970.1,58,39,32,59,55,40,20,22,54,25,29,86
CTNNBL1,41,25,17,57,35,39,30,27,65,23,34,82
Ctob_000786,30,17,17,26,13,13,41,27,80,31,25,70
Ctob_001722,0,0,0,0,0,0,8,12,26,7,39,42
Ctob_005833,59,52,46,65,50,39,35,41,69,28,26,48
Ctob_010821,125,96,71,171,109,98,90,73,214,71,69,208
Ctob_012858,35,27,20,37,26,23,22,21,75,16,28,50
Ctob_015318,31,17,13,36,22,15,16,21,43,19,21,42
CTSB,337,250,155,397,278,236,156,154,497,206,176,496
ctsd,165,126,83,187,136,116,83,82,212,86,99,246
CTSD,168,108,70,186,171,125,38,39,84,52,42,111
CTSE,160,140,107,246,137,120,108,115,296,108,53,167
Ctse,77,80,59,90,65,57,29,31,87,27,35,83
Ctse,71,47,51,65,53,37,48,57,149,60,67,168
Ctse,4,4,5,14,10,7,8,3,19,9,17,46
CTSE,384,298,183,511,314,263,126,106,346,132,207,347
Ctsz,89,76,84,122,94,81,18,19,52,28,28,56
CTTNBP2,12,9,5,24,13,8,4,2,17,7,4,9
cul-3,18,12,12,54,41,28,21,22,54,31,14,53
CUL3A,60,34,35,71,45,60,50,57,146,33,81,136
CUL3B,16,20,5,19,12,18,15,14,27,14,17,28
cwc2,22,9,15,31,16,23,23,18,53,29,9,49
CWC27,58,33,19,152,117,106,58,55,183,32,31,68
cya,83,84,64,155,86,98,108,93,255,93,151,256
cya,204,150,116,324,199,195,165,121,350,134,243,417
cya,74,46,32,72,52,46,70,81,178,73,110,249
cya1,98,55,37,111,66,79,75,63,206,68,85,246
cyaA,90,71,76,138,76,58,124,119,298,105,134,248
CYB2,35,20,13,17,11,14,14,9,37,21,27,56
CYB2,4,5,0,12,19,10,20,11,34,9,14,37
CYB5D1,132,80,62,115,55,47,23,31,83,39,31,75
cyb5r1,4,2,0,10,5,10,7,9,37,6,3,22
cyb5r2,1,0,3,1,1,3,1,0,0,1,0,1
cyb5r2,40,30,27,24,17,18,25,28,58,29,26,52
cyb5r2,190,127,87,362,271,237,167,164,454,149,244,532
cyb5r2,78,65,61,112,64,59,23,19,81,35,26,69
cyb5r2,7,2,3,8,5,6,4,3,6,1,1,5
cyb5r2,121,89,70,181,131,121,31,30,78,41,56,90
Cyb5r4,21,13,8,28,14,22,11,20,30,7,14,37
CYCU4-1,76,61,58,107,63,59,40,41,105,61,63,119
cyn-7,34,21,12,39,20,18,28,26,76,34,14,50
CYP-1,106,84,56,170,108,93,57,78,186,67,58,149
CYP10,79,73,44,128,63,73,35,42,109,33,53,116
cyp120,116,83,48,101,72,67,33,29,76,49,36,101
cyp144,51,36,23,29,18,14,35,35,71,22,18,68
CYP19-2,71,68,37,95,62,49,39,21,71,40,21,79
CYP19-3,92,62,35,173,112,88,56,57,145,68,79,168
CYP24A1,49,35,15,16,20,13,19,18,62,11,10,23
CYP27A1,405,277,234,426,309,270,170,197,476,189,214,513
CYP3,63,51,41,97,69,37,34,23,87,33,15,42
CYP38,15,11,12,16,13,16,13,14,50,21,26,55
CYP40,132,95,69,206,124,100,52,59,176,54,67,155
CYP4C21,62,47,27,58,50,55,37,39,105,36,25,61
cyp5,243,165,150,314,205,206,109,108,332,114,131,303
CYP505,145,107,110,164,83,82,68,68,162,97,57,218
CYP71,64,70,40,121,72,56,47,51,124,52,59,152
CYP76B6,45,34,27,64,53,42,61,66,148,65,75,131
CYP94A1,39,27,36,55,39,37,21,20,46,30,18,57
CYP97A3,23,10,8,16,16,18,5,7,26,6,10,22
cys12,14,13,9,23,17,15,18,18,28,12,20,31
cysA,2,2,3,3,1,4,1,4,2,1,0,1
cysA,53,36,30,92,48,41,8,10,25,16,18,57
cysA,10,4,5,15,12,7,14,13,41,11,4,22
cysK,12,4,5,8,5,3,5,11,23,10,10,17
cysK,28,16,24,43,27,30,12,11,25,11,5,27
cysK,21,20,14,37,29,20,14,7,20,11,11,20
Cyt-b5,15,14,11,35,18,18,13,6,27,11,8,30
Cyt-b5,29,22,14,51,30,35,38,36,88,46,57,96
Cyt-b5,88,63,53,112,91,91,44,37,98,55,39,112
Cyt-b5,378,264,199,553,380,272,232,199,552,318,275,671
Cyt-b5,4,4,1,5,4,10,5,4,16,7,5,21
Cyt-b5,168,138,84,280,201,146,178,162,419,184,136,411
Cyt-b5,49,45,37,99,75,53,86,81,235,73,26,116
CYTB5-D,219,152,117,257,146,142,141,130,350,127,109,294
D27,166,133,158,240,149,132,111,112,222,85,129,283
D27,32,22,10,14,10,6,9,10,28,4,10,25
d2hgdh,74,43,46,63,59,54,30,29,99,43,28,75
D7OMT,4,0,0,7,2,2,2,4,10,3,1,6
dadA,35,28,22,55,30,46,27,23,82,34,36,89
daf-36,56,56,41,59,62,39,30,35,90,31,24,55
Dagla,134,90,83,167,112,104,57,77,162,64,92,161
dap4,101,81,37,145,100,79,62,49,166,77,87,153
DAPB2,70,55,52,118,79,64,53,53,120,49,37,101
Dapk1,23,26,29,19,14,11,9,9,19,9,10,20
Dapk1,32,37,30,35,40,23,10,17,33,21,13,27
davT,209,141,101,307,199,194,165,125,384,170,226,446
daw1,59,47,38,43,25,25,18,14,39,18,35,48
DAW1,4,2,1,7,6,5,7,4,16,8,6,7
Daw1,53,28,42,50,41,35,18,19,48,22,50,78
dbo,11,7,5,20,13,11,9,8,51,13,27,40
DBP2,79,45,33,96,65,69,45,47,129,42,26,61
DBP2,233,147,116,515,365,300,208,204,520,221,136,386
dbp9,150,90,66,262,174,138,84,84,248,105,108,243
dcakd,0,2,2,15,4,7,9,5,26,11,12,16
dcd2A,53,31,16,52,41,32,26,24,56,15,20,53
DCL2B,39,48,29,96,58,52,38,49,97,59,34,113
DCP5,134,106,86,173,129,95,93,108,237,106,129,306
Dcps,53,27,18,30,28,24,7,7,22,11,9,21
DCUN1D2,20,9,10,33,23,22,19,17,53,12,24,49
DCXR,42,41,19,44,28,45,21,8,45,22,11,53
DD3-3,649,465,355,711,521,503,529,475,1392,662,724,1602
DD3-3,55,39,37,89,60,50,19,11,41,14,23,50
DD3-3,61,63,48,150,72,84,71,61,183,79,96,204
ddaC,167,130,113,270,201,174,137,138,346,147,107,325
ddaD,12,12,9,25,30,21,20,14,33,17,9,23
ddaF,20,11,16,88,60,54,11,23,48,23,18,30
ddaF,64,42,19,79,70,45,56,30,141,50,61,109
DDB_G0267514,47,29,23,65,44,37,59,49,122,50,28,98
DDB_G0267588,1,4,0,2,2,1,8,5,6,5,11,17
DDB_G0269722,71,57,46,105,77,53,31,33,107,22,31,74
DDB_G0269880,194,133,93,329,222,161,167,151,438,210,245,545
DDB_G0270104,9,11,9,10,4,5,2,2,3,6,1,5
DDB_G0271682,67,48,38,105,44,56,40,53,142,39,59,139
DDB_G0272544,1,5,0,2,4,4,9,7,24,9,7,23
DDB_G0273199,232,188,163,314,193,182,393,403,955,317,166,487
DDB_G0274201,20,19,12,31,24,25,15,3,22,14,12,26
DDB_G0274251,50,37,41,104,70,50,46,59,146,60,76,144
DDB_G0274527,45,40,40,87,75,54,17,18,43,14,17,43
DDB_G0275025,330,247,213,530,270,247,116,147,361,156,239,434
DDB_G0275057,120,87,64,110,87,79,21,25,78,43,49,113
DDB_G0276461,381,267,224,646,442,382,288,241,713,278,366,734
DDB_G0279405,88,73,71,114,94,72,60,67,148,38,27,77
DDB_G0279405,30,13,15,42,23,15,10,16,30,18,6,24
DDB_G0283913,70,50,35,55,39,32,44,46,108,60,68,123
DDB_G0283913,5,5,1,6,4,5,16,21,50,4,5,10
DDB_G0283913,257,191,166,440,231,222,181,196,494,229,283,561
DDB_G0284019,192,161,110,195,162,132,91,95,243,121,85,256
DDB_G0284251,36,29,26,95,57,50,44,36,113,42,29,75
DDB_G0284661,4,8,3,2,1,5,2,1,4,3,6,7
DDB_G0286311,69,47,44,108,77,61,66,59,134,47,60,127
DDB_G0288475,2,1,3,1,2,3,6,6,13,5,3,14
DDB_G0290965,5,2,5,6,6,5,29,22,72,37,30,58
ddeIM,57,41,22,99,49,79,48,44,116,73,99,172
ddl,5,6,0,0,0,0,0,0,1,0,0,0
ddx21-b,55,33,32,70,48,28,65,56,176,65,64,166
DDX23,75,42,26,85,69,47,26,23,72,34,15,67
DDX5,54,22,28,87,49,47,32,23,68,27,40,91
DDX51,16,6,5,28,23,21,11,7,22,5,3,8
ddx52,22,17,15,19,16,18,11,10,25,15,17,18
Ddx54,45,39,19,71,55,38,55,50,127,49,66,145
DDX55,86,70,42,129,95,70,29,32,90,30,39,92
ddx6,152,112,70,225,163,122,100,86,264,94,116,297
DED1,244,187,155,341,265,197,162,174,414,141,173,337
DED1,156,132,81,160,169,118,73,75,234,84,89,198
DED1,22,18,15,43,22,21,31,24,87,40,20,68
DED1,109,57,60,179,101,114,24,31,103,42,47,117
def,15,8,4,21,8,9,18,16,40,10,22,54
DEGP1,36,35,17,25,21,9,16,15,41,10,12,29
DEGP1,25,21,20,103,62,49,59,45,143,37,44,107
DEGP1,110,73,78,101,70,57,127,128,293,112,138,271
DEGP1,46,29,10,55,46,32,35,32,53,37,29,76
DEGP2,4,5,3,6,5,6,14,4,22,11,13,27
DEK1,70,58,30,89,60,46,9,7,34,50,32,90
DEK1,150,123,78,206,118,96,73,62,189,71,90,209
DEK1,181,128,100,195,131,145,22,13,59,28,37,89
DEK1,158,111,70,153,111,118,40,31,86,41,59,116
DEK1,31,26,17,42,26,24,35,23,92,33,29,63
DEK1,119,94,66,143,112,71,40,44,120,33,37,93
DEK1,102,70,46,192,148,107,53,70,177,89,91,219
denD,93,80,46,121,96,74,37,36,102,35,54,107
Depdc5,15,7,7,28,22,10,15,16,39,9,15,31
der,111,71,41,140,81,67,68,77,235,74,77,189
DER2.2,200,173,177,283,199,185,76,77,174,83,158,272
DES,10,9,12,24,15,20,18,16,49,21,24,52
des,50,25,33,61,43,28,38,33,78,29,50,87
DES5,57,44,29,77,55,47,23,42,69,27,34,61
desA3,17,13,11,18,18,13,5,10,13,6,5,17
desA3,98,91,54,157,105,95,60,71,195,84,112,186
DESI1,78,58,46,116,88,64,45,31,129,71,91,165
desi2,61,39,22,88,79,64,48,44,116,54,27,152
desi2,189,138,109,382,214,207,121,107,292,159,170,391
DET1,32,25,14,36,22,14,18,16,43,25,20,61
dfa,52,54,28,17,13,13,51,57,160,76,103,218
dfa,6,8,9,8,0,1,16,8,24,4,12,38
DGAT2,21,11,8,12,1,11,36,42,84,39,52,115
DGAT2,241,168,146,274,205,167,113,142,365,166,157,348
dgat2,367,262,191,488,358,329,174,152,430,210,223,491
DGAT2D,3,3,1,3,2,3,12,22,36,17,24,42
DGCR14,116,100,74,149,102,82,77,63,176,67,81,165
DGCR14,6,5,0,3,3,2,29,27,82,8,23,33
DGK3,129,113,82,168,110,89,72,69,208,71,70,161
Dgkg,6,1,0,3,3,3,6,9,20,8,1,17
DHAR2,29,27,28,38,19,19,17,11,47,24,4,31
DHC1,8,11,7,22,11,5,17,11,46,10,27,34
DHC1,63,52,48,97,64,53,60,57,156,66,62,157
DHC1,18,6,3,19,19,9,17,19,47,15,16,43
DHC10,6,18,13,63,21,31,21,21,58,16,52,69
Dhcr24,13,11,11,16,8,14,6,9,24,11,2,16
DHCR24,56,42,36,94,53,50,65,54,180,65,130,209
DHH1,33,18,22,33,31,24,24,33,71,19,31,64
Dhps,217,140,118,253,201,146,74,78,239,101,86,252
Dhrs1,70,71,42,114,70,65,52,43,128,49,24,89
DHRS1,20,18,12,51,37,21,18,34,50,30,18,48
DHRS13,15,8,8,6,11,5,10,12,31,15,7,20
DHRSX,48,43,32,117,85,71,49,55,140,45,61,120
dhx29,14,8,7,15,16,9,25,16,54,18,25,77
DHX30,3,1,3,5,10,4,5,6,15,11,9,15
DHX34,81,73,67,135,81,75,61,65,151,58,27,104
DHX34,10,6,10,14,7,9,3,5,14,3,1,9
DHX34,36,40,38,52,34,35,25,28,61,10,15,47
Dhx36,12,11,7,13,14,10,12,10,33,7,4,19
Dhx36,557,401,276,707,473,459,384,343,974,353,492,925
DHX38,36,29,23,38,31,27,48,33,87,34,42,94
DHX38,53,40,24,89,58,51,49,33,120,53,37,98
DHX38,242,189,155,234,151,126,105,105,242,111,90,238
DHX8,31,19,15,29,19,29,51,55,111,61,56,122
DIMT1,155,102,75,194,135,111,135,119,293,99,114,217
DIMT1,127,85,71,61,51,39,107,97,309,116,189,365
DIMT1,23,10,13,27,12,11,36,29,99,52,69,115
DIP13,103,75,72,209,142,103,42,33,99,30,45,120
disp1,68,53,45,69,49,47,43,30,85,32,41,96
DISP3,99,81,60,205,100,107,84,94,213,78,149,259
DISP3,15,12,13,40,29,19,17,15,55,30,22,70
DISP3,103,66,68,172,101,109,88,77,279,74,98,232
DIT2-1,55,24,38,69,57,35,33,37,96,43,64,109
dj-1beta,56,36,32,60,23,32,26,31,74,19,17,59
DJ1B,25,12,9,37,23,10,10,9,26,11,3,26
dkgB,189,165,111,259,174,155,152,152,446,200,246,561
dlcA,29,17,10,33,26,15,5,7,30,6,7,13
dld,127,89,50,164,121,95,126,118,353,145,166,390
dlpC,250,150,154,325,219,229,169,114,429,139,122,337
Dmc1,2,3,3,1,1,4,7,13,14,6,7,16
dmdB,40,21,14,47,29,25,17,19,49,13,9,31
Dml,7,3,1,6,2,4,8,5,18,8,7,14
DMXL2,132,102,71,171,121,89,52,55,170,80,41,121
DNAAF1,79,52,38,101,63,42,32,42,106,44,32,72
Dnah1,52,35,33,61,41,33,63,47,141,68,72,158
DNAH1,51,32,27,64,23,32,13,11,27,6,13,34
DNAH1,119,91,56,152,69,76,33,26,87,44,63,138
DNAH1,17,6,11,24,20,19,27,31,87,31,47,105
DNAH1,1,3,0,4,1,2,1,2,9,2,4,14
DNAH1,2,0,4,5,0,1,2,3,8,8,5,11
Dnah1,67,52,30,124,74,65,79,87,168,88,119,244
DNAH12,11,6,2,18,11,7,6,9,26,18,12,34
DNAH12,2,0,0,1,0,0,1,0,5,1,0,6
DNAH12,144,92,91,173,121,89,125,124,328,134,165,366
Dnah2,1,1,2,4,4,2,3,5,8,2,4,9
Dnah3,3,4,4,7,5,7,9,5,12,7,4,21
Dnah5,187,164,117,370,221,182,98,109,290,114,140,271
DNAH6,50,51,34,74,39,46,57,61,154,43,57,119
DNAH6,1,5,3,5,2,2,5,8,13,3,6,16
DNAH7,3,3,1,15,5,3,2,11,18,7,7,17
DNAH7,115,93,66,204,158,118,59,66,175,101,156,243
DNAH7,51,38,23,62,59,60,5,6,43,21,17,43
DNAH7,3,1,2,2,3,2,6,2,15,4,3,9
Dnah7,9,5,5,6,3,8,10,11,27,13,7,25
DNAH8,92,64,37,91,86,70,25,32,72,40,37,88
DNAH9,5,9,1,11,6,4,12,12,22,6,8,31
dnaJ,12,10,5,17,13,6,10,11,36,17,10,35
dnaJ,127,99,108,119,97,76,57,94,153,65,57,163
dnaJ,28,12,17,46,39,36,15,23,70,19,7,21
dnaJ,39,34,18,75,44,35,41,35,137,39,56,114
dnaJ,7,7,3,1,2,0,2,4,11,6,12,20
dnaJ,49,46,36,99,70,78,28,31,78,51,66,148
dnaJ,16,8,6,21,18,15,3,6,14,10,0,12
dnaJ,107,72,61,149,102,99,91,87,227,82,105,208
dnaJ,13,4,4,14,14,15,33,32,80,21,52,103
dnaJ,1,1,1,2,4,4,2,5,17,6,15,17
dnaJ,3,3,1,1,2,1,16,9,36,3,0,7
dnaJ,107,92,64,125,79,61,39,39,123,50,44,148
dnaJ,25,18,13,30,25,17,7,9,41,15,11,22
dnaJ,8,5,7,8,13,11,10,12,26,10,4,26
DNAJ1,141,84,86,168,152,102,119,102,267,147,102,307
DNAJ1,13,12,10,31,13,16,0,2,2,2,2,6
DNAJ1,8,4,1,19,7,8,10,7,32,8,7,16
dnaJ1,12,12,6,15,14,10,13,9,35,11,16,25
dnaJ2,4,2,4,5,1,5,18,18,58,4,6,6
Dnajb12,74,56,39,102,76,61,33,29,70,31,29,90
dnajb14,14,5,6,10,11,8,17,15,33,14,21,40
DNAJB2,29,19,12,29,19,27,34,31,78,37,37,63
Dnajb4,80,55,43,84,60,45,37,38,94,51,27,81
Dnajb5,2,1,1,3,2,0,4,1,5,2,0,4
Dnajb5,17,14,16,2,0,3,0,0,0,0,0,1
Dnajb8,76,73,60,99,66,48,37,31,121,36,48,108
Dnajb9,33,19,21,34,29,24,15,12,39,10,6,26
Dnajc12,38,44,20,62,48,41,16,22,59,27,12,37
DNAJC17,19,20,11,33,21,20,23,16,67,17,23,46
DNAJC2,123,117,75,224,139,133,69,67,217,68,73,143
Dnajc2,88,74,44,91,75,71,46,38,81,38,51,89
dnajc21,17,16,8,29,19,24,13,12,50,22,22,63
Dnajc28,96,53,36,104,83,65,39,32,98,29,29,61
DNAJC5B,20,10,3,13,2,12,5,8,11,1,6,7
DNAJC7,146,121,79,334,230,201,183,177,508,233,280,559
dnajc7,80,62,47,105,105,76,106,86,253,100,107,256
Dnajc9,8,12,9,16,20,15,11,12,34,18,14,26
dnc,18,12,19,38,33,10,18,18,38,17,18,27
dnc,187,126,115,258,144,143,125,103,284,105,97,232
dnc,21,11,12,14,11,7,7,10,27,13,11,27
dnc,99,67,62,151,80,81,58,56,165,81,99,209
dnj-20,45,36,39,58,43,38,45,38,91,41,34,83
dnm1l,10,11,7,12,13,10,3,7,12,8,6,13
Dnm2,1,2,3,9,6,6,8,7,19,6,3,11
DNMT3A,0,1,0,1,1,0,0,2,0,3,0,8
DNMT3A,24,16,9,17,7,14,5,6,15,5,5,14
Dnmt3a,5,10,10,20,14,3,19,19,51,21,13,28
DNMT3A,80,52,45,138,100,89,67,54,112,71,111,182
DNMT3A,1,0,1,1,0,0,1,5,9,4,1,3
DNMT3A,7,11,6,14,8,5,9,5,10,5,23,27
DNMT3A,4,4,3,7,8,5,9,13,23,25,21,41
DNMT3A,4,3,4,8,4,5,28,15,47,19,23,47
Dnmt3a,130,97,71,170,126,117,151,108,416,192,148,397
Dnmt3a,63,43,39,85,60,52,24,25,69,37,34,58
Dnmt3b,0,0,0,0,0,0,0,0,0,2,1,0
Dnmt3b,115,82,63,138,118,73,56,61,171,63,55,147
Dnmt3b,25,12,7,0,0,0,0,0,0,0,0,0
Dnmt3b,11,8,3,34,19,23,9,17,41,12,23,46
Dnmt3b,85,71,42,147,105,71,7,15,31,18,12,37
DNMT3B,66,37,34,14,17,12,53,55,162,74,66,167
Dnmt3b,44,41,19,98,63,62,40,26,113,40,47,84
Dnmt3b,18,11,9,23,9,15,33,22,63,27,23,53
DNMT3B,53,39,42,132,69,72,58,54,143,82,81,177
DNMT3B,39,39,28,61,36,36,24,39,75,25,29,60
DNMT3B,139,92,71,207,132,104,36,58,168,47,24,111
DODA,239,166,144,256,202,160,151,136,375,130,176,394
Dpagt1,161,116,106,165,111,102,88,69,245,84,99,238
