Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SymbC1.scaffold1.1088,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1089,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1091,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1092,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1093,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1095,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1096,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1101,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1102,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1104,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1105,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1106,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1107,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1110,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1117,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1118,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1119,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1120,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1121,0.016750257,0.491895453,4.12262183,0.119316171,0.905024872,NA
SymbC1.scaffold1.1123,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1124,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1126,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1127,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1129,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1131,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1133,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1136,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1137,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1142,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1147,0,NA,NA,NA,NA,NA
SymbC1.scaffold1.1149,0,NA,NA,NA,NA,NA
