Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig
SymbC1.scaffold2211.2,6.731126734,0.812038049,0.26860721,3.023143152,0.002501639,0.008593835,TRUE
SymbC1.scaffold2211.4,25.5021481,0.453261981,0.150208539,3.017551364,0.002548259,0.00873341,TRUE
SymbC1.scaffold2211.6,16.02013945,-1.182069314,0.212696829,-5.557531431,2.74E-08,2.88E-07,TRUE
SymbC1.scaffold2212.2,54.30168207,0.571582103,0.129331398,4.419515375,9.89E-06,6.34E-05,TRUE
SymbC1.scaffold2213.5,69.44226064,0.260786646,0.101937132,2.558308635,0.010518269,0.029638931,TRUE
SymbC1.scaffold2213.6,30.14627732,3.00092731,0.249917387,12.00767718,3.24E-33,4.87E-31,TRUE
SymbC1.scaffold2213.7,23.48579606,0.600272229,0.160196353,3.74710296,1.79E-04,8.53E-04,TRUE
SymbC1.scaffold2213.12,24.52776903,3.187675322,0.264638792,12.04538194,2.05E-33,3.13E-31,TRUE
SymbC1.scaffold2215.4,84.01004053,0.375108386,0.094371646,3.974799668,7.04E-05,3.72E-04,TRUE
SymbC1.scaffold2215.5,211.3106151,0.270624427,0.091519026,2.957029149,0.003106188,0.010375782,TRUE
SymbC1.scaffold2216.1,105.7687886,-0.799779739,0.170204038,-4.698946902,2.62E-06,1.88E-05,TRUE
SymbC1.scaffold2218.1,25.84935995,-1.089828216,0.165468652,-6.586312291,4.51E-11,7.39E-10,TRUE
SymbC1.scaffold2218.2,2.662787523,-1.181337831,0.419718859,-2.814593164,0.004883902,0.015307035,TRUE
SymbC1.scaffold2218.3,11.4660542,-0.722232257,0.218840152,-3.300273048,9.66E-04,0.003745623,TRUE
SymbC1.scaffold2218.6,61.37319233,-0.588442154,0.095493033,-6.162147499,7.18E-10,9.78E-09,TRUE
SymbC1.scaffold2218.10,53.6710141,-0.67382445,0.123921252,-5.437521318,5.40E-08,5.41E-07,TRUE
SymbC1.scaffold2219.5,133.2625973,0.229530738,0.070729878,3.245173666,0.00117379,0.004441023,TRUE
SymbC1.scaffold222.1,71.55102167,-0.56395904,0.096705692,-5.831704731,5.49E-09,6.51E-08,TRUE
SymbC1.scaffold222.4,34.04483037,-0.701398496,0.156318834,-4.486973691,7.22E-06,4.79E-05,TRUE
SymbC1.scaffold222.6,50.54279301,-0.826654661,0.195470456,-4.229051692,2.35E-05,1.38E-04,TRUE
SymbC1.scaffold222.9,30.92887469,-0.73466457,0.137475073,-5.343983861,9.09E-08,8.75E-07,TRUE
SymbC1.scaffold2220.1,28.42545136,0.567175672,0.155635944,3.64424605,2.68E-04,0.001222278,TRUE
SymbC1.scaffold2221.2,127.8156334,0.234698877,0.075928669,3.091044251,0.001994539,0.007062933,TRUE
SymbC1.scaffold2222.2,26.86906037,1.348700459,0.149504022,9.021165045,1.86E-19,8.45E-18,TRUE
SymbC1.scaffold2222.3,69.71780848,0.992579338,0.169506993,5.855683729,4.75E-09,5.71E-08,TRUE
SymbC1.scaffold2222.4,13.0988637,0.961974036,0.209579353,4.590022926,4.43E-06,3.07E-05,TRUE
SymbC1.scaffold2225.3,26.55964333,0.485347893,0.178935229,2.712422235,0.006679345,0.020028592,TRUE
SymbC1.scaffold2225.6,9.938672045,0.903770556,0.232663289,3.884457069,1.03E-04,5.18E-04,TRUE
SymbC1.scaffold2226.7,36.80941571,0.295533253,0.12106779,2.441055977,0.014644385,0.039219246,TRUE
SymbC1.scaffold2229.2,20.68439127,-0.62927271,0.183215091,-3.434611778,5.93E-04,0.002454087,TRUE
SymbC1.scaffold2229.4,291.6562462,-0.24697787,0.055620369,-4.44042128,8.98E-06,5.81E-05,TRUE
SymbC1.scaffold2229.5,16.97614522,0.437105087,0.184549109,2.368502833,0.017860244,0.04623409,TRUE
SymbC1.scaffold223.7,4.82773993,0.999672226,0.321678188,3.107677999,0.001885634,0.006737625,TRUE
SymbC1.scaffold2230.2,67.24025146,0.730326188,0.117451258,6.218121449,5.03E-10,7.00E-09,TRUE
SymbC1.scaffold2230.4,105.7661145,0.487180739,0.077853099,6.257692294,3.91E-10,5.50E-09,TRUE
SymbC1.scaffold2230.7,6.959427949,1.451888647,0.332445786,4.367294485,1.26E-05,7.90E-05,TRUE
SymbC1.scaffold2231.1,5.127429405,1.640536934,0.399779408,4.103605389,4.07E-05,2.27E-04,TRUE
SymbC1.scaffold2233.1,27.362378,0.495216334,0.146120197,3.389102568,7.01E-04,0.00283759,TRUE
SymbC1.scaffold2233.4,40.21886073,0.489948798,0.142586978,3.436139857,5.90E-04,0.002442451,TRUE
SymbC1.scaffold2234.5,43.91925873,-0.67703152,0.159099277,-4.255402881,2.09E-05,1.24E-04,TRUE
SymbC1.scaffold2234.6,40.24614059,-0.690333449,0.151870998,-4.545525207,5.48E-06,3.72E-05,TRUE
SymbC1.scaffold22344.1,81.55654652,0.409863613,0.133082128,3.079779516,0.002071539,0.007300141,TRUE
SymbC1.scaffold2235.1,87.55091769,-0.308838334,0.099764161,-3.095684169,0.001963594,0.006967008,TRUE
SymbC1.scaffold2238.3,20.0938789,-0.433889364,0.170020404,-2.551984086,0.010711141,0.030098797,TRUE
SymbC1.scaffold224.1,12.49285499,1.482295531,0.216605304,6.843302097,7.74E-12,1.42E-10,TRUE
SymbC1.scaffold224.3,43.21405371,0.363274221,0.121665459,2.985845149,0.002827958,0.009566913,TRUE
SymbC1.scaffold224.4,19.88044572,-0.674308845,0.160446246,-4.202708769,2.64E-05,1.53E-04,TRUE
SymbC1.scaffold2240.2,146.2924477,-0.362277648,0.114471731,-3.164778274,0.001552012,0.005682185,TRUE
SymbC1.scaffold2240.5,2.577007925,-1.096078278,0.41801678,-2.622091579,0.008739194,0.02530115,TRUE
SymbC1.scaffold2240.7,7.793442404,1.140477581,0.285401926,3.996040243,6.44E-05,3.43E-04,TRUE
SymbC1.scaffold2240.8,8.592099078,1.049959617,0.259919218,4.039561315,5.36E-05,2.90E-04,TRUE
SymbC1.scaffold2241.3,6.40143903,6.566763801,0.628718094,10.44468715,1.55E-25,1.31E-23,TRUE
SymbC1.scaffold2242.1,87.53180631,-1.08984522,0.147464015,-7.390584222,1.46E-13,3.40E-12,TRUE
SymbC1.scaffold2242.2,37.15719303,0.46472757,0.126583747,3.671305197,2.41E-04,0.001113207,TRUE
SymbC1.scaffold2243.2,189.2154196,-0.281467192,0.071189769,-3.953759032,7.69E-05,4.02E-04,TRUE
SymbC1.scaffold2244.2,7.990993512,-1.202563424,0.292590412,-4.110057515,3.96E-05,2.21E-04,TRUE
SymbC1.scaffold2244.6,48.78430661,0.590806338,0.163941418,3.603764966,3.14E-04,0.001405209,TRUE
SymbC1.scaffold2244.7,286.8532179,1.42961888,0.137770972,10.37677861,3.16E-25,2.60E-23,TRUE
SymbC1.scaffold2244.9,10.79850273,0.602552076,0.214125997,2.8140071,0.004892815,0.015329637,TRUE
SymbC1.scaffold2244.11,28.94015209,0.674665754,0.145673611,4.631351884,3.63E-06,2.55E-05,TRUE
SymbC1.scaffold2244.12,39.82459626,1.775300955,0.255223805,6.955859593,3.50E-12,6.70E-11,TRUE
SymbC1.scaffold2245.2,12.75995594,0.63420589,0.185145645,3.425443192,6.14E-04,0.002527229,TRUE
SymbC1.scaffold2245.5,166.044478,-0.299410079,0.069153273,-4.329658831,1.49E-05,9.19E-05,TRUE
SymbC1.scaffold2245.8,70.31109829,0.866126014,0.09358108,9.255353945,2.14E-20,1.07E-18,TRUE
SymbC1.scaffold2245.9,188.7529321,-0.377335129,0.063454706,-5.946527135,2.74E-09,3.44E-08,TRUE
SymbC1.scaffold2245.10,13.75301899,-1.373522267,0.209259494,-6.563727358,5.25E-11,8.52E-10,TRUE
SymbC1.scaffold2246.1,31.30201666,1.297818018,0.144005184,9.012300655,2.02E-19,9.09E-18,TRUE
SymbC1.scaffold2247.1,10.82931549,1.127172894,0.290039491,3.886273869,1.02E-04,5.15E-04,TRUE
SymbC1.scaffold2247.3,3.930203608,-2.500017305,0.508550375,-4.915967869,8.83E-07,7.07E-06,TRUE
SymbC1.scaffold2248.2,16.88217872,-0.515827339,0.18558185,-2.779513943,0.005444032,0.016826154,TRUE
SymbC1.scaffold2248.3,52.86801351,-0.598771238,0.135750414,-4.410824408,1.03E-05,6.57E-05,TRUE
SymbC1.scaffold225.3,70.48233384,-0.258975825,0.100390811,-2.579676595,0.009889288,0.028117879,TRUE
SymbC1.scaffold225.4,7.760675882,-0.623178375,0.246798165,-2.52505271,0.011568094,0.032142932,TRUE
SymbC1.scaffold225.5,76.38615259,-0.262018822,0.105605338,-2.481113438,0.013097268,0.035686309,TRUE
SymbC1.scaffold225.7,61.47469601,0.7337697,0.110015142,6.669715535,2.56E-11,4.35E-10,TRUE
SymbC1.scaffold2250.1,34.49230124,1.44889396,0.178269509,8.127547808,4.38E-16,1.39E-14,TRUE
SymbC1.scaffold2250.2,7.364466879,1.16932686,0.353040849,3.312157393,9.26E-04,0.003611078,TRUE
SymbC1.scaffold2250.4,35.8588306,-0.403422169,0.142170226,-2.837599546,0.004545417,0.014421329,TRUE
SymbC1.scaffold2253.1,136.4818085,-0.784153911,0.116313647,-6.741718869,1.57E-11,2.74E-10,TRUE
SymbC1.scaffold2253.2,95.73787403,-0.335237309,0.110207592,-3.041871289,0.002351124,0.008136682,TRUE
SymbC1.scaffold2253.3,37.43209467,-1.637677567,0.329013145,-4.977544496,6.44E-07,5.31E-06,TRUE
SymbC1.scaffold2255.1,16.77946228,0.728183467,0.17184839,4.237359836,2.26E-05,1.33E-04,TRUE
SymbC1.scaffold22550.1,3.110585021,-0.97444102,0.365224605,-2.668059619,0.007629072,0.022534715,TRUE
SymbC1.scaffold2256.4,64.66390245,0.536509387,0.10444867,5.136584185,2.80E-07,2.45E-06,TRUE
SymbC1.scaffold2258.2,32.12177495,0.601465245,0.134123567,4.484411339,7.31E-06,4.84E-05,TRUE
SymbC1.scaffold2259.5,34.51964222,-0.788464825,0.141411782,-5.575665701,2.47E-08,2.61E-07,TRUE
SymbC1.scaffold226.6,18.23811336,0.633858251,0.186740121,3.394333509,6.88E-04,0.002792169,TRUE
SymbC1.scaffold226.12,107.2569899,0.300945994,0.115190439,2.612595258,0.008985765,0.025921715,TRUE
SymbC1.scaffold226.15,314.9150959,0.257918837,0.068103266,3.787172834,1.52E-04,7.39E-04,TRUE
SymbC1.scaffold226.18,45.96249245,0.384717529,0.111766618,3.442150598,5.77E-04,0.002393063,TRUE
SymbC1.scaffold2260.3,98.3063746,-0.412805368,0.099598858,-4.144679724,3.40E-05,1.93E-04,TRUE
SymbC1.scaffold2260.4,3.490800297,-1.20369424,0.421485882,-2.855835253,0.004292378,0.013717382,TRUE
SymbC1.scaffold22610.1,4.302594431,-0.874621096,0.359064318,-2.435834062,0.014857499,0.039704778,TRUE
SymbC1.scaffold2263.1,62.9145746,0.708999063,0.119079067,5.954019295,2.62E-09,3.30E-08,TRUE
SymbC1.scaffold2263.3,159.9584639,0.989282121,0.216011199,4.579772365,4.65E-06,3.21E-05,TRUE
SymbC1.scaffold2265.3,27.79432083,1.000583985,0.191155982,5.234384905,1.66E-07,1.52E-06,TRUE
SymbC1.scaffold2266.2,7.71723326,0.614634317,0.241872007,2.541155239,0.011048685,0.030924388,TRUE
SymbC1.scaffold2267.1,47.94267124,-0.302122526,0.114346921,-2.642157065,0.008237984,0.024080182,TRUE
SymbC1.scaffold22673.1,14.91712982,-0.602929555,0.196071671,-3.075046759,0.002104696,0.007395759,TRUE
SymbC1.scaffold227.3,18.75518128,1.367398897,0.231913163,5.896167682,3.72E-09,4.55E-08,TRUE
SymbC1.scaffold227.6,27.57906307,0.70659088,0.164933525,4.284094947,1.83E-05,1.11E-04,TRUE
SymbC1.scaffold227.7,85.88303622,0.245357687,0.093794977,2.615893664,0.008899427,0.025707619,TRUE
SymbC1.scaffold227.10,251.5335495,-0.213188913,0.077313672,-2.757454225,0.005825337,0.017825195,TRUE
SymbC1.scaffold227.13,343.5935277,0.388287792,0.117276124,3.310885268,0.00093,0.003623899,TRUE
SymbC1.scaffold2270.2,31.62407792,-0.906170689,0.161907946,-5.596826543,2.18E-08,2.33E-07,TRUE
SymbC1.scaffold2271.3,34.43531269,0.81460379,0.158132105,5.151413052,2.59E-07,2.29E-06,TRUE
SymbC1.scaffold2271.6,18.38884595,0.646342135,0.16295411,3.966405837,7.30E-05,3.84E-04,TRUE
SymbC1.scaffold2271.7,39.1440555,0.373200756,0.138565452,2.693317491,0.007074487,0.02104635,TRUE
SymbC1.scaffold2273.1,31.50421748,0.581486162,0.12960763,4.486511803,7.24E-06,4.80E-05,TRUE
SymbC1.scaffold2273.2,0.765406109,2.791466735,0.890066654,3.136244596,0.001711264,0.006185634,TRUE
SymbC1.scaffold2274.1,2.611926063,2.397745399,0.523301142,4.581960954,4.61E-06,3.18E-05,TRUE
SymbC1.scaffold2275.2,54.3670321,0.594025294,0.126177538,4.707852941,2.50E-06,1.81E-05,TRUE
SymbC1.scaffold2275.4,17.37838945,0.504441032,0.177504812,2.841844268,0.00448534,0.0142501,TRUE
SymbC1.scaffold2276.3,34.73382715,0.531506266,0.150674379,3.527515886,4.19E-04,0.001816261,TRUE
SymbC1.scaffold2276.7,38.35030201,-0.902254783,0.117921379,-7.651324892,1.99E-14,5.18E-13,TRUE
SymbC1.scaffold2276.9,35.27200157,0.52930362,0.144460893,3.663992441,2.48E-04,0.001142362,TRUE
SymbC1.scaffold228.1,3.919210405,0.853022547,0.3371251,2.53028489,0.011396995,0.031746924,TRUE
SymbC1.scaffold228.2,116.6639519,-0.4017422,0.120503117,-3.333873938,8.56E-04,0.003379606,TRUE
SymbC1.scaffold228.3,7.799424982,-0.956415835,0.227838366,-4.197782189,2.70E-05,1.56E-04,TRUE
SymbC1.scaffold228.4,56.23756193,-0.31373224,0.125607981,-2.497709446,0.01249986,0.034315043,TRUE
SymbC1.scaffold2280.2,39.27707357,1.207795364,0.132545397,9.11231467,8.06E-20,3.78E-18,TRUE
SymbC1.scaffold2280.3,47.38743157,0.774669414,0.139561933,5.550721453,2.84E-08,2.99E-07,TRUE
SymbC1.scaffold2281.5,30.54700349,7.911641282,0.631210096,12.53408545,4.86E-36,9.14E-34,TRUE
SymbC1.scaffold2281.6,4.736875908,2.830195319,0.456355557,6.201732999,5.58E-10,7.73E-09,TRUE
SymbC1.scaffold2283.4,26.16192986,0.625742198,0.141586439,4.419506579,9.89E-06,6.34E-05,TRUE
SymbC1.scaffold2285.2,54.59055259,0.396124136,0.120054223,3.299543537,9.68E-04,0.003754748,TRUE
SymbC1.scaffold2285.5,98.89381011,-0.51366239,0.180994411,-2.838001384,0.004539699,0.014405145,TRUE
SymbC1.scaffold2285.6,69.38016797,0.262501689,0.104073523,2.522271581,0.011659965,0.032355813,TRUE
SymbC1.scaffold2286.1,46.2740667,0.356966352,0.116873164,3.054305548,0.002255822,0.007842932,TRUE
SymbC1.scaffold2286.2,14.06351176,1.079781277,0.189073491,5.710907812,1.12E-08,1.26E-07,TRUE
SymbC1.scaffold2286.3,88.52861786,0.857069123,0.106620401,8.038509675,9.09E-16,2.80E-14,TRUE
SymbC1.scaffold2286.7,110.4484416,0.632094397,0.101872529,6.204758098,5.48E-10,7.59E-09,TRUE
SymbC1.scaffold22868.1,24.23185833,1.043331145,0.170078257,6.134418148,8.55E-10,1.15E-08,TRUE
SymbC1.scaffold2287.2,32.23761596,4.895761783,0.32459043,15.08289011,2.10E-51,1.22E-48,TRUE
SymbC1.scaffold22883.1,24.19188651,-0.613313063,0.170973263,-3.58718698,3.34E-04,0.001483085,TRUE
SymbC1.scaffold2289.4,3.669529704,0.955843018,0.380936995,2.509189263,0.012100863,0.03341236,TRUE
SymbC1.scaffold22895.1,6.697041275,-0.892484487,0.285866748,-3.12202973,0.001796088,0.006458221,TRUE
SymbC1.scaffold229.1,9.170972525,0.723435159,0.303882987,2.38063725,0.017282722,0.045024367,TRUE
SymbC1.scaffold229.5,76.53429709,-0.294410424,0.108982633,-2.701443493,0.006903921,0.02060665,TRUE
SymbC1.scaffold2290.3,53.75681332,-1.082948022,0.122670682,-8.828091605,1.06E-18,4.45E-17,TRUE
SymbC1.scaffold2290.4,32.12507715,-0.672232414,0.14464264,-4.647539709,3.36E-06,2.37E-05,TRUE
SymbC1.scaffold2291.4,29.05582359,0.704850828,0.170268181,4.139650902,3.48E-05,1.97E-04,TRUE
SymbC1.scaffold2291.7,12.54122175,-1.136324885,0.244196916,-4.653313819,3.27E-06,2.31E-05,TRUE
SymbC1.scaffold2292.1,73.86011052,-0.30232958,0.095728404,-3.158201395,0.001587458,0.005797404,TRUE
SymbC1.scaffold2292.2,13.30316155,0.620705467,0.205796036,3.016119644,0.002560322,0.008772177,TRUE
SymbC1.scaffold2292.4,34.03890633,4.421778194,0.283104979,15.61886412,5.42E-55,3.83E-52,TRUE
SymbC1.scaffold2292.7,33.4537125,3.387429013,0.204891961,16.53275702,2.13E-61,1.66E-58,TRUE
SymbC1.scaffold2294.2,105.1721537,1.199296909,0.142553767,8.412944329,4.00E-17,1.42E-15,TRUE
SymbC1.scaffold2295.3,119.8260371,0.24790351,0.095886893,2.585374322,0.009727333,0.02771482,TRUE
SymbC1.scaffold2295.5,97.83195001,-0.366134586,0.10525805,-3.478447367,5.04E-04,0.00212988,TRUE
SymbC1.scaffold2295.7,156.2096131,0.420711621,0.06944067,6.058576682,1.37E-09,1.79E-08,TRUE
SymbC1.scaffold2298.2,23.74501806,0.866131009,0.176679344,4.902276574,9.47E-07,7.54E-06,TRUE
SymbC1.scaffold230.6,62.49378209,-1.152240602,0.135696471,-8.49130854,2.04E-17,7.47E-16,TRUE
SymbC1.scaffold230.11,110.6981053,-0.247701128,0.084931581,-2.916478462,0.003540072,0.011625328,TRUE
SymbC1.scaffold230.12,34.21386824,-0.33387802,0.13371533,-2.496931504,0.012527315,0.034376087,TRUE
SymbC1.scaffold23008.1,19.36865943,0.738322762,0.158374389,4.661882298,3.13E-06,2.23E-05,TRUE
SymbC1.scaffold2301.2,15.56817399,0.518266494,0.17567453,2.950151583,0.003176181,0.010570202,TRUE
SymbC1.scaffold2301.4,189.1662129,0.409337586,0.067541268,6.060555218,1.36E-09,1.77E-08,TRUE
SymbC1.scaffold2301.6,19.7033913,2.205705916,0.214549565,10.28063568,8.62E-25,6.86E-23,TRUE
SymbC1.scaffold2301.8,104.0700449,0.471417409,0.156051338,3.020912326,0.002520143,0.008648488,TRUE
SymbC1.scaffold2301.9,97.39456174,-0.636978448,0.142389834,-4.473482614,7.70E-06,5.07E-05,TRUE
SymbC1.scaffold2302.3,97.20147157,-0.408742158,0.090373615,-4.522804122,6.10E-06,4.11E-05,TRUE
SymbC1.scaffold2303.3,35.58471309,0.453493238,0.162132852,2.797047196,0.0051572,0.016052344,TRUE
SymbC1.scaffold2303.4,115.6600361,-0.544534823,0.138540894,-3.930498842,8.48E-05,4.37E-04,TRUE
SymbC1.scaffold2303.5,12.65365478,0.728013685,0.180165811,4.040798198,5.33E-05,2.89E-04,TRUE
SymbC1.scaffold2303.6,19.98630418,0.973493643,0.167612521,5.808000713,6.32E-09,7.41E-08,TRUE
SymbC1.scaffold2305.1,78.37580355,-0.546643656,0.117335002,-4.658828557,3.18E-06,2.26E-05,TRUE
SymbC1.scaffold2305.2,170.3058031,-0.729866806,0.081300226,-8.977426496,2.77E-19,1.23E-17,TRUE
SymbC1.scaffold23053.1,18.87081178,0.592007136,0.158568482,3.733447708,1.89E-04,8.95E-04,TRUE
SymbC1.scaffold2309.2,41.94541104,-0.307339972,0.110720019,-2.775830185,0.005506096,0.016970764,TRUE
SymbC1.scaffold231.1,19.92201034,-0.77506445,0.230343016,-3.364827223,7.66E-04,0.003066424,TRUE
SymbC1.scaffold231.5,35.58770739,-0.397771076,0.159700846,-2.49072616,0.012748233,0.034869684,TRUE
SymbC1.scaffold2311.1,17.52583659,1.110093891,0.190222347,5.835770119,5.35E-09,6.37E-08,TRUE
SymbC1.scaffold2311.2,91.31649063,0.333577984,0.08718268,3.826195576,1.30E-04,6.41E-04,TRUE
SymbC1.scaffold2311.4,72.03495337,0.271118189,0.084750576,3.199012931,0.00137899,0.005125949,TRUE
SymbC1.scaffold2313.4,77.2145127,0.380349048,0.116940446,3.252502121,0.001143937,0.004341454,TRUE
SymbC1.scaffold2314.8,195.0232141,2.45914524,0.432384056,5.687409619,1.29E-08,1.43E-07,TRUE
SymbC1.scaffold2316.1,9.072417396,0.83147521,0.248643495,3.3440457,8.26E-04,0.003271375,TRUE
SymbC1.scaffold2317.7,57.53779613,-0.359745822,0.113499325,-3.169585564,0.001526565,0.005599565,TRUE
SymbC1.scaffold2317.10,88.19484186,-0.250316548,0.089183376,-2.806762407,0.005004214,0.015647138,TRUE
SymbC1.scaffold2317.11,63.8908006,0.572484822,0.124628577,4.593527727,4.36E-06,3.03E-05,TRUE
SymbC1.scaffold23191.1,21.55115677,-0.828652046,0.167009132,-4.961716991,6.99E-07,5.71E-06,TRUE
SymbC1.scaffold232.2,0.558866502,-2.069302428,0.811874032,-2.548797408,0.010809507,0.030345969,TRUE
SymbC1.scaffold232.3,9.161985733,0.717839482,0.248450951,2.889260346,0.003861492,0.012525689,TRUE
SymbC1.scaffold2320.1,33.14884161,0.684511241,0.137333218,4.984309342,6.22E-07,5.15E-06,TRUE
SymbC1.scaffold2321.2,6.015392293,3.40784224,0.440401308,7.73803841,1.01E-14,2.72E-13,TRUE
SymbC1.scaffold2323.1,40.98962002,1.594765368,0.194793836,8.186939589,2.68E-16,8.72E-15,TRUE
SymbC1.scaffold2323.3,44.72153526,-0.512544332,0.123079384,-4.164339432,3.12E-05,1.78E-04,TRUE
SymbC1.scaffold23240.1,51.93091143,0.742329453,0.12052793,6.158982835,7.32E-10,9.96E-09,TRUE
SymbC1.scaffold23268.1,22.29620873,0.520592027,0.146804048,3.54616942,3.91E-04,0.001703796,TRUE
SymbC1.scaffold233.1,5.168265238,-1.855007501,0.646023652,-2.871423509,0.004086277,0.013166954,TRUE
SymbC1.scaffold2330.2,35.79368316,1.072455635,0.126931972,8.449058362,2.94E-17,1.06E-15,TRUE
SymbC1.scaffold2331.1,43.24466684,0.730688665,0.1059361,6.897447263,5.29E-12,9.87E-11,TRUE
SymbC1.scaffold2331.2,48.75184168,0.711747071,0.190909605,3.728188902,1.93E-04,9.12E-04,TRUE
SymbC1.scaffold2333.5,17.23577603,-0.451803696,0.178058615,-2.537387451,0.011168327,0.031210578,TRUE
SymbC1.scaffold2333.7,3.690027975,-1.065354833,0.379660788,-2.806070226,0.005014976,0.015674488,TRUE
SymbC1.scaffold2335.2,6.217703391,-0.961130137,0.318946576,-3.013451812,0.002582941,0.008837991,TRUE
SymbC1.scaffold2335.4,6.460593024,0.709325313,0.293770623,2.414554959,0.015754446,0.041713253,TRUE
SymbC1.scaffold2335.5,1.962529772,1.326937615,0.535571368,2.477611191,0.013226519,0.035962874,TRUE
SymbC1.scaffold2335.6,7.91344031,1.189959163,0.328534939,3.622017084,2.92E-04,0.001318016,TRUE
SymbC1.scaffold2336.2,45.32351135,-0.390133484,0.102224329,-3.816444541,1.35E-04,6.64E-04,TRUE
SymbC1.scaffold2337.1,24.55165811,0.437986081,0.17173514,2.550357958,0.010761237,0.030221366,TRUE
SymbC1.scaffold23386.1,4.036359274,2.378719662,0.446702496,5.325064627,1.01E-07,9.63E-07,TRUE
SymbC1.scaffold23391.2,2.223123812,-1.79105181,0.551129628,-3.249783207,0.00115493,0.004378187,TRUE
SymbC1.scaffold2342.2,39.6737957,0.427605611,0.114768654,3.725804862,1.95E-04,9.20E-04,TRUE
SymbC1.scaffold2342.5,19.01382064,-0.768542251,0.163006222,-4.714803146,2.42E-06,1.76E-05,TRUE
SymbC1.scaffold2343.1,200.9581284,-0.85582638,0.131437579,-6.5112762,7.45E-11,1.18E-09,TRUE
SymbC1.scaffold2343.2,13.62846829,-0.541563025,0.207888502,-2.605064833,0.009185688,0.026406372,TRUE
SymbC1.scaffold2343.3,54.70233025,-0.251286047,0.105667159,-2.378090316,0.017402563,0.045272552,TRUE
SymbC1.scaffold2343.4,162.449327,0.449229511,0.080479332,5.581923978,2.38E-08,2.52E-07,TRUE
SymbC1.scaffold2343.5,50.13198047,1.310095563,0.149702412,8.751332365,2.11E-18,8.41E-17,TRUE
SymbC1.scaffold2343.6,61.15465196,-0.30279609,0.117808449,-2.570240874,0.010162782,0.028776253,TRUE
SymbC1.scaffold2343.7,35.00913275,-0.501656825,0.137059707,-3.660133492,2.52E-04,0.001157651,TRUE
SymbC1.scaffold2343.9,37.04346927,0.521328787,0.150779487,3.45755778,5.45E-04,0.002277723,TRUE
SymbC1.scaffold2347.4,18.76921222,-0.466216437,0.185541822,-2.512729647,0.01198011,0.033120947,TRUE
SymbC1.scaffold2347.9,63.55327687,-0.354285232,0.101365924,-3.495111767,4.74E-04,0.002020979,TRUE
SymbC1.scaffold2348.3,57.76943484,1.717350572,0.136487836,12.58244414,2.64E-36,5.21E-34,TRUE
SymbC1.scaffold2349.1,49.4592595,0.436852529,0.134126486,3.257019114,0.001125889,0.004281313,TRUE
SymbC1.scaffold2349.4,169.9334467,-0.258372462,0.101415697,-2.547657507,0.010844888,0.030423416,TRUE
SymbC1.scaffold235.6,208.5827999,-1.431473164,0.153567147,-9.321480456,1.15E-20,5.93E-19,TRUE
SymbC1.scaffold235.8,51.61766957,0.507298348,0.135996071,3.730242665,1.91E-04,9.06E-04,TRUE
SymbC1.scaffold235.16,21.57153982,0.54396016,0.156961886,3.46555571,5.29E-04,0.002222411,TRUE
SymbC1.scaffold2353.1,7.705670832,-1.88689697,0.307808947,-6.130091374,8.78E-10,1.18E-08,TRUE
SymbC1.scaffold2354.1,26.18859655,-0.702314367,0.161009103,-4.361954403,1.29E-05,8.07E-05,TRUE
SymbC1.scaffold2354.3,17.3774185,-1.059381622,0.184198743,-5.751296708,8.86E-09,1.01E-07,TRUE
SymbC1.scaffold2354.4,122.465913,-0.903154294,0.144699328,-6.241592869,4.33E-10,6.08E-09,TRUE
SymbC1.scaffold2355.1,42.87143198,0.43923337,0.146760757,2.992852989,0.002763828,0.009386716,TRUE
SymbC1.scaffold2355.5,61.21501732,-0.466429176,0.106498739,-4.379668526,1.19E-05,7.50E-05,TRUE
SymbC1.scaffold2356.1,51.74620294,-0.907458121,0.135016187,-6.721106125,1.80E-11,3.13E-10,TRUE
SymbC1.scaffold2356.4,45.14305944,0.381135541,0.137918246,2.763488897,0.005718704,0.0175334,TRUE
SymbC1.scaffold2357.1,8.749524712,-0.953760762,0.259536396,-3.674863251,2.38E-04,0.001099577,TRUE
SymbC1.scaffold2358.3,38.18557038,-0.367301874,0.127770467,-2.874700883,0.004044104,0.01304007,TRUE
SymbC1.scaffold2358.4,32.6793182,0.715930658,0.141416308,5.062574956,4.14E-07,3.51E-06,TRUE
SymbC1.scaffold2359.6,2.041755615,3.948281987,0.739419988,5.339701456,9.31E-08,8.94E-07,TRUE
SymbC1.scaffold236.1,632.2994146,-0.439004175,0.125940583,-3.485803887,4.91E-04,0.002080069,TRUE
SymbC1.scaffold236.2,191.7517878,-0.422936534,0.084982871,-4.976726822,6.47E-07,5.33E-06,TRUE
SymbC1.scaffold236.3,52.57914915,-0.471557384,0.100826507,-4.676918799,2.91E-06,2.08E-05,TRUE
SymbC1.scaffold236.4,138.1297566,-0.69312159,0.101470467,-6.830771643,8.45E-12,1.54E-10,TRUE
SymbC1.scaffold236.5,38.96110501,-1.36928408,0.177223429,-7.726315231,1.11E-14,2.97E-13,TRUE
SymbC1.scaffold236.6,11.47607957,-1.000360096,0.21207871,-4.71692843,2.39E-06,1.74E-05,TRUE
SymbC1.scaffold236.8,123.0749088,-1.092439136,0.14437912,-7.566462077,3.84E-14,9.66E-13,TRUE
