Gene,Hw1-6a,Hw1-6b,Hw1-6c,Hw2-6b,Hw2-6c,Wt1-6a,Wt1-6b,Wt1-6c,Wt2-6a,Wt2-6b,Wt2-6c
Cacna1h,214,249,223,131,130,74,69,52,65,114,35
Cacna1h,30,33,33,22,26,19,18,18,15,34,14
Cacna1h,12,16,23,7,14,4,9,7,3,7,1
CACNA1H,22,14,15,7,17,14,16,23,22,25,10
CACNA1H,65,84,84,80,89,71,72,74,56,105,28
Cacna1h,231,304,306,274,324,119,211,133,119,307,95
Cacna1h,271,312,329,187,207,84,135,86,100,179,55
CACNA1H,105,134,129,149,169,70,81,66,58,148,33
Cacna1h,72,81,83,75,110,50,59,46,49,87,36
Cacna1h,43,61,71,49,54,15,38,6,14,38,13
Cacna1h,187,196,180,173,169,45,134,63,83,113,38
CACNA1H,38,47,47,38,49,27,31,26,33,63,26
Cacna1h,33,35,14,18,28,13,13,18,19,30,8
Cacna1h,30,48,52,30,46,13,24,14,17,34,12
Cacna1h,90,120,134,136,119,47,96,85,92,164,95
Cacna1h,66,73,58,41,25,26,29,24,17,23,15
CACNA1H,62,84,81,71,68,52,52,40,33,91,40
CACNA1I,18,13,17,7,16,7,5,5,11,20,6
CACNA1I,29,49,43,31,50,19,38,13,24,43,24
Cacna1i,8,17,8,4,5,1,6,2,0,0,0
Cacna1i,170,190,159,131,137,71,132,77,97,161,65
CACNA1I,101,111,160,110,173,41,99,33,35,77,12
Cacna1i,135,207,196,180,204,126,144,117,115,215,61
CACNA1I,79,92,118,26,42,20,31,22,30,64,15
Cacna1i,8,14,13,13,20,6,12,4,7,9,7
CACTIN,2,6,5,2,3,2,2,4,5,8,4
CACTIN,15,17,16,26,24,16,20,14,17,40,13
cal-1,67,87,94,62,93,34,54,20,40,84,37
cal-1,153,218,200,165,200,83,143,101,97,202,62
Calm4,3,2,3,5,5,6,5,6,5,14,3
Calm4,12,28,24,22,18,22,19,22,28,65,25
Calml3,6,4,3,5,1,58,8,28,43,80,26
Calml3,18,20,18,23,45,9,26,17,18,25,10
Caln1,58,77,74,42,47,35,48,38,48,106,40
Caln1,72,76,96,51,81,12,67,4,11,21,8
Caln1,44,55,56,18,25,6,10,13,13,27,14
CAM,141,222,213,192,204,115,160,105,95,194,68
CAM,156,133,134,159,145,67,101,77,84,155,64
CAM,7,7,9,10,13,22,12,11,15,23,5
CAM1,10,10,17,45,96,29,61,41,30,72,20
cam1,150,167,170,157,212,96,113,67,78,175,50
CAM1,17,33,16,44,64,21,40,24,12,40,12
Camk4,90,146,118,84,93,31,72,30,30,80,13
Camk4,31,46,40,34,49,42,37,44,32,96,28
Camk4,57,67,62,54,42,37,55,35,37,74,34
CAMK4,54,63,55,51,70,39,53,35,24,70,26
CAPN15,52,59,78,52,70,20,37,17,11,30,7
CAPN15,12,13,9,6,9,0,1,0,2,2,2
Capn15,256,276,312,264,325,189,256,144,171,322,84
CAPN15,19,22,22,12,11,0,13,0,2,3,2
CAPN15,128,155,171,172,159,96,112,76,80,169,50
Capn15,72,65,76,70,91,31,57,24,40,67,21
Capn15,187,256,287,198,276,63,153,64,58,99,52
Capn15,158,228,239,184,265,134,188,114,128,276,95
CAPN15,105,123,128,160,163,81,108,60,76,131,55
CAPN15,72,79,61,82,104,44,46,33,36,84,24
Capn15,217,247,274,80,116,140,101,144,162,313,100
carA2,84,90,97,43,64,20,39,36,34,69,20
carA2,24,37,43,22,55,37,40,32,37,79,17
CARNMT1,12,15,11,19,19,8,11,7,9,18,7
CARNMT1,32,34,42,35,38,16,23,22,20,53,13
CARNS1,86,75,65,5,7,7,8,10,14,19,16
CARNS1,83,98,94,90,77,22,48,39,30,63,27
CARNS1,117,141,139,121,117,65,83,58,63,165,45
CARNS1,144,152,214,94,133,66,109,60,79,157,64
CARNS1,79,108,103,15,11,33,11,29,40,75,18
Catsper1,262,226,246,215,334,114,256,180,144,281,93
Catsper1,8,6,8,13,17,11,11,6,16,34,6
Catsper1,93,94,92,139,132,54,94,55,46,101,38
Catsper1,66,85,73,64,74,15,39,25,20,42,14
Catsper1,28,51,48,57,91,38,74,41,36,83,27
Catsper1,125,160,127,134,133,50,102,50,52,112,40
Catsper1,1,6,4,3,4,1,5,1,4,0,2
Catsper1,173,222,218,171,179,190,164,216,194,380,135
Catsper1,82,88,94,99,112,46,101,58,34,92,32
Catsper1,20,33,17,13,25,46,32,42,55,113,29
Catsper1,102,134,110,109,163,33,91,38,41,91,39
Catsper1,45,58,58,95,87,16,61,13,12,23,8
Catsper1,125,97,125,113,160,71,111,80,88,168,62
CATSPER1,48,59,56,53,65,24,58,13,14,32,10
Catsper1,81,108,106,108,102,81,87,74,76,132,54
CBP1,213,236,220,88,104,20,52,39,44,85,30
CBP1,210,336,269,196,197,96,128,102,115,219,76
CBR1,35,40,51,47,44,15,20,36,38,83,31
CBR1,222,266,274,249,263,104,166,108,105,248,59
Cbs,830,922,1016,1113,1263,615,890,645,699,1322,515
CBS,21,17,17,14,21,16,15,32,20,45,11
CBSDUF7,57,72,72,64,79,30,60,43,29,72,28
CBSDUF7,100,123,112,118,128,74,103,66,60,179,54
Cbwd1,349,357,359,378,365,170,286,192,197,379,121
Cbwd1,73,87,91,76,80,50,54,61,42,105,31
Cbwd1,37,47,29,23,32,23,31,40,32,70,26
Cbwd1,25,21,36,21,24,12,23,8,4,27,9
Cbwd1,142,149,156,132,107,245,101,170,180,369,132
CCD1,46,45,45,41,45,33,36,44,30,74,21
CCD1,226,237,212,182,155,121,129,148,167,287,82
CCR3,81,96,123,37,78,29,51,39,35,82,14
CCR3,36,44,40,25,36,12,25,10,3,23,9
cda1,160,165,152,45,77,75,112,126,138,208,96
cda1,433,412,412,185,243,250,202,254,321,562,179
Cdc14a,150,176,166,111,112,86,91,96,97,203,79
Cdc14a,91,90,106,32,46,30,40,25,29,45,14
CDC2,30,34,33,83,132,58,108,41,69,135,49
CDC2,149,217,191,154,184,83,136,83,106,185,69
Cdk2,155,174,177,155,199,67,136,83,70,165,47
CDK2,35,54,58,27,85,63,59,69,50,99,37
Cdk2,107,106,132,81,118,67,87,79,91,142,48
Cep164,15,27,16,4,4,20,3,33,16,50,14
Cep164,115,120,128,150,160,30,77,29,35,50,21
CEP164,5,3,5,5,17,7,12,11,5,15,5
CEP2,285,283,267,280,350,122,206,109,144,256,82
CEP2,1111,1303,1404,1223,1545,540,1043,611,648,1301,421
CFAP65,82,75,85,111,170,87,109,79,69,176,41
CFAP65,10,11,25,13,55,37,46,20,25,60,10
CFBP1,45,55,56,18,35,29,35,52,47,79,29
CFBP1,40,56,53,19,30,26,24,32,30,70,18
CG7280,327,418,400,257,369,171,240,165,156,295,114
CG7280,235,295,302,185,225,78,160,74,70,155,58
CG7280,19,17,11,16,12,4,13,17,17,21,6
CG7280,115,154,146,174,300,161,174,138,163,300,84
CHLP,539,678,757,544,613,246,429,318,316,629,204
CHLP,123,187,147,123,88,38,67,38,42,87,35
chlP,500,541,615,503,643,351,505,392,457,775,268
CIPK20,31,46,41,26,50,18,32,30,31,39,13
CIPK20,162,202,180,164,149,55,96,65,82,140,39
CLC-E,51,59,65,86,121,52,56,48,59,89,29
CLC-E,382,535,485,403,449,155,288,188,176,374,132
clcA,203,287,260,215,275,185,185,156,163,368,147
clcA,44,52,54,47,66,30,54,62,69,115,46
clcC,69,100,102,71,92,22,52,31,34,62,15
clcC,50,61,59,38,63,9,31,20,20,40,22
Clip1,249,275,229,432,444,109,271,141,133,259,102
CLIP1,8,15,11,6,10,6,12,13,17,15,7
clpB,80,73,78,61,65,29,39,41,48,83,32
CLPB,38,39,41,24,28,6,16,10,11,25,5
clpC,93,87,95,48,34,88,46,70,84,123,44
clpC,173,241,213,217,141,62,92,60,53,110,46
clpC,319,420,592,361,511,264,324,270,327,606,223
clpP,88,85,94,75,63,33,41,42,43,86,18
clpP,1,2,2,0,2,5,3,3,1,2,2
clpP,53,68,68,40,36,54,43,52,51,89,38
clpP,78,88,90,76,81,41,54,30,32,60,22
clpX,20,20,12,12,20,17,14,21,21,35,11
clpX,4,4,12,13,18,6,19,6,10,21,8
CMD1,51,64,70,45,39,52,31,47,62,121,42
CMD1,139,212,160,223,209,72,132,76,76,136,58
CMD1,42,51,62,55,58,30,57,55,37,96,37
cmkA,193,212,255,182,246,81,152,86,118,209,71
cmkA,90,111,130,81,115,52,98,50,50,101,37
CML12,63,67,62,63,65,47,49,57,53,116,35
CML12,48,47,52,29,46,40,39,40,23,87,28
CML12,147,185,169,136,189,103,136,99,83,195,56
CML12,128,138,122,125,127,44,87,45,56,84,27
CML8,492,710,561,565,917,264,559,292,348,740,243
CML8,207,237,222,208,219,65,135,75,86,161,54
CML8,31,35,33,32,26,8,16,9,10,19,6
CNGA3,178,203,203,108,165,38,106,44,41,98,38
CNGA3,120,152,172,105,232,139,132,102,102,226,63
cnnm4,6,4,8,5,6,7,3,9,7,13,3
CNNM4,73,138,134,74,183,107,111,79,77,149,64
cnnm4,54,70,79,67,92,41,61,51,52,100,37
CNR10,100,135,117,85,86,108,69,98,102,186,69
CNR10,218,216,183,181,175,73,115,84,75,167,59
cobB2,1,9,5,4,7,2,2,3,5,10,5
cobB2,104,126,118,118,103,56,82,46,48,112,30
cof,1,2,0,2,1,3,1,2,2,3,3
cof,3,7,1,69,55,20,43,23,21,36,26
COMT,51,46,44,43,45,10,30,21,22,38,7
COMT,18,15,18,22,13,6,8,11,7,18,12
Comt,41,63,56,43,45,1,21,13,24,19,14
COMT,112,112,120,90,81,28,64,35,27,53,20
Comt,20,33,33,24,25,10,20,14,18,30,12
Comt,94,124,112,102,108,57,72,75,68,147,40
Comt,4,5,7,3,6,0,4,2,5,19,5
COMT,178,269,214,190,189,85,128,131,105,285,73
Copb2,417,507,501,520,623,276,424,264,244,546,171
copb2,77,69,80,49,53,10,28,20,22,41,18
CPK1,25,35,24,38,37,17,24,20,21,41,13
CPK1,47,39,87,60,96,59,82,59,57,127,42
CPK1,170,193,259,136,231,67,146,33,42,84,33
CPK1,97,130,109,105,141,114,89,86,82,207,87
CPK1,72,85,58,69,99,8,72,14,17,28,18
CPK1,18,21,17,8,15,3,11,4,5,18,4
CPK1,82,105,85,42,73,76,60,71,61,115,32
CPK1,25,40,30,17,17,33,19,29,28,52,17
CPK1,49,62,58,31,65,31,40,36,49,108,25
CPK16,23,19,13,21,21,9,18,16,19,29,19
CPK16,121,135,134,96,100,30,79,37,31,81,21
CPK19,298,337,297,386,451,170,308,163,142,300,96
CPK19,4,8,5,8,7,8,9,1,2,8,5
CPK2,13,22,33,21,29,27,24,29,16,64,22
CPK2,186,267,200,146,108,26,84,35,40,67,28
CPK2,207,237,267,320,420,123,253,145,138,315,91
CPK2,85,132,138,106,167,93,127,115,87,173,47
CPK2,112,152,168,120,160,35,89,30,33,82,32
CPK2,42,57,72,33,95,69,48,63,52,116,38
CPK2,198,227,228,218,256,90,168,84,90,237,78
CPK2,31,26,28,41,33,57,35,62,59,123,30
CPK2,79,90,82,77,86,48,70,64,65,137,48
CPK2,1,2,3,0,3,0,6,1,10,5,3
CPK2,43,39,37,37,46,7,19,4,13,28,4
CPK2,77,104,98,81,82,39,63,45,38,67,22
CPK2,93,116,103,87,163,77,106,72,95,137,44
CPK2,23,34,37,29,38,19,32,17,17,48,10
CPK2,22,31,44,53,83,27,58,33,40,69,23
CPK2,267,340,350,227,325,33,218,57,71,174,110
CPK2,258,330,340,273,316,133,223,114,100,255,54
CPK2,27,44,44,31,21,4,21,12,7,21,3
CPK2,212,240,211,241,233,83,172,70,76,182,68
CPK2,409,441,404,389,352,105,208,147,133,250,97
CPK2,21,19,26,29,20,4,15,12,7,15,7
CPK2,91,115,112,87,99,73,64,67,58,139,31
CPK26,3,3,3,2,3,2,2,5,5,6,3
CPK26,62,120,93,137,103,44,64,34,38,76,37
CPK3,106,156,133,123,100,14,51,13,23,50,28
CPK3,10,21,25,12,23,5,11,5,6,13,5
CPK3,28,44,64,36,56,26,52,26,39,88,34
CPK3,104,140,116,281,301,140,219,136,104,235,53
CPK4,88,136,188,78,188,129,122,81,92,193,53
CPK4,155,216,240,170,301,154,243,140,123,309,76
cry,17,14,15,14,16,20,15,16,24,45,10
cry,25,32,35,32,32,29,25,24,34,66,22
csd,297,375,349,228,343,178,230,198,207,417,134
csd,145,167,172,136,165,67,99,67,73,162,41
CSNK1A1,149,166,154,71,92,19,56,35,47,81,20
CSNK1A1,52,58,80,22,51,16,22,12,14,44,8
cspA,67,83,67,51,52,17,31,24,18,51,13
cspA,108,125,131,93,122,57,70,51,60,116,31
cspLB,210,238,222,201,229,88,152,93,91,183,61
cspLB,149,164,133,127,161,71,102,88,79,186,78
cspLB,96,93,93,87,63,27,62,25,18,71,19
cspLB,0,1,4,3,1,0,1,2,1,0,3
ctsd,268,313,312,239,278,104,178,113,77,225,73
CTSD,257,342,342,284,255,31,156,42,44,104,39
CTSE,233,272,299,212,316,131,224,120,159,309,92
Ctse,192,195,189,127,175,41,88,48,46,103,25
Ctse,97,131,147,64,111,76,66,78,80,163,53
Ctse,9,9,14,10,12,14,6,11,14,29,6
CTSE,580,689,688,518,597,147,378,167,146,346,89
cya,130,190,159,113,205,130,136,113,126,277,76
cya,258,380,357,276,437,182,274,209,199,372,126
cya,86,116,128,75,96,97,100,87,95,192,57
CYB2,65,82,63,37,23,9,19,12,19,37,12
CYB2,3,4,2,12,22,17,11,14,20,31,7
cyb5r2,6,4,4,1,4,0,0,0,0,0,0
cyb5r2,74,76,92,19,30,48,28,47,42,72,24
cyb5r2,303,380,353,439,478,258,325,221,214,501,144
cyb5r2,111,117,144,83,131,51,84,41,35,89,29
cyb5r2,14,15,14,9,20,4,7,4,6,8,1
cyb5r2,205,265,234,212,241,18,152,38,37,73,30
cysA,5,5,7,5,7,1,5,1,1,6,0
cysA,90,92,89,97,109,15,76,26,19,35,16
cysA,5,14,11,12,27,13,18,14,19,41,12
cysK,11,15,24,14,13,15,7,14,7,26,13
cysK,46,43,41,45,53,14,39,22,12,28,14
cysK,25,54,45,62,49,9,31,13,11,24,8
Cyt-b5,7,20,13,8,35,17,19,20,25,31,13
Cyt-b5,53,49,54,50,70,48,45,49,32,95,32
Cyt-b5,222,197,146,249,191,60,125,56,61,122,35
Cyt-b5,455,642,615,411,731,336,392,327,308,665,256
Cyt-b5,14,15,11,11,18,12,10,6,9,20,8
Cyt-b5,235,334,265,227,381,220,229,214,204,443,174
Cyt-b5,53,82,67,65,118,104,78,111,97,216,44
D27,336,349,339,267,300,134,197,140,137,278,85
D27,67,48,60,28,19,16,23,19,16,27,12
Dapk1,64,63,59,37,26,16,23,16,17,31,13
Dapk1,53,78,65,32,54,13,44,19,18,40,13
daw1,171,137,115,63,51,26,30,20,22,36,20
DAW1,7,8,7,17,13,6,22,8,6,20,5
Daw1,104,120,82,75,77,24,36,27,22,33,15
DBP2,135,184,218,172,132,75,97,67,76,147,53
DBP2,298,405,411,576,627,249,428,265,256,580,183
DD3-3,870,1225,1424,906,916,1112,766,740,810,1566,575
DD3-3,62,80,85,71,122,19,63,24,23,53,14
DD3-3,77,124,130,86,181,103,120,105,73,195,61
ddaF,30,41,43,82,114,24,93,24,35,57,19
ddaF,78,118,125,86,96,64,75,71,53,127,40
DDB_G0279405,153,161,181,128,194,75,97,80,85,192,32
DDB_G0279405,54,60,61,50,68,25,35,28,14,37,11
DDB_G0283913,121,148,160,56,81,67,54,63,79,121,61
DDB_G0283913,8,9,6,12,8,11,9,15,23,37,3
DDB_G0283913,412,464,493,410,543,334,377,286,287,572,194
DED1,424,471,446,408,459,138,297,173,201,377,126
DED1,277,330,335,211,226,89,147,95,95,248,86
DED1,45,45,41,41,36,37,39,41,40,93,25
DED1,126,152,167,143,207,66,127,38,64,128,29
DEGP1,69,78,73,25,37,19,18,14,9,38,15
DEGP1,49,59,59,107,133,73,72,76,69,139,37
DEGP1,198,239,229,148,157,148,123,145,166,326,107
DEGP1,47,49,50,47,68,22,39,39,37,67,15
DEK1,98,131,141,94,96,10,59,8,14,38,26
DEK1,184,301,271,232,183,140,127,87,80,195,69
DEK1,258,333,310,297,287,72,154,36,28,78,42
DEK1,220,328,299,195,192,75,148,42,40,126,36
DEK1,65,64,62,47,50,43,37,41,41,74,21
DEK1,216,256,222,141,174,55,128,54,61,118,40
DEK1,187,206,223,241,268,97,168,96,96,203,94
DES,13,28,34,11,22,33,14,17,31,48,16
des,75,69,81,77,95,43,56,53,54,85,23
desA3,32,27,29,17,30,7,15,9,7,12,3
desA3,156,202,163,196,195,70,154,90,90,183,68
desi2,96,99,117,114,149,64,78,69,59,140,45
desi2,294,370,331,405,457,188,293,160,175,364,113
dfa,109,116,98,23,23,80,25,80,101,187,68
dfa,13,15,11,1,0,18,5,19,12,34,10
DGAT2,25,40,27,16,10,39,19,47,57,81,32
DGAT2,478,520,478,365,378,160,229,155,147,402,110
dgat2,552,712,693,550,721,293,436,252,221,541,161
DGCR14,205,287,256,187,180,93,128,92,100,195,78
DGCR14,7,10,4,9,2,21,8,34,33,65,10
DHC1,3,3,11,5,21,10,15,6,21,41,9
DHC1,115,121,127,79,108,54,81,77,90,150,41
DHC1,9,21,14,13,21,1,29,14,16,33,7
Dhcr24,32,26,27,19,31,12,15,10,7,20,10
DHCR24,82,85,125,75,109,85,91,105,94,208,63
Dhrs1,85,128,162,130,189,35,93,63,58,138,51
DHRS1,43,53,65,33,47,20,33,30,49,66,28
DHX34,154,169,200,110,199,70,115,73,78,167,54
DHX34,16,13,13,8,20,6,9,8,8,13,3
DHX34,45,54,92,30,60,32,55,37,40,55,12
Dhx36,33,34,26,31,25,6,9,12,9,27,13
Dhx36,837,1080,1108,782,921,526,647,406,451,1088,317
DHX38,53,85,56,48,45,46,53,51,57,116,27
DHX38,44,76,73,69,124,78,84,47,58,130,35
DHX38,410,395,420,237,361,151,227,162,154,337,123
DIMT1,220,273,214,212,267,147,188,160,171,288,80
DIMT1,218,279,238,77,83,182,82,146,120,306,93
DIMT1,36,51,66,26,33,56,28,59,54,117,54
DISP3,173,209,224,180,225,154,138,92,132,236,81
DISP3,33,32,30,20,48,16,36,24,22,36,12
DISP3,133,179,203,130,221,149,159,90,107,268,66
Dnah1,88,125,102,76,85,65,66,61,82,138,48
DNAH1,79,101,109,57,70,23,49,10,18,32,5
DNAH1,184,169,170,176,199,20,103,35,34,90,52
DNAH1,32,36,34,45,45,56,33,43,61,86,34
DNAH1,0,2,1,0,6,3,2,2,2,7,3
DNAH1,0,2,1,2,4,2,0,3,4,9,1
Dnah1,58,76,88,64,126,28,75,81,83,187,71
DNAH12,8,12,16,22,20,22,18,12,11,27,6
DNAH12,1,2,0,0,2,1,1,0,2,3,1
DNAH12,177,257,230,171,222,153,156,153,158,358,103
DNAH6,95,99,93,70,85,48,64,66,76,167,35
DNAH6,5,5,3,3,8,4,3,9,11,15,2
DNAH7,5,4,7,3,8,2,6,7,5,12,7
DNAH7,107,146,182,121,233,85,157,64,72,164,95
DNAH7,93,120,102,74,92,10,73,12,9,29,11
DNAH7,0,1,4,1,2,6,3,3,6,11,1
Dnah7,7,9,10,4,14,7,11,17,12,30,15
dnaJ,18,20,20,23,23,12,11,17,19,34,10
dnaJ,265,301,274,140,170,97,111,89,85,197,66
dnaJ,44,49,87,29,56,25,34,21,30,50,17
dnaJ,80,87,94,74,84,51,60,47,50,118,30
dnaJ,16,16,9,5,4,7,2,6,5,21,4
dnaJ,103,117,96,96,164,33,82,43,57,85,52
dnaJ,29,37,29,21,27,7,18,11,9,16,11
dnaJ,191,208,241,189,217,133,142,119,137,236,90
dnaJ,27,31,29,40,30,39,33,41,36,68,20
dnaJ,8,5,5,10,5,5,5,6,9,18,4
dnaJ,4,6,4,5,4,12,7,10,11,34,1
dnaJ,191,207,192,200,191,49,90,52,55,144,48
dnaJ,40,49,55,52,46,18,28,26,13,28,9
dnaJ,22,16,23,17,8,7,15,15,13,33,13
DNAJ1,176,229,235,157,207,152,180,124,149,303,104
DNAJ1,13,28,21,14,34,2,16,2,3,4,0
DNAJ1,6,5,3,4,25,16,14,11,6,23,7
dnaJ1,18,20,20,28,25,14,20,16,19,31,21
Dnajb5,3,4,3,5,2,3,7,0,1,7,4
Dnajb5,46,61,46,5,0,0,1,0,0,0,0
DNAJC2,191,250,313,211,273,111,179,106,100,198,64
Dnajc2,123,197,175,136,126,48,84,69,50,104,35
DNAJC7,270,342,336,453,468,236,317,259,244,524,172
dnajc7,120,161,150,108,154,153,117,125,113,257,73
dnc,39,65,56,37,42,21,35,22,17,41,16
dnc,336,374,323,285,361,121,207,151,145,313,95
dnc,49,58,35,12,15,9,15,18,10,31,9
dnc,162,184,190,186,170,88,129,96,76,159,65
DNMT3A,2,2,5,5,2,1,2,2,4,3,2
DNMT3A,11,24,15,11,23,5,8,3,5,14,3
Dnmt3a,10,3,19,9,29,21,14,15,18,50,13
DNMT3A,112,196,167,143,169,81,94,71,66,152,51
DNMT3A,0,3,1,1,1,7,2,2,4,6,0
DNMT3A,19,26,16,35,17,10,12,15,7,21,10
DNMT3A,10,9,14,12,15,8,13,8,11,27,9
DNMT3A,6,5,8,2,4,29,10,13,21,59,19
Dnmt3a,198,244,248,205,233,210,174,176,202,408,142
Dnmt3a,76,100,103,71,93,30,82,36,35,69,32
Dnmt3b,1,1,0,0,1,1,1,0,0,1,3
Dnmt3b,171,210,185,174,195,48,116,67,79,170,61
Dnmt3b,32,52,48,0,0,0,0,0,0,0,0
Dnmt3b,9,17,15,23,38,20,31,24,23,35,10
Dnmt3b,130,150,159,134,191,13,112,8,18,30,13
DNMT3B,135,146,134,30,20,90,32,90,82,201,52
Dnmt3b,99,96,89,113,138,68,105,55,53,127,42
Dnmt3b,16,21,29,9,34,33,39,26,42,62,21
DNMT3B,68,92,73,126,195,64,116,90,88,167,53
DNMT3B,87,102,96,92,83,42,64,37,53,73,16
DNMT3B,195,253,230,209,256,57,145,65,97,154,37
DRG1,6,11,19,7,26,7,12,6,10,15,4
DRG1,137,155,129,125,109,25,64,36,20,55,18
DRP4C,4,4,6,5,4,6,3,4,3,11,3
DRP4C,3,5,3,10,7,33,17,47,50,57,8
DRP4C,1,0,0,1,1,3,4,1,4,3,2
DSK1,163,193,202,129,143,47,86,60,67,96,41
DSK1,14,18,25,9,18,3,6,7,6,15,4
DSK1,62,80,87,54,77,57,29,51,42,119,30
DSK1,44,49,62,60,129,51,71,48,46,114,31
DTX46,33,55,50,45,42,25,26,29,25,54,24
DTX46,37,70,66,48,35,9,29,12,16,31,7
DTX46,98,114,118,97,110,62,59,55,24,110,25
DUR3,76,90,91,67,53,14,39,16,22,33,9
DUR3,29,40,45,18,36,13,34,11,11,19,10
eag,36,34,32,28,66,58,49,59,66,164,45
eag,8,12,14,9,9,13,5,5,10,18,6
ECI1,94,106,119,78,98,24,66,27,21,65,29
Eci1,527,574,547,407,552,253,378,298,292,582,195
Edrf1,98,92,114,93,74,50,69,48,59,121,44
Edrf1,148,191,201,116,167,135,127,102,134,274,79
EGLN1,14,15,15,11,12,4,9,10,7,10,2
Egln1,57,58,68,50,45,12,30,9,10,32,3
eglS,2,2,9,4,1,4,3,3,3,11,5
eglS,73,86,104,69,134,49,77,53,50,149,38
eglS,48,65,76,31,68,16,37,35,37,70,15
Ehd1,36,41,53,81,109,60,78,40,40,113,29
Ehd1,18,22,19,18,11,15,11,26,17,38,18
EHD1,18,21,22,15,18,15,12,6,9,38,18
EHMT1,127,123,120,99,83,24,60,33,33,98,29
Ehmt1,28,32,28,74,66,13,44,18,20,51,17
Ehmt1,11,18,11,2,5,8,5,8,5,9,4
elmMI,109,113,99,70,40,18,41,22,20,47,15
elmMI,5,9,12,4,5,5,9,4,4,11,8
elmMI,18,19,14,28,25,20,23,14,21,38,15
EMB2654,63,111,111,79,109,38,70,46,33,89,32
EMB2654,4,6,4,4,7,6,2,4,4,6,5
EMB2654,9,17,17,1,8,2,10,7,14,23,11
EMB2654,49,40,36,25,28,21,15,21,21,48,24
EMB2654,7,4,8,4,4,19,9,18,22,43,14
EMB2654,9,8,14,8,19,4,16,14,16,28,11
EMB2654,3,14,6,5,3,5,1,7,11,16,7
EMB2654,105,84,96,81,88,68,61,62,55,125,35
EMB2745,264,339,369,231,411,111,256,91,100,190,60
EMB2745,176,209,217,120,176,85,94,68,76,155,53
EMB976,8,9,9,6,11,1,4,4,4,20,6
EMB976,59,58,62,59,55,15,35,20,24,53,12
Endov,43,52,46,38,29,7,25,5,4,8,3
ENDOV,81,109,93,62,75,29,52,29,24,60,20
engB,45,50,38,46,39,32,37,29,35,60,17
engB,49,38,31,43,55,13,25,17,17,30,15
epi-1,17,14,8,64,81,4,38,10,5,27,10
epi-1,53,75,80,51,64,80,38,32,68,75,60
epi-1,76,130,131,49,72,17,33,13,16,35,16
epi-1,56,92,100,158,150,88,108,89,81,192,50
epi-1,76,106,98,67,116,50,88,47,60,145,43
eps15,161,198,206,172,197,83,120,96,96,197,67
eps15,48,64,54,54,70,29,54,32,30,84,31
ERD4,155,200,195,149,142,203,123,174,140,397,116
ERD4,50,68,74,52,70,69,54,58,54,132,41
ERDJ2,56,75,81,49,53,70,45,45,51,121,36
ERDJ2,87,94,103,63,83,33,60,30,35,79,22
erg10,930,824,780,660,723,257,460,297,264,565,211
erg10,118,103,108,87,89,68,75,75,94,170,52
ERP29,191,162,138,133,137,29,102,56,41,90,33
Erp29,97,82,100,108,77,30,43,22,19,57,19
eryA,9,13,9,11,15,0,9,0,0,1,1
eryA,180,231,218,187,202,72,128,85,95,214,46
eryA,2,3,10,1,10,5,4,11,12,15,3
eryA,119,153,157,93,173,23,88,21,12,34,13
eryA,184,183,170,144,156,28,79,30,40,59,18
eryA,18,16,35,17,35,3,23,9,9,18,6
ESS1,6,6,11,5,6,20,15,25,29,88,43
ESS1,37,39,30,69,60,32,43,33,22,51,20
est,12,16,4,14,42,13,23,19,23,57,18
est,67,85,63,63,70,53,62,69,42,107,31
est,46,55,46,42,49,48,45,36,39,108,40
est,24,25,22,19,14,10,13,12,8,11,10
estA,11,21,11,5,21,12,10,12,15,33,6
ESTA,63,90,96,32,39,59,48,51,52,113,40
esyt3,12,3,9,3,4,3,2,5,11,11,10
esyt3,46,61,62,46,64,32,43,33,25,70,27
Esyt3,177,235,197,335,427,205,291,195,227,449,160
esyt3,85,98,108,120,161,61,90,59,61,132,41
esyt3,131,165,181,96,153,133,120,100,111,284,113
esyt3,130,191,158,81,89,66,58,83,91,175,58
Esyt3,130,135,126,119,171,78,131,122,115,213,70
esyt3,87,119,114,22,47,46,25,38,44,67,23
etfdh,670,881,322,234,497,418,654,1363,562,2045,1265
Etfdh,127,126,107,134,183,97,86,71,65,173,63
exd1,30,25,18,17,26,11,14,14,13,25,12
Exd1,538,552,597,461,456,208,358,223,192,410,151
Exd1,1,3,2,3,1,5,4,11,7,9,2
EXD3,5,10,10,24,21,17,22,11,14,34,17
EXD3,17,32,32,49,39,17,20,23,19,39,17
exgA,20,41,33,33,53,58,55,54,54,97,32
exgA,45,52,41,36,33,18,24,23,20,40,8
fadB,3,5,3,4,2,3,3,3,1,9,0
fadB,0,2,2,2,10,10,9,9,12,20,5
FAM72A,105,117,105,45,39,38,27,31,24,82,19
FAM72A,114,163,169,58,89,53,79,52,64,150,47
FAZ1,65,80,80,59,72,31,41,29,24,42,24
FAZ1,52,107,82,55,88,49,49,49,58,106,31
FAZ1,230,336,252,281,354,184,229,199,170,370,123
fba,125,125,179,158,179,194,146,186,226,413,137
fba,71,107,80,75,81,21,48,20,29,46,12
FBA1,164,196,190,177,176,38,92,43,20,76,31
FBA1,55,63,77,72,76,31,81,19,40,71,30
FBA1,32,51,55,51,68,34,37,29,48,80,28
FCP,138,178,183,145,154,73,134,102,76,174,60
