baseMean,log2FoldChange,sig
35.94218092,-0.742355557,TRUE
48.91676288,3.910219678,TRUE
105.6954948,0.31878576,TRUE
11.13258083,-0.534996568,TRUE
31.15305077,-1.402866859,TRUE
74.16225516,-0.595097856,TRUE
37.93321999,1.204248174,TRUE
20.06413118,0.824778645,TRUE
29.36941385,-0.770092969,TRUE
3.847943954,1.483087773,TRUE
38.89240584,-0.566082459,TRUE
54.83904317,1.1262256,TRUE
252.0371391,-0.452713999,TRUE
107.2934458,-0.398903102,TRUE
73.09452733,-0.587472778,TRUE
1.617432893,1.195713193,TRUE
6.220400073,-1.223825645,TRUE
4.516729142,0.873489258,TRUE
7.832982956,0.687822623,TRUE
201.1030235,-0.484823823,TRUE
66.24354194,-0.5490446,TRUE
213.2468187,0.489508861,TRUE
35.11517973,-0.581992063,TRUE
14.07029748,-0.806620474,TRUE
26.56462925,-0.734304613,TRUE
1.966416316,1.50367424,TRUE
14.30409657,-0.55431914,TRUE
33.01933195,-0.516760715,TRUE
105.5552124,0.274127097,TRUE
25.78918258,-1.001893552,TRUE
50.00782476,-0.389359994,TRUE
4.400920536,-1.113118309,TRUE
274.2684069,-0.667045598,TRUE
25.79725637,-0.458289649,TRUE
93.94385368,0.254188789,TRUE
57.38917652,0.826147625,TRUE
0.390821114,2.637976865,TRUE
21.85659425,0.556022655,TRUE
154.2019835,-0.720790057,TRUE
93.49084015,-0.325481287,TRUE
24.36675537,0.992654885,TRUE
35.15536055,0.63381356,TRUE
27.71286089,-0.440339774,TRUE
12.47610066,-1.379291358,TRUE
26.94365636,-0.496822231,TRUE
4.625147864,-0.777129005,TRUE
28.43239317,-0.680582524,TRUE
2.59169514,-1.587121588,TRUE
111.2386171,0.460783376,TRUE
82.98921914,-0.240148146,TRUE
290.4908006,0.225133145,TRUE
176.34462,0.350225997,TRUE
34.84279875,-0.398454081,TRUE
28.56989611,-0.597122966,TRUE
101.5442622,-0.461482261,TRUE
71.1283295,-0.428019508,TRUE
207.2087579,1.022519504,TRUE
11.78459455,-0.492503003,TRUE
2.847185439,-1.219927895,TRUE
5.844488866,-0.962531077,TRUE
4.095218944,1.386834372,TRUE
4.471361861,-1.42976828,TRUE
14.36679335,1.65796428,TRUE
16.31948994,1.605276347,TRUE
6.607327739,-1.052751978,TRUE
8.478536808,0.779058008,TRUE
52.2937678,0.333585749,TRUE
17.83145561,-0.767944239,TRUE
35.56799649,0.562390896,TRUE
213.8641797,0.201310187,TRUE
103.0464571,-0.344203032,TRUE
9.568813361,-0.874994001,TRUE
14.03564013,-0.491154193,TRUE
49.83398998,-0.728763206,TRUE
29.59082506,-0.420595693,TRUE
27.33309824,1.994025619,TRUE
4.988562802,1.372707302,TRUE
98.26757033,1.009277812,TRUE
63.97274001,0.434771066,TRUE
190.9649935,-0.239448009,TRUE
36.51940523,0.582607022,TRUE
108.4959444,0.291898356,TRUE
25.54516545,-0.478249503,TRUE
3.243845658,-1.621294853,TRUE
24.34717121,2.824575652,TRUE
23.17205698,1.976281096,TRUE
75.4436876,1.05912691,TRUE
21.41493061,2.569241444,TRUE
17.36569673,1.397724467,TRUE
101.2919002,-0.60704218,TRUE
13.44941739,-1.188280756,TRUE
56.87115657,-0.37350231,TRUE
4.640328927,-1.043815071,TRUE
88.82092968,0.820071183,TRUE
58.13593864,0.626586824,TRUE
132.2037203,0.493116768,TRUE
10.48005611,0.995152473,TRUE
35.46368587,-0.780908125,TRUE
5.824455502,6.06914485,TRUE
64.06371328,0.386662603,TRUE
160.0730535,0.740111414,TRUE
3.207242609,1.925641434,TRUE
1.527798758,-3.073408941,TRUE
11.61799735,5.007172511,TRUE
21.62410405,1.283338709,TRUE
71.71834619,-0.550068775,TRUE
35.09053404,0.283772187,TRUE
7.280235251,0.877406298,TRUE
143.6678426,0.831119148,TRUE
14.95704729,2.449082149,TRUE
2.436804914,1.474093226,TRUE
5.114818224,-0.890084358,TRUE
20.76881017,0.757659305,TRUE
72.60005259,0.374995975,TRUE
24.58317586,-0.374984664,TRUE
9.033093586,1.132262197,TRUE
3.747767038,-1.211338188,TRUE
108.4432286,0.680417975,TRUE
68.15025551,-0.5683595,TRUE
22.77127665,-0.655848151,TRUE
7.058694836,0.920448172,TRUE
11.84010413,3.220472536,TRUE
137.3837779,0.567106673,TRUE
49.96250608,0.661177944,TRUE
26.857555,1.478078413,TRUE
4.986914791,1.054899982,TRUE
69.5277253,-0.844539719,TRUE
61.75151287,-0.382815395,TRUE
27.58171353,-0.759426183,TRUE
33.88377625,-0.521886462,TRUE
54.8421524,-0.415889634,TRUE
42.66448509,0.404023407,TRUE
106.3311035,-0.687532606,TRUE
1007.947916,-1.144271356,TRUE
5.09844665,4.703379118,TRUE
27.77441599,-0.605171683,TRUE
86.28504913,0.557090662,TRUE
127.0259172,-0.449463032,TRUE
3.454674356,2.452482613,TRUE
12.00883734,1.172580764,TRUE
82.40539056,-0.600003083,TRUE
5.093796147,1.056496914,TRUE
29.28443165,1.138337973,TRUE
348.1252517,0.286198025,TRUE
114.1716968,0.764131563,TRUE
50.56118511,1.41189996,TRUE
16.46416411,0.431618957,TRUE
271.3588401,-0.671636556,TRUE
23.84045967,1.597652683,TRUE
12.90143392,1.456003399,TRUE
24.56269733,-0.894432061,TRUE
16.08446335,-0.443894116,TRUE
10.2809735,0.714039271,TRUE
0.914454046,3.593377794,TRUE
7.964745666,0.844260415,TRUE
2.889680844,1.172114198,TRUE
40.74055104,0.513857803,TRUE
21.39988087,1.803855288,TRUE
8.141279225,-1.008301801,TRUE
33.81842024,-0.686386084,TRUE
10.90785472,0.532915241,TRUE
31.25936821,-0.517448317,TRUE
29.57081186,-0.893712989,TRUE
52.31402614,0.925435369,TRUE
16.33603217,-0.508655834,TRUE
11.00017083,0.672013924,TRUE
57.46148416,0.634766959,TRUE
67.31148754,0.339744606,TRUE
16.03342563,-0.638106881,TRUE
8.577128735,-0.975882851,TRUE
15.22380634,-0.578903445,TRUE
102.7053836,-0.508126265,TRUE
1.131062909,-1.407739917,TRUE
16.95925009,-1.060465448,TRUE
186.2887341,0.570171953,TRUE
50.93503872,-0.71742092,TRUE
20.15863266,-1.068791183,TRUE
27.42887395,0.404687157,TRUE
151.1908482,-0.424762767,TRUE
33.57950313,-0.702310536,TRUE
7.189723805,-1.105180917,TRUE
99.16111952,-0.987202358,TRUE
34.13307584,-0.846485798,TRUE
11.44175907,1.104978652,TRUE
35.64037127,0.429996677,TRUE
79.26318075,0.398263734,TRUE
3.700600744,1.585149815,TRUE
19.08858254,-0.573844539,TRUE
3.653568168,1.502823293,TRUE
120.5260794,1.187227722,TRUE
29.3622757,-0.53676825,TRUE
43.4911429,0.430045717,TRUE
62.30317073,0.595901483,TRUE
25.39079217,-0.937178163,TRUE
65.91744816,0.392400201,TRUE
87.38271543,-0.239248758,TRUE
19.87750649,1.293140542,TRUE
1.14549619,-1.707178337,TRUE
100.9930723,-0.639430808,TRUE
21.43741661,-0.442490864,TRUE
35.68730938,-1.190336514,TRUE
30.57417953,-0.741668387,TRUE
21.51688754,-0.98149522,TRUE
111.3561296,-0.888994443,TRUE
9.71291808,0.922946673,TRUE
5.748838012,-0.908377648,TRUE
77.05933154,0.251895752,TRUE
21.0671435,2.426695917,TRUE
79.95983895,-0.539349911,TRUE
8.673544284,-1.144618436,TRUE
20.05601588,-0.646467057,TRUE
17.75788486,3.343090965,TRUE
16.07444982,0.704682214,TRUE
68.32646859,-0.77402001,TRUE
65.62205805,0.651573858,TRUE
4.841637074,4.804849489,TRUE
15.04533352,7.352262233,TRUE
21.11916583,-0.863626708,TRUE
52.98198363,-0.408442924,TRUE
74.04215756,0.415648796,TRUE
20.0488022,-0.729641819,TRUE
88.52827784,0.315451081,TRUE
203.0273048,0.228864288,TRUE
14.59124542,0.947595195,TRUE
28.05841928,-0.450209276,TRUE
23.07614769,-1.138957329,TRUE
19.51172066,0.501367646,TRUE
35.82832122,0.356142808,TRUE
10.96887897,0.700724859,TRUE
50.78359236,1.023712805,TRUE
24.8917635,-0.863112771,TRUE
4.603996818,-1.01735807,TRUE
3.707030513,-2.201777034,TRUE
3.038902502,-1.022983463,TRUE
46.77006223,-0.499245169,TRUE
16.16082917,0.955623098,TRUE
64.30311814,0.482259617,TRUE
26.01387188,0.40728702,TRUE
51.68222763,0.483351191,TRUE
5.634230898,-0.884918433,TRUE
40.64922078,0.354148858,TRUE
16.85871539,-0.692053955,TRUE
81.49708764,0.731431076,TRUE
11.94122916,-0.639440262,TRUE
25.26577831,1.177758104,TRUE
22.32578564,0.836696763,TRUE
39.51209327,1.308391514,TRUE
8.807683099,1.942009352,TRUE
2.127083969,-1.405276609,TRUE
50.36613144,-0.284443534,TRUE
79.92923086,-0.708702244,TRUE
36.44659471,-0.488233345,TRUE
69.5255555,0.424772126,TRUE
6.810413522,-0.742958333,TRUE
60.23042232,-0.680567124,TRUE
50.67022517,-1.186850543,TRUE
8.521063467,-1.094651039,TRUE
11.82331336,-0.928067029,TRUE
54.33042512,-0.418369489,TRUE
30.5056803,3.050477576,TRUE
38.41048051,-0.80873419,TRUE
17.47182946,-2.125786561,TRUE
28.23581177,-0.338168294,TRUE
13.21956002,6.663116985,TRUE
12.67278401,-1.005265189,TRUE
64.8800661,0.855966011,TRUE
36.50456019,0.514074647,TRUE
21.41541637,1.409771065,TRUE
9.193299018,-0.619662723,TRUE
7.087933114,-0.808805673,TRUE
67.53123124,-0.524300213,TRUE
20.6850675,0.379056887,TRUE
31.40691957,-0.515217978,TRUE
22.74766335,1.416126104,TRUE
8.459621421,1.224824158,TRUE
10.66135755,-0.637961359,TRUE
19.29160968,0.907689518,TRUE
9.072669285,-1.153862007,TRUE
26.30824541,-0.603252314,TRUE
1.544643926,1.789758782,TRUE
117.6372642,0.455289032,TRUE
6.513491672,-0.710808474,TRUE
8.07405708,2.49834859,TRUE
34.95494747,0.941654242,TRUE
22.83616457,-0.54830565,TRUE
97.03341706,-0.288966188,TRUE
129.1581642,-1.27213313,TRUE
0.860351032,3.237137593,TRUE
0.937687748,1.777879236,TRUE
34.48182089,0.578678962,TRUE
32.3201306,-0.938715785,TRUE
15.5491245,1.436816619,TRUE
52.74582113,-0.530848798,TRUE
39.13554202,0.512627353,TRUE
26.30462579,0.828946483,TRUE
1.071075708,1.748838357,TRUE
12.96313744,-0.564134663,TRUE
17.61455266,-1.85620647,TRUE
28.7849698,0.784726845,TRUE
97.16487021,0.595646057,TRUE
67.8170665,-0.454640314,TRUE
35.35663544,-0.35803663,TRUE
277.9923494,0.506399952,TRUE
94.93530971,1.023265294,TRUE
10.81607237,-0.868746483,TRUE
69.80492134,-0.505727734,TRUE
7.631497784,-0.965403401,TRUE
5.392110034,-1.047550965,TRUE
28.66961832,0.627201037,TRUE
58.27019623,0.675387614,TRUE
18.45521654,0.561479263,TRUE
14.68676045,0.696596472,TRUE
59.02201993,0.587962006,TRUE
4.304260058,1.46947134,TRUE
9.419766761,0.728510838,TRUE
40.23121577,-0.534687445,TRUE
82.70974559,-0.312748057,TRUE
457.3619842,-0.433159292,TRUE
12.34874246,-1.02129579,TRUE
73.39287611,0.481176374,TRUE
128.1439224,0.70896772,TRUE
6.613518401,0.660398154,TRUE
2.70385113,1.377272085,TRUE
6.199670364,-1.312778793,TRUE
12.54262372,0.559864576,TRUE
34.478402,-0.437977104,TRUE
54.3927069,-1.133564512,TRUE
27.02528998,1.063061554,TRUE
44.90846414,3.966615961,TRUE
23.76266165,-0.501797968,TRUE
111.0306061,0.382952107,TRUE
169.0692306,0.309931104,TRUE
333.4319857,-0.717985247,TRUE
33.44011588,0.826176874,TRUE
18.53395038,-0.630088452,TRUE
48.90845847,0.275575297,TRUE
12.51600432,-0.705970932,TRUE
1.152501246,1.946099741,TRUE
4.906000763,-1.604698238,TRUE
94.48960336,0.692273749,TRUE
3.627451673,1.925705254,TRUE
10.59454268,0.596389813,TRUE
46.74967933,0.396335304,TRUE
3.675041274,2.461618483,TRUE
29.70405733,-0.699791812,TRUE
9.723845702,0.570777436,TRUE
15.97143887,-1.110836371,TRUE
145.3828203,-0.270785219,TRUE
27.68307316,-0.330753958,TRUE
114.2795364,0.330972917,TRUE
3.419950335,0.905525313,TRUE
9.117234962,-1.793047085,TRUE
32.29816202,-0.708134207,TRUE
28.34505386,0.60319967,TRUE
6.458175883,0.902496701,TRUE
14.8987935,-0.610780732,TRUE
9.933502628,-0.740188845,TRUE
1.046899374,3.648235296,TRUE
5.469377398,1.153405146,TRUE
11.98150805,-0.755348418,TRUE
15.69157857,0.437182314,TRUE
4.763691625,0.91184918,TRUE
24.04981572,-0.489525629,TRUE
15.24857177,-0.44783248,TRUE
85.76275133,0.502420791,TRUE
117.4189039,-0.350030816,TRUE
71.92500686,0.288515568,TRUE
42.21945968,-0.916232424,TRUE
27.43252898,-0.42845728,TRUE
19.8353665,0.495198063,TRUE
46.99070436,0.369578407,TRUE
55.13397537,-0.729595753,TRUE
3.680869272,1.708301211,TRUE
13.48889313,0.714744896,TRUE
51.33587493,-0.331902645,TRUE
33.26803094,-0.763953709,TRUE
7.196433495,-1.477612843,TRUE
9.549785271,-0.523953546,TRUE
34.16244851,-0.619923114,TRUE
5.06088923,0.767187895,TRUE
58.56292344,0.255097177,TRUE
62.56730119,-0.692566305,TRUE
32.87655874,-1.464015792,TRUE
12.60659225,0.729998922,TRUE
33.4469825,5.034374791,TRUE
5.505608359,1.210797527,TRUE
37.04497987,1.65396371,TRUE
2.45909175,1.637083006,TRUE
3.791659778,0.917385259,TRUE
62.01345645,-0.67382777,TRUE
15.18163503,7.823238964,TRUE
5.388659568,0.961275641,TRUE
6.813967334,0.702341075,TRUE
256.5478713,0.795308104,TRUE
25.52608439,0.525356146,TRUE
23.08082913,0.54657001,TRUE
18.11325008,-0.945855239,TRUE
86.66147159,1.070857366,TRUE
48.84376482,0.310533262,TRUE
33.80035582,1.40231966,TRUE
31.24952117,-1.576432745,TRUE
7.09770362,0.638805537,TRUE
35.91749014,0.465365446,TRUE
35.82911982,-0.869734148,TRUE
57.84561101,0.622447687,TRUE
40.3937963,1.635450299,TRUE
3.07142344,1.481926502,TRUE
6.710508734,-0.676104065,TRUE
8.088828137,-0.598613852,TRUE
8.447368667,-0.964305768,TRUE
22.47053623,-0.579061168,TRUE
24.60650928,-1.248783746,TRUE
22.86503691,0.659234339,TRUE
73.00782041,0.410005097,TRUE
44.48856117,0.287906414,TRUE
44.07635658,0.606277057,TRUE
5.195700271,0.705785092,TRUE
260.7297989,-0.497566386,TRUE
5.540813057,-1.547686454,TRUE
83.12383843,-0.472349485,TRUE
28.44107244,0.842165737,TRUE
45.36142288,0.496122527,TRUE
22.1328434,-0.615528662,TRUE
9.018615475,0.975617903,TRUE
9.757715496,0.743622219,TRUE
21.5350446,-1.583453101,TRUE
79.44203973,-1.033687678,TRUE
32.5258633,0.498466111,TRUE
1.75789383,1.811118307,TRUE
37.99489656,0.877709058,TRUE
39.8075802,0.57334375,TRUE
114.2708102,-0.217826377,TRUE
60.95381298,-0.319594764,TRUE
46.19597162,0.319397826,TRUE
11.11932015,-0.722189656,TRUE
16.41040674,0.556312108,TRUE
62.37998762,0.535322385,TRUE
16.13768679,0.517961672,TRUE
108.7525839,-1.453690557,TRUE
100.3866811,-0.246198852,TRUE
10.52726364,0.75489441,TRUE
56.12438546,-1.191271688,TRUE
92.58536774,-0.765934662,TRUE
20.43839543,-0.729470876,TRUE
137.1518011,-0.777320258,TRUE
89.99279182,-0.943884392,TRUE
5.317012582,-0.761649902,TRUE
1.181464806,1.816334352,TRUE
2.773179091,1.755726352,TRUE
3.072883715,2.052469084,TRUE
1.481187476,1.613848186,TRUE
30.49311197,0.446205256,TRUE
18.61634365,-0.436737656,TRUE
37.31743519,0.359201844,TRUE
2.319046414,-1.579766069,TRUE
18.14137212,-0.728137698,TRUE
6.37730257,1.250475247,TRUE
26.35382531,-0.33164911,TRUE
28.26961762,-0.354135701,TRUE
15.7691118,0.72206317,TRUE
6.115540648,-0.915559968,TRUE
186.6320482,-0.246858734,TRUE
16.90289595,-0.491051286,TRUE
234.2583363,-0.267302016,TRUE
14.12004038,-0.791116286,TRUE
4.516800647,-1.083338121,TRUE
49.83808658,2.947122448,TRUE
11.01579117,2.163288564,TRUE
17.55221977,4.696264424,TRUE
1.432372371,3.127925098,TRUE
29.80303997,-0.555127782,TRUE
3.374508667,1.190473276,TRUE
17.50573401,-0.474506746,TRUE
27.45170897,-0.346048454,TRUE
26.20733362,0.392809426,TRUE
39.65333912,-0.454826684,TRUE
7.180068894,1.872695423,TRUE
489.1267056,0.634423749,TRUE
15.8115302,0.69050082,TRUE
22.00046468,3.84000033,TRUE
31.65923257,0.76506028,TRUE
54.30459762,-0.71352188,TRUE
7.85324566,0.991858898,TRUE
33.3730909,1.586715741,TRUE
2.877310725,-3.138466238,TRUE
3.953006691,1.385228628,TRUE
24.08713914,1.347283819,TRUE
11.8953612,-1.738650883,TRUE
41.77642889,-0.283733245,TRUE
40.14618471,-0.360622711,TRUE
77.3934877,0.711163831,TRUE
24.51697394,-1.17521401,TRUE
41.63009251,0.616572484,TRUE
6.460576693,0.738918885,TRUE
14.69352054,1.086690732,TRUE
9.690685517,2.722344666,TRUE
47.70807897,-0.305744302,TRUE
26.16743929,8.016770713,TRUE
13.5734442,0.662416379,TRUE
16.35153006,0.913145262,TRUE
59.42734159,-0.258987837,TRUE
7.994778627,6.163772453,TRUE
10.29926651,1.798543599,TRUE
12.69324982,3.23564009,TRUE
7.873226919,3.275663245,TRUE
9.412572612,1.562029421,TRUE
12.68107875,1.148696711,TRUE
0.691328125,2.631430778,TRUE
10.22268016,1.451482956,TRUE
1.548635758,-2.440687455,TRUE
282.2678088,-0.471479407,TRUE
3.279140853,-0.899645639,TRUE
108.2682535,-0.696927484,TRUE
10.36174406,1.773265475,TRUE
107.477477,-0.704205392,TRUE
5.476950132,-1.132613687,TRUE
5.212746085,1.071328901,TRUE
12.45174146,1.375880806,TRUE
48.71971547,1.242909182,TRUE
38.01374431,-0.351719204,TRUE
57.89494881,-0.431354907,TRUE
98.91456571,0.332626014,TRUE
35.65476768,0.483147308,TRUE
8.917334961,1.806382145,TRUE
